NCTId,0-50,51-100,101-200,201-500,501-1000,1001-10000,10000plus
NCT02325609,1,0,0,0,0,0,0
NCT02322840,1,0,0,0,0,0,0
NCT02312141,1,0,0,0,0,0,0
NCT02300974,1,0,0,0,0,0,0
NCT02289534,1,0,0,0,0,0,0
NCT02284321,1,0,0,0,0,0,0
NCT02283125,1,0,0,0,0,0,0
NCT02280577,1,0,0,0,0,0,0
NCT02275624,1,0,0,0,0,0,0
NCT02272114,1,0,0,0,0,0,0
NCT02271087,1,0,0,0,0,0,0
NCT02268227,1,0,0,0,0,0,0
NCT02255539,1,0,0,0,0,0,0
NCT02239263,1,0,0,0,0,0,0
NCT02231034,1,0,0,0,0,0,0
NCT02223663,1,0,0,0,0,0,0
NCT02218450,1,0,0,0,0,0,0
NCT02195362,1,0,0,0,0,0,0
NCT02195128,1,0,0,0,0,0,0
NCT02191800,1,0,0,0,0,0,0
NCT02187458,1,0,0,0,0,0,0
NCT02167880,1,0,0,0,0,0,0
NCT02166073,1,0,0,0,0,0,0
NCT02142465,1,0,0,0,0,0,0
NCT02142374,1,0,0,0,0,0,0
NCT02142023,1,0,0,0,0,0,0
NCT02141334,1,0,0,0,0,0,0
NCT02134236,1,0,0,0,0,0,0
NCT02124538,1,0,0,0,0,0,0
NCT02108275,1,0,0,0,0,0,0
NCT02089646,1,0,0,0,0,0,0
NCT02086812,1,0,0,0,0,0,0
NCT02085174,1,0,0,0,0,0,0
NCT02082847,1,0,0,0,0,0,0
NCT02070601,1,0,0,0,0,0,0
NCT02036385,1,0,0,0,0,0,0
NCT02020447,1,0,0,0,0,0,0
NCT02006251,1,0,0,0,0,0,0
NCT02004249,1,0,0,0,0,0,0
NCT02003105,1,0,0,0,0,0,0
NCT01989390,1,0,0,0,0,0,0
NCT01989377,1,0,0,0,0,0,0
NCT01988727,1,0,0,0,0,0,0
NCT01988025,1,0,0,0,0,0,0
NCT01984151,1,0,0,0,0,0,0
NCT01973621,1,0,0,0,0,0,0
NCT01966211,1,0,0,0,0,0,0
NCT01957982,1,0,0,0,0,0,0
NCT01951131,1,0,0,0,0,0,0
NCT01950767,1,0,0,0,0,0,0
NCT01940458,1,0,0,0,0,0,0
NCT01940211,1,0,0,0,0,0,0
NCT01937000,1,0,0,0,0,0,0
NCT01936987,1,0,0,0,0,0,0
NCT01916083,1,0,0,0,0,0,0
NCT01906736,1,0,0,0,0,0,0
NCT01905241,1,0,0,0,0,0,0
NCT01896141,1,0,0,0,0,0,0
NCT01894698,1,0,0,0,0,0,0
NCT01883557,1,0,0,0,0,0,0
NCT01882309,1,0,0,0,0,0,0
NCT01877369,1,0,0,0,0,0,0
NCT01874925,1,0,0,0,0,0,0
NCT01867008,1,0,0,0,0,0,0
NCT01859975,1,0,0,0,0,0,0
NCT01854879,1,0,0,0,0,0,0
NCT01847846,1,0,0,0,0,0,0
NCT01835769,1,0,0,0,0,0,0
NCT01835366,1,0,0,0,0,0,0
NCT01827488,1,0,0,0,0,0,0
NCT01820741,1,0,0,0,0,0,0
NCT01801995,1,0,0,0,0,0,0
NCT01801241,1,0,0,0,0,0,0
NCT01795807,1,0,0,0,0,0,0
NCT01795118,1,0,0,0,0,0,0
NCT01792869,1,0,0,0,0,0,0
NCT01790867,1,0,0,0,0,0,0
NCT01787981,1,0,0,0,0,0,0
NCT01777880,1,0,0,0,0,0,0
NCT01773941,1,0,0,0,0,0,0
NCT01773265,1,0,0,0,0,0,0
NCT01747265,1,0,0,0,0,0,0
NCT01738230,1,0,0,0,0,0,0
NCT01738165,1,0,0,0,0,0,0
NCT01733264,1,0,0,0,0,0,0
NCT01733251,1,0,0,0,0,0,0
NCT01724541,1,0,0,0,0,0,0
NCT01721122,1,0,0,0,0,0,0
NCT01715454,1,0,0,0,0,0,0
NCT01700764,1,0,0,0,0,0,0
NCT01697813,1,0,0,0,0,0,0
NCT01697774,1,0,0,0,0,0,0
NCT01674400,1,0,0,0,0,0,0
NCT01670006,1,0,0,0,0,0,0
NCT01662479,1,0,0,0,0,0,0
NCT01660113,1,0,0,0,0,0,0
NCT01658189,1,0,0,0,0,0,0
NCT01652846,1,0,0,0,0,0,0
NCT01643200,1,0,0,0,0,0,0
NCT01640795,1,0,0,0,0,0,0
NCT01630707,1,0,0,0,0,0,0
NCT01629836,1,0,0,0,0,0,0
NCT01627405,1,0,0,0,0,0,0
NCT01614925,1,0,0,0,0,0,0
NCT01613742,1,0,0,0,0,0,0
NCT01610505,1,0,0,0,0,0,0
NCT01610349,1,0,0,0,0,0,0
NCT01607606,1,0,0,0,0,0,0
NCT01604967,1,0,0,0,0,0,0
NCT01597271,1,0,0,0,0,0,0
NCT01591369,1,0,0,0,0,0,0
NCT01582386,1,0,0,0,0,0,0
NCT01575210,1,0,0,0,0,0,0
NCT01564589,1,0,0,0,0,0,0
NCT01560156,1,0,0,0,0,0,0
NCT01558609,1,0,0,0,0,0,0
NCT01556750,1,0,0,0,0,0,0
NCT01546831,1,0,0,0,0,0,0
NCT01546584,1,0,0,0,0,0,0
NCT01533831,1,0,0,0,0,0,0
NCT01533103,1,0,0,0,0,0,0
NCT01532752,1,0,0,0,0,0,0
NCT01532440,1,0,0,0,0,0,0
NCT01524263,1,0,0,0,0,0,0
NCT01515618,1,0,0,0,0,0,0
NCT01513512,1,0,0,0,0,0,0
NCT01499030,1,0,0,0,0,0,0
NCT01494376,1,0,0,0,0,0,0
NCT01480570,1,0,0,0,0,0,0
NCT01476826,1,0,0,0,0,0,0
NCT01473134,1,0,0,0,0,0,0
NCT01470079,1,0,0,0,0,0,0
NCT01464580,1,0,0,0,0,0,0
NCT01463618,1,0,0,0,0,0,0
NCT01462955,1,0,0,0,0,0,0
NCT01450540,1,0,0,0,0,0,0
NCT01443299,1,0,0,0,0,0,0
NCT01443286,1,0,0,0,0,0,0
NCT01442389,1,0,0,0,0,0,0
NCT01436669,1,0,0,0,0,0,0
NCT01436461,1,0,0,0,0,0,0
NCT01414491,1,0,0,0,0,0,0
NCT01414270,1,0,0,0,0,0,0
NCT01412112,1,0,0,0,0,0,0
NCT01408017,1,0,0,0,0,0,0
NCT01403584,1,0,0,0,0,0,0
NCT01392261,1,0,0,0,0,0,0
NCT01379794,1,0,0,0,0,0,0
NCT01374243,1,0,0,0,0,0,0
NCT01370785,1,0,0,0,0,0,0
NCT01367171,1,0,0,0,0,0,0
NCT01365689,1,0,0,0,0,0,0
NCT01358682,1,0,0,0,0,0,0
NCT01336868,1,0,0,0,0,0,0
NCT01313351,1,0,0,0,0,0,0
NCT01313195,1,0,0,0,0,0,0
NCT01311726,1,0,0,0,0,0,0
NCT01307709,1,0,0,0,0,0,0
NCT01297751,1,0,0,0,0,0,0
NCT01286792,1,0,0,0,0,0,0
NCT01258400,1,0,0,0,0,0,0
NCT01246115,1,0,0,0,0,0,0
NCT01240733,1,0,0,0,0,0,0
NCT01239576,1,0,0,0,0,0,0
NCT01234480,1,0,0,0,0,0,0
NCT01230398,1,0,0,0,0,0,0
NCT01201889,1,0,0,0,0,0,0
NCT01194752,1,0,0,0,0,0,0
NCT01194739,1,0,0,0,0,0,0
NCT01194726,1,0,0,0,0,0,0
NCT01183195,1,0,0,0,0,0,0
NCT01180257,1,0,0,0,0,0,0
NCT01171066,1,0,0,0,0,0,0
NCT01166607,1,0,0,0,0,0,0
NCT01164527,1,0,0,0,0,0,0
NCT01158963,1,0,0,0,0,0,0
NCT01150227,1,0,0,0,0,0,0
NCT01148251,1,0,0,0,0,0,0
NCT01147094,1,0,0,0,0,0,0
NCT01145651,1,0,0,0,0,0,0
NCT01145378,1,0,0,0,0,0,0
NCT01143116,1,0,0,0,0,0,0
NCT01140919,1,0,0,0,0,0,0
NCT01127347,1,0,0,0,0,0,0
NCT01112475,1,0,0,0,0,0,0
NCT01108822,1,0,0,0,0,0,0
NCT01106222,1,0,0,0,0,0,0
NCT01103869,1,0,0,0,0,0,0
NCT01100983,1,0,0,0,0,0,0
NCT01098682,1,0,0,0,0,0,0
NCT01097824,1,0,0,0,0,0,0
NCT01092871,1,0,0,0,0,0,0
NCT01077141,1,0,0,0,0,0,0
NCT01070992,1,0,0,0,0,0,0
NCT01067040,1,0,0,0,0,0,0
NCT01062464,1,0,0,0,0,0,0
NCT01062412,1,0,0,0,0,0,0
NCT01062217,1,0,0,0,0,0,0
NCT01057134,1,0,0,0,0,0,0
NCT01043497,1,0,0,0,0,0,0
NCT01039064,1,0,0,0,0,0,0
NCT01037439,1,0,0,0,0,0,0
NCT01030588,1,0,0,0,0,0,0
NCT01029028,1,0,0,0,0,0,0
NCT01022554,1,0,0,0,0,0,0
NCT01016236,1,0,0,0,0,0,0
NCT01008202,1,0,0,0,0,0,0
NCT01000454,1,0,0,0,0,0,0
NCT00993772,1,0,0,0,0,0,0
NCT00990483,1,0,0,0,0,0,0
NCT00990210,1,0,0,0,0,0,0
NCT00986908,1,0,0,0,0,0,0
NCT00981188,1,0,0,0,0,0,0
NCT00979498,1,0,0,0,0,0,0
NCT00979030,1,0,0,0,0,0,0
NCT00969748,1,0,0,0,0,0,0
NCT00968474,1,0,0,0,0,0,0
NCT00961519,1,0,0,0,0,0,0
NCT00960947,1,0,0,0,0,0,0
NCT00957632,1,0,0,0,0,0,0
NCT00957138,1,0,0,0,0,0,0
NCT00956618,1,0,0,0,0,0,0
NCT00955331,1,0,0,0,0,0,0
NCT00946075,1,0,0,0,0,0,0
NCT00944411,1,0,0,0,0,0,0
NCT00942942,1,0,0,0,0,0,0
NCT00935974,1,0,0,0,0,0,0
NCT00932789,1,0,0,0,0,0,0
NCT00924716,1,0,0,0,0,0,0
NCT00911040,1,0,0,0,0,0,0
NCT00906958,1,0,0,0,0,0,0
NCT00906815,1,0,0,0,0,0,0
NCT00906009,1,0,0,0,0,0,0
NCT00905749,1,0,0,0,0,0,0
NCT00903058,1,0,0,0,0,0,0
NCT00901667,1,0,0,0,0,0,0
NCT00900705,1,0,0,0,0,0,0
NCT00889746,1,0,0,0,0,0,0
NCT00878982,1,0,0,0,0,0,0
NCT00877916,1,0,0,0,0,0,0
NCT00865930,1,0,0,0,0,0,0
NCT00865735,1,0,0,0,0,0,0
NCT00863486,1,0,0,0,0,0,0
NCT00863447,1,0,0,0,0,0,0
NCT00858091,1,0,0,0,0,0,0
NCT00850434,1,0,0,0,0,0,0
NCT00850109,1,0,0,0,0,0,0
NCT00846820,1,0,0,0,0,0,0
NCT00843752,1,0,0,0,0,0,0
NCT00840619,1,0,0,0,0,0,0
NCT00824018,1,0,0,0,0,0,0
NCT00821769,1,0,0,0,0,0,0
NCT00820040,1,0,0,0,0,0,0
NCT00819130,1,0,0,0,0,0,0
NCT00818922,1,0,0,0,0,0,0
NCT00810498,1,0,0,0,0,0,0
NCT00810459,1,0,0,0,0,0,0
NCT00809406,1,0,0,0,0,0,0
NCT00806052,1,0,0,0,0,0,0
NCT00802750,1,0,0,0,0,0,0
NCT00800891,1,0,0,0,0,0,0
NCT00799981,1,0,0,0,0,0,0
NCT00794534,1,0,0,0,0,0,0
NCT00791414,1,0,0,0,0,0,0
NCT00790621,1,0,0,0,0,0,0
NCT00789334,1,0,0,0,0,0,0
NCT00788450,1,0,0,0,0,0,0
NCT00788437,1,0,0,0,0,0,0
NCT00782119,1,0,0,0,0,0,0
NCT00781651,1,0,0,0,0,0,0
NCT00781222,1,0,0,0,0,0,0
NCT00780065,1,0,0,0,0,0,0
NCT00779623,1,0,0,0,0,0,0
NCT00777283,1,0,0,0,0,0,0
NCT00776893,1,0,0,0,0,0,0
NCT00776815,1,0,0,0,0,0,0
NCT00776152,1,0,0,0,0,0,0
NCT00773903,1,0,0,0,0,0,0
NCT00773721,1,0,0,0,0,0,0
NCT00769340,1,0,0,0,0,0,0
NCT00767910,1,0,0,0,0,0,0
NCT00766727,1,0,0,0,0,0,0
NCT00764491,1,0,0,0,0,0,0
NCT00764452,1,0,0,0,0,0,0
NCT00760643,1,0,0,0,0,0,0
NCT00759694,1,0,0,0,0,0,0
NCT00758979,1,0,0,0,0,0,0
NCT00758875,1,0,0,0,0,0,0
NCT00758095,1,0,0,0,0,0,0
NCT00756496,1,0,0,0,0,0,0
NCT00754598,1,0,0,0,0,0,0
NCT00748917,1,0,0,0,0,0,0
NCT00748033,1,0,0,0,0,0,0
NCT00747266,1,0,0,0,0,0,0
NCT00739245,1,0,0,0,0,0,0
NCT00732264,1,0,0,0,0,0,0
NCT00732134,1,0,0,0,0,0,0
NCT00728702,1,0,0,0,0,0,0
NCT00727805,1,0,0,0,0,0,0
NCT00727688,1,0,0,0,0,0,0
NCT00726297,1,0,0,0,0,0,0
NCT00726024,1,0,0,0,0,0,0
NCT00725816,1,0,0,0,0,0,0
NCT00725699,1,0,0,0,0,0,0
NCT00716313,1,0,0,0,0,0,0
NCT00690742,1,0,0,0,0,0,0
NCT00681057,1,0,0,0,0,0,0
NCT00680251,1,0,0,0,0,0,0
NCT00678808,1,0,0,0,0,0,0
NCT00676546,1,0,0,0,0,0,0
NCT00676078,1,0,0,0,0,0,0
NCT00670137,1,0,0,0,0,0,0
NCT00660556,1,0,0,0,0,0,0
NCT00659139,1,0,0,0,0,0,0
NCT00653211,1,0,0,0,0,0,0
NCT00639340,1,0,0,0,0,0,0
NCT00630526,1,0,0,0,0,0,0
NCT00617630,1,0,0,0,0,0,0
NCT00617162,1,0,0,0,0,0,0
NCT00616226,1,0,0,0,0,0,0
NCT00615342,1,0,0,0,0,0,0
NCT00608647,1,0,0,0,0,0,0
NCT00597571,1,0,0,0,0,0,0
NCT00591513,1,0,0,0,0,0,0
NCT00589069,1,0,0,0,0,0,0
NCT00588601,1,0,0,0,0,0,0
NCT00587613,1,0,0,0,0,0,0
NCT00587509,1,0,0,0,0,0,0
NCT00586456,1,0,0,0,0,0,0
NCT00579176,1,0,0,0,0,0,0
NCT00578513,1,0,0,0,0,0,0
NCT00578487,1,0,0,0,0,0,0
NCT00576953,1,0,0,0,0,0,0
NCT00561847,1,0,0,0,0,0,0
NCT00542477,1,0,0,0,0,0,0
NCT00529685,1,0,0,0,0,0,0
NCT00506220,1,0,0,0,0,0,0
NCT00448812,1,0,0,0,0,0,0
NCT00350259,1,0,0,0,0,0,0
NCT00208481,1,0,0,0,0,0,0
NCT01865032,0,0,1,0,0,0,0
NCT01686282,1,0,0,0,0,0,0
NCT03363464,0,0,0,0,0,0,1
NCT02472067,0,0,1,0,0,0,0
NCT01261871,0,1,0,0,0,0,0
NCT02876575,1,0,0,0,0,0,0
NCT03463577,1,0,0,0,0,0,0
NCT00350077,1,0,0,0,0,0,0
NCT00243243,1,0,0,0,0,0,0
NCT02641158,0,0,0,1,0,0,0
NCT03293901,1,0,0,0,0,0,0
NCT02581748,0,0,1,0,0,0,0
NCT01241513,1,0,0,0,0,0,0
NCT01599624,0,1,0,0,0,0,0
NCT00689260,1,0,0,0,0,0,0
NCT00978484,0,0,1,0,0,0,0
NCT02200055,0,1,0,0,0,0,0
NCT02098499,0,1,0,0,0,0,0
NCT01317667,1,0,0,0,0,0,0
NCT00589589,1,0,0,0,0,0,0
NCT02874131,0,1,0,0,0,0,0
NCT02857751,0,1,0,0,0,0,0
NCT02755831,0,0,1,0,0,0,0
NCT02123225,0,1,0,0,0,0,0
NCT01771575,1,0,0,0,0,0,0
NCT03326596,0,0,0,0,1,0,0
NCT00701259,0,0,0,0,1,0,0
NCT00809627,1,0,0,0,0,0,0
NCT03771196,1,0,0,0,0,0,0
NCT04004715,1,0,0,0,0,0,0
NCT01823276,0,1,0,0,0,0,0
NCT01031160,0,0,0,0,0,1,0
NCT02155478,1,0,0,0,0,0,0
NCT03719391,0,1,0,0,0,0,0
NCT00936845,1,0,0,0,0,0,0
NCT02719964,0,0,1,0,0,0,0
NCT01478061,0,0,1,0,0,0,0
NCT03525184,1,0,0,0,0,0,0
NCT03306602,1,0,0,0,0,0,0
NCT03364361,1,0,0,0,0,0,0
NCT00124319,0,0,0,0,0,1,0
NCT02373189,1,0,0,0,0,0,0
NCT02030990,0,0,0,1,0,0,0
NCT00341510,0,0,0,0,0,0,1
NCT04607356,0,0,1,0,0,0,0
NCT02419443,0,1,0,0,0,0,0
NCT00947245,1,0,0,0,0,0,0
NCT03369730,0,1,0,0,0,0,0
NCT02899247,1,0,0,0,0,0,0
NCT03021824,0,0,0,0,0,1,0
NCT02027155,1,0,0,0,0,0,0
NCT03598114,0,0,0,1,0,0,0
NCT02420041,1,0,0,0,0,0,0
NCT00935337,1,0,0,0,0,0,0
NCT03056534,0,0,1,0,0,0,0
NCT00904878,0,0,0,0,0,1,0
NCT03421561,0,0,0,1,0,0,0
NCT02825602,0,0,0,0,0,0,1
NCT04031365,0,1,0,0,0,0,0
NCT01844804,0,0,1,0,0,0,0
NCT01870986,0,0,0,1,0,0,0
NCT01078246,0,0,0,0,0,1,0
NCT01603264,0,0,1,0,0,0,0
NCT00130676,0,0,0,1,0,0,0
NCT01589978,0,0,0,0,0,1,0
NCT03975790,0,0,0,1,0,0,0
NCT02031991,0,0,1,0,0,0,0
NCT04075578,0,1,0,0,0,0,0
NCT02380833,1,0,0,0,0,0,0
NCT02813356,0,0,0,0,0,1,0
NCT00378430,0,0,1,0,0,0,0
NCT04406714,0,0,0,0,0,1,0
NCT01306968,0,1,0,0,0,0,0
NCT00208156,0,1,0,0,0,0,0
NCT00618956,0,0,0,1,0,0,0
NCT04468360,0,0,0,1,0,0,0
NCT00682994,0,0,0,0,1,0,0
NCT01120509,0,1,0,0,0,0,0
NCT00128479,0,0,0,1,0,0,0
NCT01411839,1,0,0,0,0,0,0
NCT01603550,1,0,0,0,0,0,0
NCT01335412,0,0,0,0,0,0,1
NCT00799058,0,0,1,0,0,0,0
NCT01720277,0,0,0,0,0,1,0
NCT00352729,1,0,0,0,0,0,0
NCT00936715,1,0,0,0,0,0,0
NCT03527654,0,0,0,1,0,0,0
NCT01815268,0,0,0,0,1,0,0
NCT01688960,1,0,0,0,0,0,0
NCT00005483,1,0,0,0,0,0,0
NCT02817841,0,0,0,0,0,1,0
NCT02960568,0,0,0,0,1,0,0
NCT00063778,1,0,0,0,0,0,0
NCT01517841,0,1,0,0,0,0,0
NCT00620867,0,0,0,1,0,0,0
NCT01982474,1,0,0,0,0,0,0
NCT03566264,0,0,0,0,0,0,1
NCT02974244,0,0,0,0,0,1,0
NCT01382095,1,0,0,0,0,0,0
NCT04308746,0,0,0,1,0,0,0
NCT02498301,0,0,0,1,0,0,0
NCT01783652,0,0,1,0,0,0,0
NCT04001803,0,0,1,0,0,0,0
NCT00000157,1,0,0,0,0,0,0
NCT04125186,0,0,0,0,0,0,1
NCT03174769,0,1,0,0,0,0,0
NCT01260324,0,0,0,0,0,0,1
NCT03109002,0,0,0,0,0,0,1
NCT01873417,0,0,0,1,0,0,0
NCT00005319,1,0,0,0,0,0,0
NCT02917057,0,0,0,0,0,1,0
NCT02375503,0,0,1,0,0,0,0
NCT02274389,1,0,0,0,0,0,0
NCT01841957,0,0,0,0,0,1,0
NCT01975818,0,0,0,1,0,0,0
NCT01152918,0,0,0,0,0,0,1
NCT02863458,0,0,0,0,0,0,1
NCT04394104,0,0,0,0,1,0,0
NCT00004986,1,0,0,0,0,0,0
NCT04460911,1,0,0,0,0,0,0
NCT01419769,1,0,0,0,0,0,0
NCT04538482,0,0,1,0,0,0,0
NCT03964649,1,0,0,0,0,0,0
NCT04576832,0,0,0,1,0,0,0
NCT02455024,0,0,0,1,0,0,0
NCT04141228,0,0,0,0,0,0,1
NCT03073343,1,0,0,0,0,0,0
NCT01605864,1,0,0,0,0,0,0
NCT03243305,0,0,0,0,0,1,0
NCT00002402,0,0,1,0,0,0,0
NCT01623544,0,0,0,0,0,1,0
NCT00291551,1,0,0,0,0,0,0
NCT03078751,0,1,0,0,0,0,0
NCT04560933,0,0,0,0,1,0,0
NCT01782014,0,0,0,1,0,0,0
NCT03906006,1,0,0,0,0,0,0
NCT01540474,1,0,0,0,0,0,0
NCT02627001,1,0,0,0,0,0,0
NCT00154323,0,1,0,0,0,0,0
NCT02640677,1,0,0,0,0,0,0
NCT00414518,1,0,0,0,0,0,0
NCT00049439,0,1,0,0,0,0,0
NCT01024686,1,0,0,0,0,0,0
NCT04026321,1,0,0,0,0,0,0
NCT03291782,1,0,0,0,0,0,0
NCT02592941,1,0,0,0,0,0,0
NCT01538459,1,0,0,0,0,0,0
NCT02064413,0,0,1,0,0,0,0
NCT04342806,0,0,0,0,0,0,1
NCT00232947,0,0,0,0,1,0,0
NCT00170742,1,0,0,0,0,0,0
NCT03168854,1,0,0,0,0,0,0
NCT02097173,1,0,0,0,0,0,0
NCT04018001,0,0,0,0,0,1,0
NCT00996372,0,0,0,0,1,0,0
NCT00154362,1,0,0,0,0,0,0
NCT03599739,0,0,0,0,0,1,0
NCT00639418,0,0,0,0,0,0,1
NCT02874222,1,0,0,0,0,0,0
NCT02455804,0,1,0,0,0,0,0
NCT03202680,1,0,0,0,0,0,0
NCT02380274,0,0,0,0,0,1,0
NCT04582266,1,0,0,0,0,0,0
NCT01427673,0,0,1,0,0,0,0
NCT03845400,0,0,0,1,0,0,0
NCT01532622,1,0,0,0,0,0,0
NCT01570998,0,0,0,0,0,1,0
NCT02032459,0,0,0,0,0,1,0
NCT01161095,0,0,1,0,0,0,0
NCT02660073,1,0,0,0,0,0,0
NCT00339924,0,0,0,0,0,1,0
NCT00574600,1,0,0,0,0,0,0
NCT04542915,0,0,0,0,0,1,0
NCT01241136,0,0,1,0,0,0,0
NCT02891421,1,0,0,0,0,0,0
NCT02941042,1,0,0,0,0,0,0
NCT03180853,0,1,0,0,0,0,0
NCT01772823,0,0,1,0,0,0,0
NCT01769456,0,1,0,0,0,0,0
NCT00803387,1,0,0,0,0,0,0
NCT02543931,1,0,0,0,0,0,0
NCT04496414,1,0,0,0,0,0,0
NCT01375036,0,0,0,0,1,0,0
NCT03467737,0,1,0,0,0,0,0
NCT00761631,0,0,0,0,0,1,0
NCT01423825,1,0,0,0,0,0,0
NCT02895997,1,0,0,0,0,0,0
NCT01333488,1,0,0,0,0,0,0
NCT03532230,0,0,1,0,0,0,0
NCT01157897,1,0,0,0,0,0,0
NCT01498640,0,1,0,0,0,0,0
NCT01713881,0,0,0,1,0,0,0
NCT00704067,1,0,0,0,0,0,0
NCT02273882,0,0,0,1,0,0,0
NCT01308437,0,0,1,0,0,0,0
NCT00996164,0,0,0,0,0,1,0
NCT04507204,0,0,0,1,0,0,0
NCT00277498,0,0,0,0,1,0,0
NCT00444457,0,0,0,0,0,1,0
NCT01234103,0,0,0,0,1,0,0
NCT02312037,1,0,0,0,0,0,0
NCT03807531,0,1,0,0,0,0,0
NCT00644631,0,0,0,1,0,0,0
NCT03674970,1,0,0,0,0,0,0
NCT00002298,1,0,0,0,0,0,0
NCT01888718,0,1,0,0,0,0,0
NCT02458092,1,0,0,0,0,0,0
NCT04074928,0,0,0,0,0,1,0
NCT01558583,0,0,0,0,0,1,0
NCT00410475,0,0,0,0,0,0,1
NCT02064426,0,1,0,0,0,0,0
NCT00373958,0,0,0,0,1,0,0
NCT03310580,1,0,0,0,0,0,0
NCT01161290,1,0,0,0,0,0,0
NCT00143026,0,0,1,0,0,0,0
NCT03893032,0,1,0,0,0,0,0
NCT00183807,1,0,0,0,0,0,0
NCT03491397,1,0,0,0,0,0,0
NCT01366924,1,0,0,0,0,0,0
NCT00130364,0,0,1,0,0,0,0
NCT03030430,0,0,1,0,0,0,0
NCT04349176,0,0,1,0,0,0,0
NCT04062968,0,0,0,1,0,0,0
NCT03451058,0,1,0,0,0,0,0
NCT03302611,0,0,1,0,0,0,0
NCT00713739,0,0,0,1,0,0,0
NCT04530136,0,0,1,0,0,0,0
NCT03940300,0,0,0,1,0,0,0
NCT01287351,0,0,0,0,0,0,1
NCT02818413,1,0,0,0,0,0,0
NCT03615599,0,0,0,0,0,0,1
NCT01369173,1,0,0,0,0,0,0
NCT02423551,0,1,0,0,0,0,0
NCT01406886,1,0,0,0,0,0,0
NCT00723008,1,0,0,0,0,0,0
NCT01241149,1,0,0,0,0,0,0
NCT01241123,0,1,0,0,0,0,0
NCT02340624,0,0,1,0,0,0,0
NCT01034813,1,0,0,0,0,0,0
NCT00593086,1,0,0,0,0,0,0
NCT00558701,1,0,0,0,0,0,0
NCT04396626,1,0,0,0,0,0,0
NCT02875288,0,1,0,0,0,0,0
NCT02418702,1,0,0,0,0,0,0
NCT02415309,0,0,1,0,0,0,0
NCT02403934,1,0,0,0,0,0,0
NCT02383979,0,0,1,0,0,0,0
NCT02378415,1,0,0,0,0,0,0
NCT02130323,1,0,0,0,0,0,0
NCT02105753,1,0,0,0,0,0,0
NCT01715220,0,1,0,0,0,0,0
NCT01668069,1,0,0,0,0,0,0
NCT01663558,1,0,0,0,0,0,0
NCT01605669,1,0,0,0,0,0,0
NCT01073124,0,1,0,0,0,0,0
NCT00134849,0,0,0,0,1,0,0
NCT00134797,0,0,0,0,0,1,0
NCT04501419,0,0,0,0,1,0,0
NCT00002434,1,0,0,0,0,0,0
NCT00002317,1,0,0,0,0,0,0
NCT00002103,1,0,0,0,0,0,0
NCT00002102,1,0,0,0,0,0,0
NCT00143221,0,0,0,1,0,0,0
NCT03525561,1,0,0,0,0,0,0
NCT04010162,0,0,0,0,0,1,0
NCT02679430,1,0,0,0,0,0,0
NCT03185728,0,0,0,0,0,1,0
NCT00328926,1,0,0,0,0,0,0
NCT04111263,1,0,0,0,0,0,0
NCT01890850,1,0,0,0,0,0,0
NCT00859105,0,0,0,1,0,0,0
NCT00751127,0,0,0,1,0,0,0
NCT02763020,1,0,0,0,0,0,0
NCT02636348,0,0,0,1,0,0,0
NCT01921153,1,0,0,0,0,0,0
NCT01913925,0,1,0,0,0,0,0
NCT01714479,1,0,0,0,0,0,0
NCT01292395,1,0,0,0,0,0,0
NCT01124903,1,0,0,0,0,0,0
NCT01166815,0,0,0,1,0,0,0
NCT04594109,1,0,0,0,0,0,0
NCT02920398,1,0,0,0,0,0,0
NCT02223338,0,0,1,0,0,0,0
NCT01007188,1,0,0,0,0,0,0
NCT00139581,1,0,0,0,0,0,0
NCT02327208,0,1,0,0,0,0,0
NCT00220779,0,0,1,0,0,0,0
NCT03043300,1,0,0,0,0,0,0
NCT03341754,0,1,0,0,0,0,0
NCT00121147,0,0,1,0,0,0,0
NCT02517671,1,0,0,0,0,0,0
NCT00219323,0,0,1,0,0,0,0
NCT02052310,0,0,0,0,0,1,0
NCT00220740,0,0,1,0,0,0,0
NCT00150059,1,0,0,0,0,0,0
NCT04155333,1,0,0,0,0,0,0
NCT04067401,0,0,0,0,0,1,0
NCT03839797,0,0,0,0,0,1,0
NCT01216982,0,0,0,1,0,0,0
NCT00137228,1,0,0,0,0,0,0
NCT00847483,0,0,0,1,0,0,0
NCT02105896,1,0,0,0,0,0,0
NCT00118651,0,0,0,1,0,0,0
NCT03530020,1,0,0,0,0,0,0
NCT04374201,1,0,0,0,0,0,0
NCT03693937,0,0,0,0,1,0,0
NCT01632761,0,0,0,0,0,1,0
NCT04274959,1,0,0,0,0,0,0
NCT00263887,0,1,0,0,0,0,0
NCT00412295,1,0,0,0,0,0,0
NCT02794116,1,0,0,0,0,0,0
NCT00220805,0,1,0,0,0,0,0
NCT04017624,0,0,1,0,0,0,0
NCT04156373,0,0,0,1,0,0,0
NCT01954251,0,0,0,0,1,0,0
NCT02207608,1,0,0,0,0,0,0
NCT04494490,0,0,0,0,0,1,0
NCT04073719,1,0,0,0,0,0,0
NCT02369614,1,0,0,0,0,0,0
NCT03088111,0,1,0,0,0,0,0
NCT04589416,0,1,0,0,0,0,0
NCT00121316,0,0,1,0,0,0,0
NCT02387203,0,1,0,0,0,0,0
NCT01808352,0,0,0,1,0,0,0
