,NCTId,CollaboratorClass
9452,NCT04188873,NIH
9514,NCT04121858,NIH
9491,NCT04144023,NIH
9475,NCT04162678,NIH
9470,NCT04170738,NIH
9468,NCT04171817,NIH
9467,NCT04173572,NIH
9464,NCT04176172,NIH
9463,NCT04178993,NIH
9450,NCT04195399,NIH
9391,NCT04240561,NIH
9438,NCT04207255,NIH
9433,NCT04210024,NIH
9429,NCT04211766,NIH
9425,NCT04216732,NIH
9424,NCT04218370,NIH
9424,NCT04218370,NIH
9419,NCT04221594,NIH
9413,NCT04226027,NIH
9518,NCT04118998,NIH
9521,NCT04116112,NIH
9525,NCT04113746,NIH
9529,NCT04109924,NIH
9636,NCT04033237,NIH
9620,NCT04044521,NIH
9612,NCT04049227,NIH
9610,NCT04049643,NIH
9609,NCT04049669,NIH
9591,NCT04060849,NIH
9589,NCT04066218,NIH
9585,NCT04071951,NIH
9584,NCT04072445,NIH
9566,NCT04084210,NIH
9565,NCT04084561,NIH
9561,NCT04088123,NIH
9551,NCT04091022,NIH
9551,NCT04091022,NIH
9549,NCT04092101,NIH
9548,NCT04092387,NIH
9541,NCT04097717,NIH
9412,NCT04226092,NIH
9389,NCT04240756,NIH
8837,NCT03784846,NIH
1052,NCT03598114,NIH
9298,NCT04317417,NIH
9295,NCT04319094,NIH
1010,NCT02641158,NIH
9269,NCT04340622,NIH
1032,NCT01031160,NIH
1041,NCT00124319,NIH
1042,NCT02373189,NIH
1048,NCT03369730,NIH
9244,NCT04359108,NIH
9387,NCT04241913,NIH
1072,NCT04406714,NIH
1076,NCT04468360,NIH
9232,NCT04373044,NIH
1080,NCT01411839,NIH
1087,NCT03527654,NIH
1090,NCT00005483,NIH
1093,NCT00063778,NIH
9224,NCT04378790,NIH
9299,NCT04316715,NIH
9312,NCT04305600,NIH
9316,NCT04304495,NIH
9319,NCT04300478,NIH
9387,NCT04241913,NIH
9386,NCT04241939,NIH
9386,NCT04241939,NIH
9384,NCT04242186,NIH
9371,NCT04254666,NIH
9368,NCT04257045,NIH
9363,NCT04260048,NIH
9362,NCT04262180,NIH
9361,NCT04262869,NIH
9359,NCT04263259,NIH
9357,NCT04264897,NIH
9355,NCT04268745,NIH
9352,NCT04269772,NIH
9351,NCT04270474,NIH
9346,NCT04276194,NIH
9335,NCT04285814,NIH
9325,NCT04294225,NIH
9642,NCT04025463,NIH
9649,NCT04021602,NIH
9651,NCT04019197,NIH
9918,NCT03818191,NIH
131,NCT02939131,NIH
131,NCT02939131,NIH
131,NCT02939131,NIH
9939,NCT03803683,NIH
9928,NCT03811405,NIH
9926,NCT03812146,NIH
9925,NCT03812614,NIH
9920,NCT03817970,NIH
9907,NCT03823911,NIH
9654,NCT04017936,NIH
9905,NCT03825640,NIH
9904,NCT03828370,NIH
9889,NCT03839745,NIH
9889,NCT03839745,NIH
9875,NCT03848923,NIH
9866,NCT03854916,NIH
9858,NCT03863353,NIH
9853,NCT03865212,NIH
129,NCT03699709,NIH
9943,NCT03801369,NIH
9947,NCT03798314,NIH
9948,NCT03797898,NIH
12,NCT02663219,NIH
14,NCT01861210,NIH
9991,NCT03770377,NIH
9991,NCT03770377,NIH
25,NCT03867409,NIH
32,NCT03924505,NIH
9988,NCT03771638,NIH
9988,NCT03771638,NIH
58,NCT02987335,NIH
68,NCT01154296,NIH
9977,NCT03778294,NIH
9975,NCT03779997,NIH
74,NCT01087905,NIH
97,NCT02069925,NIH
105,NCT00837499,NIH
110,NCT01704235,NIH
110,NCT01704235,NIH
9842,NCT03873259,NIH
9834,NCT03875339,NIH
9834,NCT03875339,NIH
9733,NCT03956056,NIH
9724,NCT03964454,NIH
9712,NCT03976258,NIH
9706,NCT03980769,NIH
9706,NCT03980769,NIH
9706,NCT03980769,NIH
9699,NCT03984929,NIH
9693,NCT03990558,NIH
9689,NCT03993886,NIH
9689,NCT03993886,NIH
9678,NCT04000880,NIH
9674,NCT04002362,NIH
9671,NCT04003051,NIH
9667,NCT04007666,NIH
9666,NCT04009447,NIH
9665,NCT04010227,NIH
9659,NCT04016233,NIH
9655,NCT04017910,NIH
9733,NCT03956056,NIH
9735,NCT03954392,NIH
9830,NCT03878589,NIH
9748,NCT03941743,NIH
9826,NCT03881098,NIH
9820,NCT03882359,NIH
9816,NCT03884374,NIH
9813,NCT03890107,NIH
9811,NCT03891784,NIH
9805,NCT03899181,NIH
9805,NCT03899181,NIH
9803,NCT03900793,NIH
9792,NCT03907917,NIH
9774,NCT03922529,NIH
9771,NCT03926741,NIH
9766,NCT03929211,NIH
9757,NCT03936985,NIH
9753,NCT03938103,NIH
9752,NCT03938974,NIH
9751,NCT03940508,NIH
9749,NCT03941730,NIH
9221,NCT04380311,NIH
9213,NCT04387084,NIH
1116,NCT01152918,NIH
1800,NCT01436240,NIH
8921,NCT03687086,NIH
8918,NCT00968500,NIH
1784,NCT01321944,NIH
1785,NCT00494052,NIH
1788,NCT00681200,NIH
1789,NCT01932996,NIH
1793,NCT04478110,NIH
8911,NCT00248612,NIH
1803,NCT04063709,NIH
1664,NCT00662415,NIH
8906,NCT02564341,NIH
1816,NCT04146545,NIH
1821,NCT00325533,NIH
8894,NCT02754687,NIH
8892,NCT01748994,NIH
1830,NCT01704768,NIH
8891,NCT00773617,NIH
1834,NCT03791580,NIH
8923,NCT01909752,NIH
1764,NCT00626379,NIH
8926,NCT02470754,NIH
8926,NCT02470754,NIH
8968,NCT03185546,NIH
8966,NCT03149185,NIH
1674,NCT03621826,NIH
1674,NCT03621826,NIH
8962,NCT04066894,NIH
8961,NCT03718104,NIH
8958,NCT03410823,NIH
8953,NCT04606966,NIH
8951,NCT03197454,NIH
1711,NCT00783497,NIH
8948,NCT04571502,NIH
8946,NCT01743976,NIH
8941,NCT01511107,NIH
8939,NCT04475718,NIH
1728,NCT00580749,NIH
1750,NCT04136951,NIH
8928,NCT00555425,NIH
8890,NCT03422367,NIH
1841,NCT01953016,NIH
1841,NCT01953016,NIH
1928,NCT00071175,NIH
1938,NCT00356707,NIH
8860,NCT03945552,NIH
1945,NCT00528814,NIH
8855,NCT00769951,NIH
1954,NCT00714168,NIH
8851,NCT01835223,NIH
1956,NCT00668941,NIH
1957,NCT01505049,NIH
1962,NCT00454415,NIH
1963,NCT03352219,NIH
1965,NCT03072511,NIH
8850,NCT01435603,NIH
8848,NCT01033942,NIH
8848,NCT01033942,NIH
1981,NCT00377208,NIH
8842,NCT03592771,NIH
1989,NCT03501992,NIH
8861,NCT00967083,NIH
1928,NCT00071175,NIH
1842,NCT00296088,NIH
1925,NCT00703508,NIH
1844,NCT03775954,NIH
8887,NCT03796208,NIH
8884,NCT02624193,NIH
8882,NCT01882010,NIH
8874,NCT01216891,NIH
1867,NCT01317784,NIH
8873,NCT00759746,NIH
1880,NCT01402973,NIH
8867,NCT03095391,NIH
1892,NCT00361673,NIH
8867,NCT03095391,NIH
1905,NCT00000418,NIH
1908,NCT00118898,NIH
1910,NCT01545232,NIH
1914,NCT02115724,NIH
1919,NCT00549991,NIH
1922,NCT01924936,NIH
1665,NCT00555750,NIH
1645,NCT02918435,NIH
1122,NCT04538482,NIH
9126,NCT04483206,NIH
1231,NCT03615599,NIH
1232,NCT01369173,NIH
9155,NCT04456140,NIH
9154,NCT04456738,NIH
9148,NCT04463719,NIH
9139,NCT04472026,NIH
9138,NCT04473430,NIH
1267,NCT03185728,NIH
9121,NCT04485026,NIH
1627,NCT00065988,NIH
1307,NCT01632761,NIH
1307,NCT01632761,NIH
1307,NCT01632761,NIH
9119,NCT04485767,NIH
9115,NCT04488055,NIH
9114,NCT04491175,NIH
9112,NCT04494945,NIH
1338,NCT01374724,NIH
9160,NCT04449510,NIH
9160,NCT04449510,NIH
9162,NCT04448002,NIH
9165,NCT04441593,NIH
9204,NCT04398368,NIH
1141,NCT00414518,NIH
1142,NCT00049439,NIH
9192,NCT04409236,NIH
9191,NCT04410302,NIH
1167,NCT01570998,NIH
1168,NCT02032459,NIH
1178,NCT01772823,NIH
1178,NCT01772823,NIH
1179,NCT01769456,NIH
1181,NCT02543931,NIH
1181,NCT02543931,NIH
9176,NCT04427202,NIH
9175,NCT04428580,NIH
9173,NCT04430010,NIH
9171,NCT04433975,NIH
1204,NCT03674970,NIH
1342,NCT03734237,NIH
1348,NCT00001723,NIH
9097,NCT04506294,NIH
9031,NCT04565509,NIH
1523,NCT00183911,NIH
1531,NCT03261882,NIH
1531,NCT03261882,NIH
1531,NCT03261882,NIH
9023,NCT04570930,NIH
9020,NCT04576247,NIH
9017,NCT04577313,NIH
9014,NCT04579926,NIH
1575,NCT03068949,NIH
1576,NCT01207167,NIH
9006,NCT04584710,NIH
9004,NCT04586530,NIH
1598,NCT01378780,NIH
9004,NCT04586530,NIH
1604,NCT01634126,NIH
8994,NCT04594902,NIH
1624,NCT03512301,NIH
1518,NCT02725905,NIH
1505,NCT01047735,NIH
1366,NCT02478788,NIH
1505,NCT01047735,NIH
9089,NCT04513990,NIH
1375,NCT03255161,NIH
1380,NCT01061164,NIH
9083,NCT04518059,NIH
9083,NCT04518059,NIH
1397,NCT00289315,NIH
1403,NCT00006604,NIH
1409,NCT00068367,NIH
9071,NCT04528446,NIH
9064,NCT04539002,NIH
9054,NCT04546581,NIH
9054,NCT04546581,NIH
1444,NCT00809445,NIH
1447,NCT00764322,NIH
9043,NCT04556175,NIH
9038,NCT04560673,NIH
1500,NCT02425345,NIH
8344,NCT04427527,NIH
7308,NCT02319447,NIH
3461,NCT01586767,NIH
8305,NCT03367845,NIH
8146,NCT00004084,NIH
8289,NCT00308386,NIH
8033,NCT03625570,NIH
3836,NCT00522119,NIH
8290,NCT00608036,NIH
3306,NCT03049904,NIH
8035,NCT01112709,NIH
3304,NCT00556842,NIH
8138,NCT01184755,NIH
8137,NCT00760812,NIH
3921,NCT01589692,NIH
3624,NCT00064870,NIH
3831,NCT00325754,NIH
8135,NCT01223404,NIH
3294,NCT01416467,NIH
3626,NCT01188070,NIH
8134,NCT00000273,NIH
3908,NCT00880178,NIH
3679,NCT00084136,NIH
8149,NCT00017199,NIH
8071,NCT03665675,NIH
3838,NCT00637689,NIH
8283,NCT00783172,NIH
3563,NCT03786471,NIH
8030,NCT02593474,NIH
8097,NCT03772210,NIH
3842,NCT02207517,NIH
8162,NCT04390243,NIH
8158,NCT00045903,NIH
3577,NCT01389726,NIH
8031,NCT02255474,NIH
3580,NCT01866722,NIH
3684,NCT00684021,NIH
8155,NCT00389493,NIH
8283,NCT00783172,NIH
3583,NCT04428112,NIH
3584,NCT01506544,NIH
8065,NCT00599599,NIH
8154,NCT00738920,NIH
3592,NCT03361800,NIH
3595,NCT02021344,NIH
3822,NCT02445989,NIH
8039,NCT03771417,NIH
3557,NCT03652740,NIH
3283,NCT01751620,NIH
3646,NCT00258869,NIH
8051,NCT02251743,NIH
3251,NCT03213184,NIH
3792,NCT00893815,NIH
3248,NCT02945787,NIH
8052,NCT02864160,NIH
3789,NCT01591681,NIH
3246,NCT03602391,NIH
8067,NCT04332172,NIH
8054,NCT01147614,NIH
8057,NCT01530321,NIH
3243,NCT01166386,NIH
3239,NCT03037021,NIH
3239,NCT03037021,NIH
8060,NCT02103660,NIH
3229,NCT00395304,NIH
3659,NCT01660607,NIH
3771,NCT03339245,NIH
3765,NCT01338506,NIH
3264,NCT00883350,NIH
3760,NCT04082338,NIH
3266,NCT04063813,NIH
3272,NCT00469079,NIH
3811,NCT01823341,NIH
8070,NCT03555331,NIH
3283,NCT01751620,NIH
3911,NCT00631085,NIH
3921,NCT01589692,NIH
8308,NCT02429479,NIH
8070,NCT03555331,NIH
3279,NCT01661764,NIH
8126,NCT01017523,NIH
8332,NCT01928758,NIH
3272,NCT00469079,NIH
3212,NCT01351064,NIH
8126,NCT01017523,NIH
3798,NCT02096432,NIH
8333,NCT01928719,NIH
8123,NCT01980771,NIH
3218,NCT02578147,NIH
8123,NCT01980771,NIH
3562,NCT01178320,NIH
3589,NCT01299064,NIH
8166,NCT02303392,NIH
3930,NCT01625468,NIH
8079,NCT01167270,NIH
8229,NCT03740139,NIH
8202,NCT03278340,NIH
8230,NCT03344419,NIH
3419,NCT03060291,NIH
8201,NCT03003949,NIH
8232,NCT01811940,NIH
8234,NCT00176462,NIH
8236,NCT03511001,NIH
8199,NCT03057119,NIH
3499,NCT04420156,NIH
8239,NCT00736268,NIH
8240,NCT01658228,NIH
3488,NCT03201159,NIH
3351,NCT00394329,NIH
8241,NCT00332228,NIH
3496,NCT01982825,NIH
8196,NCT00170079,NIH
3499,NCT04420156,NIH
8246,NCT03028948,NIH
3732,NCT03059004,NIH
8228,NCT00879996,NIH
8205,NCT03181022,NIH
8205,NCT03181022,NIH
8214,NCT03557294,NIH
3887,NCT02957799,NIH
3461,NCT01586767,NIH
3450,NCT00675584,NIH
3447,NCT03217201,NIH
3466,NCT01997723,NIH
3889,NCT00444301,NIH
3439,NCT01128764,NIH
3728,NCT00249405,NIH
3438,NCT03177941,NIH
8209,NCT03459118,NIH
8209,NCT03459118,NIH
8010,NCT03736382,NIH
8226,NCT03810365,NIH
3426,NCT00917501,NIH
8083,NCT00395499,NIH
3426,NCT00917501,NIH
8086,NCT00936390,NIH
8228,NCT00879996,NIH
7998,NCT02831582,NIH
8115,NCT04441307,NIH
3701,NCT01742117,NIH
8092,NCT03481049,NIH
3863,NCT04302727,NIH
8251,NCT01649947,NIH
8252,NCT01417286,NIH
3864,NCT03924414,NIH
3536,NCT02561286,NIH
8254,NCT01250938,NIH
3867,NCT00005137,NIH
8342,NCT00713050,NIH
3511,NCT01082237,NIH
8094,NCT02825771,NIH
3512,NCT01704573,NIH
8019,NCT00043745,NIH
8258,NCT00067353,NIH
8017,NCT01695291,NIH
8257,NCT03634397,NIH
8184,NCT02022657,NIH
3543,NCT02882620,NIH
3706,NCT02824276,NIH
3352,NCT00805246,NIH
8075,NCT03874793,NIH
8026,NCT01929122,NIH
3352,NCT00805246,NIH
8247,NCT02688192,NIH
7999,NCT01177137,NIH
8248,NCT02637427,NIH
7362,NCT02237196,NETWORK
7960,NCT00075686,NETWORK
7930,NCT00008385,NETWORK
7954,NCT00316836,NETWORK
7930,NCT00008385,NETWORK
2276,NCT00392015,NETWORK
7930,NCT00008385,NETWORK
8851,NCT01835223,NETWORK
2303,NCT02174978,NETWORK
1403,NCT00006604,NETWORK
4906,NCT00940784,NETWORK
2944,NCT03007134,NETWORK
1910,NCT01545232,NETWORK
9413,NCT04226027,NETWORK
4141,NCT00164658,NETWORK
109,NCT01927835,NETWORK
6785,NCT01273922,NETWORK
2882,NCT00375089,NETWORK
7610,NCT02032277,NETWORK
7659,NCT01999868,NETWORK
3281,NCT00411762,NETWORK
7757,NCT01177072,NETWORK
7760,NCT02927249,NETWORK
1680,NCT00973674,NETWORK
1645,NCT02918435,NETWORK
1645,NCT02918435,NETWORK
9836,NCT03875209,NETWORK
9584,NCT04072445,NETWORK
2093,NCT00097838,NETWORK
2399,NCT02840097,NETWORK
7926,NCT00265850,NETWORK
3983,NCT01956669,NETWORK
8676,NCT01515475,NETWORK
7898,NCT03884816,NETWORK
3831,NCT00325754,NETWORK
6793,NCT02628483,NETWORK
7389,NCT00130312,NETWORK
6576,NCT00689221,NETWORK
7390,NCT00130208,NETWORK
2352,NCT00856830,NETWORK
8291,NCT00760279,NETWORK
8488,NCT00063804,NETWORK
9529,NCT04109924,NETWORK
3641,NCT00459615,NETWORK
7960,NCT00075686,NETWORK
4623,NCT04427995,NETWORK
7922,NCT00072046,NETWORK
2431,NCT01195571,NETWORK
7930,NCT00008385,NETWORK
7595,NCT04545424,NETWORK
9601,NCT04055623,NETWORK
3925,NCT04387305,NETWORK
5719,NCT03541187,NETWORK
9224,NCT04378790,NETWORK
7931,NCT00053898,NETWORK
1093,NCT00063778,NETWORK
6202,NCT00036647,NETWORK
4520,NCT03266783,NETWORK
3730,NCT00459316,NETWORK
1172,NCT00574600,NETWORK
8080,NCT01713972,NETWORK
7931,NCT00053898,NETWORK
6282,NCT00298610,NETWORK
6308,NCT04225598,NETWORK
4037,NCT00039741,NETWORK
9985,NCT03773107,NETWORK
3552,NCT03736486,INDUSTRY
6404,NCT01491919,INDUSTRY
1953,NCT03153202,INDUSTRY
7974,NCT01641809,INDUSTRY
3861,NCT00443443,INDUSTRY
8851,NCT01835223,INDUSTRY
8072,NCT03015896,INDUSTRY
4069,NCT01598597,INDUSTRY
1218,NCT03491397,INDUSTRY
3972,NCT00386542,INDUSTRY
8170,NCT00417976,INDUSTRY
3972,NCT00386542,INDUSTRY
9742,NCT03945721,INDUSTRY
1966,NCT00278772,INDUSTRY
9723,NCT03964532,INDUSTRY
8166,NCT02303392,INDUSTRY
9713,NCT03976102,INDUSTRY
6260,NCT01843621,INDUSTRY
5292,NCT01655043,INDUSTRY
1035,NCT00936845,INDUSTRY
1923,NCT00037206,INDUSTRY
1924,NCT03265912,INDUSTRY
4145,NCT00135798,INDUSTRY
6265,NCT01290601,INDUSTRY
1230,NCT02818413,INDUSTRY
5284,NCT02429375,INDUSTRY
8164,NCT00482963,INDUSTRY
5841,NCT02796651,INDUSTRY
1939,NCT04242173,INDUSTRY
1229,NCT01287351,INDUSTRY
1944,NCT00277667,INDUSTRY
1229,NCT01287351,INDUSTRY
8174,NCT02992522,INDUSTRY
1945,NCT00528814,INDUSTRY
6262,NCT01769612,INDUSTRY
6255,NCT02488902,INDUSTRY
5262,NCT00361010,INDUSTRY
8174,NCT02992522,INDUSTRY
6779,NCT02295410,INDUSTRY
8832,NCT03995667,INDUSTRY
4156,NCT01694849,INDUSTRY
5232,NCT00187928,INDUSTRY
6778,NCT02334384,INDUSTRY
5227,NCT01968694,INDUSTRY
5226,NCT01252251,INDUSTRY
3532,NCT01388439,INDUSTRY
7497,NCT04471974,INDUSTRY
4159,NCT00703846,INDUSTRY
4156,NCT01694849,INDUSTRY
7496,NCT00615641,INDUSTRY
2031,NCT03199794,INDUSTRY
5220,NCT02417506,INDUSTRY
1207,NCT02458092,INDUSTRY
6788,NCT00563784,INDUSTRY
6789,NCT00476346,INDUSTRY
3872,NCT01751451,INDUSTRY
3742,NCT01638104,INDUSTRY
6776,NCT02718469,INDUSTRY
7497,NCT04471974,INDUSTRY
1972,NCT02838368,INDUSTRY
1980,NCT03005639,INDUSTRY
8845,NCT04149639,INDUSTRY
5264,NCT01072019,INDUSTRY
6269,NCT00992693,INDUSTRY
5260,NCT02796352,INDUSTRY
1217,NCT00183807,INDUSTRY
5258,NCT02479737,INDUSTRY
8843,NCT00400803,INDUSTRY
8843,NCT00400803,INDUSTRY
6254,NCT02488980,INDUSTRY
6253,NCT02491606,INDUSTRY
5252,NCT04015778,INDUSTRY
8176,NCT01814501,INDUSTRY
8177,NCT02077959,INDUSTRY
7650,NCT03850509,INDUSTRY
4154,NCT00857376,INDUSTRY
9161,NCT04448834,INDUSTRY
8178,NCT02049541,INDUSTRY
7934,NCT00382070,INDUSTRY
4145,NCT00135798,INDUSTRY
1902,NCT02579057,INDUSTRY
1910,NCT01545232,INDUSTRY
5326,NCT03048500,INDUSTRY
3685,NCT03571893,INDUSTRY
6713,NCT01402817,INDUSTRY
4137,NCT03378219,INDUSTRY
5344,NCT03153397,INDUSTRY
8152,NCT01812005,INDUSTRY
1838,NCT00350337,INDUSTRY
8889,NCT00178048,INDUSTRY
3592,NCT03361800,INDUSTRY
3688,NCT02629289,INDUSTRY
6283,NCT00287469,INDUSTRY
4140,NCT02354482,INDUSTRY
1844,NCT03775954,INDUSTRY
8154,NCT00738920,INDUSTRY
5333,NCT00904046,INDUSTRY
6281,NCT00337181,INDUSTRY
5329,NCT02638090,INDUSTRY
8882,NCT01882010,INDUSTRY
3839,NCT01234766,INDUSTRY
5355,NCT02141113,INDUSTRY
5356,NCT02609529,INDUSTRY
8148,NCT03168529,INDUSTRY
7625,NCT02171312,INDUSTRY
1796,NCT02269514,INDUSTRY
1796,NCT02269514,INDUSTRY
6703,NCT02286843,INDUSTRY
8908,NCT00323635,INDUSTRY
5371,NCT03529422,INDUSTRY
5370,NCT02201212,INDUSTRY
1801,NCT03979209,INDUSTRY
1819,NCT01293604,INDUSTRY
7914,NCT00223509,INDUSTRY
9134,NCT04478695,INDUSTRY
9673,NCT04002440,INDUSTRY
5363,NCT03756454,INDUSTRY
9136,NCT04477642,INDUSTRY
5359,NCT01133275,INDUSTRY
1817,NCT03301298,INDUSTRY
9268,NCT04341311,INDUSTRY
1856,NCT00037219,INDUSTRY
5836,NCT02081391,INDUSTRY
7632,NCT03156010,INDUSTRY
3576,NCT04005924,INDUSTRY
1890,NCT00366301,INDUSTRY
6276,NCT00460525,INDUSTRY
5300,NCT01724489,INDUSTRY
6275,NCT00468858,INDUSTRY
8866,NCT01104701,INDUSTRY
1898,NCT01881503,INDUSTRY
1900,NCT00417573,INDUSTRY
5296,NCT00298155,INDUSTRY
5296,NCT00298155,INDUSTRY
1901,NCT02116205,INDUSTRY
2048,NCT01110538,INDUSTRY
1904,NCT02392364,INDUSTRY
3574,NCT04598295,INDUSTRY
1906,NCT01813227,INDUSTRY
8160,NCT01401023,INDUSTRY
6274,NCT00490230,INDUSTRY
8870,NCT02318186,INDUSTRY
1883,NCT01283672,INDUSTRY
1881,NCT01295684,INDUSTRY
5315,NCT00588692,INDUSTRY
6280,NCT00349713,INDUSTRY
1254,NCT01605669,INDUSTRY
7632,NCT03156010,INDUSTRY
6279,NCT00358332,INDUSTRY
7632,NCT03156010,INDUSTRY
1871,NCT02115919,INDUSTRY
5316,NCT02429934,INDUSTRY
6723,NCT00464724,INDUSTRY
6277,NCT00384670,INDUSTRY
8157,NCT03353922,INDUSTRY
6724,NCT00410189,INDUSTRY
6725,NCT00402896,INDUSTRY
1875,NCT00142636,INDUSTRY
1876,NCT01502345,INDUSTRY
3839,NCT01234766,INDUSTRY
6278,NCT00370682,INDUSTRY
3701,NCT01742117,INDUSTRY
9769,NCT03927105,INDUSTRY
2048,NCT01110538,INDUSTRY
9806,NCT03898570,INDUSTRY
1162,NCT02380274,INDUSTRY
6868,NCT02725970,INDUSTRY
2206,NCT01276184,INDUSTRY
2207,NCT00465959,INDUSTRY
2211,NCT02934191,INDUSTRY
8749,NCT01982435,INDUSTRY
1157,NCT03599739,INDUSTRY
1153,NCT02097173,INDUSTRY
9189,NCT04411667,INDUSTRY
3881,NCT01565863,INDUSTRY
9811,NCT03891784,INDUSTRY
1146,NCT02592941,INDUSTRY
4056,NCT01682746,INDUSTRY
9197,NCT04404530,INDUSTRY
2224,NCT00924508,INDUSTRY
3881,NCT01565863,INDUSTRY
9814,NCT03887429,INDUSTRY
5101,NCT00574587,INDUSTRY
5891,NCT00811954,INDUSTRY
9819,NCT03882762,INDUSTRY
5891,NCT00811954,INDUSTRY
9182,NCT04421560,INDUSTRY
3491,NCT00256789,INDUSTRY
5110,NCT01280968,INDUSTRY
3490,NCT01648140,INDUSTRY
2151,NCT04258397,INDUSTRY
4048,NCT00235729,INDUSTRY
1091,NCT02817841,INDUSTRY
6205,NCT01656889,INDUSTRY
2166,NCT00685555,INDUSTRY
4182,NCT03137264,INDUSTRY
3486,NCT01215721,INDUSTRY
5106,NCT00699777,INDUSTRY
6200,NCT02666742,INDUSTRY
6196,NCT01076504,INDUSTRY
2188,NCT00615706,INDUSTRY
5891,NCT00811954,INDUSTRY
5891,NCT00811954,INDUSTRY
2232,NCT00322049,INDUSTRY
2235,NCT00323349,INDUSTRY
3519,NCT03981835,INDUSTRY
5954,NCT00506389,INDUSTRY
5059,NCT00356200,INDUSTRY
5956,NCT02253147,INDUSTRY
5958,NCT00183833,INDUSTRY
8212,NCT01297062,INDUSTRY
3463,NCT00493051,INDUSTRY
3462,NCT00581061,INDUSTRY
4187,NCT01795547,INDUSTRY
7483,NCT03571932,INDUSTRY
5054,NCT00298922,INDUSTRY
9826,NCT03881098,INDUSTRY
3886,NCT04130516,INDUSTRY
6894,NCT02118454,INDUSTRY
5969,NCT03763747,INDUSTRY
3888,NCT01156090,INDUSTRY
9215,NCT04386057,INDUSTRY
9835,NCT03875287,INDUSTRY
9219,NCT04382391,INDUSTRY
5061,NCT00747643,INDUSTRY
8733,NCT00831766,INDUSTRY
9202,NCT04399980,INDUSTRY
7694,NCT02910934,INDUSTRY
2237,NCT03306147,INDUSTRY
6882,NCT01019798,INDUSTRY
4186,NCT04357730,INDUSTRY
1129,NCT03243305,INDUSTRY
2246,NCT00277654,INDUSTRY
3471,NCT02985801,INDUSTRY
3469,NCT00324155,INDUSTRY
2251,NCT00587990,INDUSTRY
1128,NCT01605864,INDUSTRY
1125,NCT02455024,INDUSTRY
1117,NCT02863458,INDUSTRY
6882,NCT01019798,INDUSTRY
2254,NCT02236572,INDUSTRY
6886,NCT03038594,INDUSTRY
2263,NCT00547716,INDUSTRY
9822,NCT03881735,INDUSTRY
8734,NCT02958969,INDUSTRY
4178,NCT04536298,INDUSTRY
4178,NCT04536298,INDUSTRY
8778,NCT04086264,INDUSTRY
3513,NCT03560271,INDUSTRY
3512,NCT01704573,INDUSTRY
9240,NCT04365153,INDUSTRY
1190,NCT01157897,INDUSTRY
7357,NCT00096720,INDUSTRY
7356,NCT01670877,INDUSTRY
3742,NCT01638104,INDUSTRY
1075,NCT00618956,INDUSTRY
5177,NCT00230477,INDUSTRY
5177,NCT00230477,INDUSTRY
7668,NCT04178538,INDUSTRY
2078,NCT00338741,INDUSTRY
3710,NCT00312845,INDUSTRY
2081,NCT03963375,INDUSTRY
3510,NCT01425099,INDUSTRY
3510,NCT01425099,INDUSTRY
2084,NCT01716130,INDUSTRY
6818,NCT04176328,INDUSTRY
4044,NCT02757937,INDUSTRY
6807,NCT01665781,INDUSTRY
2140,NCT01413555,INDUSTRY
5187,NCT01636466,INDUSTRY
8188,NCT01632202,INDUSTRY
5864,NCT00664898,INDUSTRY
9768,NCT03928041,INDUSTRY
4129,NCT00385697,INDUSTRY
5200,NCT01007630,INDUSTRY
4166,NCT03401385,INDUSTRY
3872,NCT01751451,INDUSTRY
2055,NCT02859142,INDUSTRY
1202,NCT03807531,INDUSTRY
6800,NCT02228668,INDUSTRY
7359,NCT02008877,INDUSTRY
9775,NCT03922204,INDUSTRY
4167,NCT00134979,INDUSTRY
8813,NCT01671332,INDUSTRY
7358,NCT01996254,INDUSTRY
2067,NCT01438307,INDUSTRY
5188,NCT03442192,INDUSTRY
6818,NCT04176328,INDUSTRY
9790,NCT03910114,INDUSTRY
4064,NCT04351841,INDUSTRY
6821,NCT02222532,INDUSTRY
5136,NCT01286038,INDUSTRY
9231,NCT04374305,INDUSTRY
7680,NCT03000374,INDUSTRY
7680,NCT03000374,INDUSTRY
9801,NCT03902171,INDUSTRY
5129,NCT01341587,INDUSTRY
4061,NCT00835120,INDUSTRY
9802,NCT03901378,INDUSTRY
5128,NCT01395784,INDUSTRY
9804,NCT03899805,INDUSTRY
6212,NCT02481310,INDUSTRY
2123,NCT00826735,INDUSTRY
1089,NCT01688960,INDUSTRY
7684,NCT03502096,INDUSTRY
5118,NCT04248751,INDUSTRY
2131,NCT00156013,INDUSTRY
6211,NCT01942837,INDUSTRY
3738,NCT03256344,INDUSTRY
9796,NCT03904615,INDUSTRY
5139,NCT00230568,INDUSTRY
2094,NCT00123825,INDUSTRY
6823,NCT03052452,INDUSTRY
1180,NCT00803387,INDUSTRY
2090,NCT03722589,INDUSTRY
2092,NCT00307957,INDUSTRY
1179,NCT01769456,INDUSTRY
6827,NCT01903330,INDUSTRY
3740,NCT02253550,INDUSTRY
8799,NCT03170206,INDUSTRY
5140,NCT02354287,INDUSTRY
5151,NCT01494844,INDUSTRY
8799,NCT03170206,INDUSTRY
8797,NCT03158038,INDUSTRY
5145,NCT01263418,INDUSTRY
5144,NCT03041077,INDUSTRY
2106,NCT02167386,INDUSTRY
