,NCTId,BaselineMeasureParamType
8364,NCT04474405,Count of Participants
8360,NCT00074802,Count of Participants
8360,NCT00074802,Count of Participants
8360,NCT00074802,Count of Participants
8356,NCT02482935,Count of Participants
8356,NCT02482935,Count of Participants
8356,NCT02482935,Count of Participants
8356,NCT02482935,Count of Participants
8353,NCT00704912,Count of Participants
8353,NCT00704912,Count of Participants
8353,NCT00704912,Count of Participants
8351,NCT01306201,Count of Participants
8351,NCT01306201,Count of Participants
8349,NCT01435616,Count of Participants
8349,NCT01435616,Count of Participants
8349,NCT01435616,Count of Participants
8349,NCT01435616,Count of Participants
8494,NCT01264718,Count of Participants
8494,NCT01264718,Count of Participants
8494,NCT01264718,Count of Participants
8622,NCT03616171,Count of Participants
8619,NCT01703507,Count of Participants
8619,NCT01703507,Count of Participants
8619,NCT01703507,Count of Participants
8614,NCT00253448,Count of Participants
8614,NCT00253448,Count of Participants
8613,NCT01312181,Count of Participants
8613,NCT01312181,Count of Participants
8613,NCT01312181,Count of Participants
8612,NCT01502761,Count of Participants
8612,NCT01502761,Count of Participants
8612,NCT01502761,Count of Participants
8600,NCT00873366,Count of Participants
8600,NCT00873366,Count of Participants
8600,NCT00873366,Count of Participants
8600,NCT00873366,Count of Participants
8600,NCT00873366,Count of Participants
8600,NCT00873366,Count of Participants
8595,NCT02079766,Count of Participants
8595,NCT02079766,Count of Participants
8595,NCT02079766,Count of Participants
8595,NCT02079766,Count of Participants
8591,NCT00490945,Count of Participants
8587,NCT01800318,Count of Participants
8587,NCT01800318,Count of Participants
8587,NCT01800318,Count of Participants
8619,NCT01703507,Count of Participants
8622,NCT03616171,Count of Participants
8584,NCT01481779,Count of Participants
8622,NCT03616171,Count of Participants
8656,NCT00422097,Count of Participants
8656,NCT00422097,Count of Participants
8655,NCT00882583,Count of Participants
8655,NCT00882583,Count of Participants
8654,NCT01222689,Count of Participants
8648,NCT01468987,Count of Participants
8648,NCT01468987,Count of Participants
8648,NCT01468987,Count of Participants
8648,NCT01468987,Count of Participants
8644,NCT01257802,Count of Participants
8644,NCT01257802,Count of Participants
8642,NCT03502681,Count of Participants
8642,NCT03502681,Count of Participants
8642,NCT03502681,Count of Participants
8642,NCT03502681,Count of Participants
8642,NCT03502681,Count of Participants
8640,NCT00766051,Count of Participants
8640,NCT00766051,Count of Participants
8634,NCT02019667,Count of Participants
8634,NCT02019667,Count of Participants
8629,NCT01700036,Count of Participants
8627,NCT01007552,Count of Participants
8627,NCT01007552,Count of Participants
8622,NCT03616171,Count of Participants
8622,NCT03616171,Count of Participants
8584,NCT01481779,Count of Participants
8584,NCT01481779,Count of Participants
8496,NCT02508935,Count of Participants
8547,NCT01588457,Count of Participants
8546,NCT01028911,Count of Participants
8542,NCT00981253,Count of Participants
8542,NCT00981253,Count of Participants
8530,NCT00511901,Count of Participants
8527,NCT00723203,Count of Participants
8515,NCT01352286,Count of Participants
8515,NCT01352286,Count of Participants
8515,NCT01352286,Count of Participants
8515,NCT01352286,Count of Participants
8511,NCT03406260,Count of Participants
8511,NCT03406260,Count of Participants
8511,NCT03406260,Count of Participants
8511,NCT03406260,Count of Participants
8511,NCT03406260,Count of Participants
8509,NCT01239368,Count of Participants
8509,NCT01239368,Count of Participants
8509,NCT01239368,Count of Participants
8509,NCT01239368,Count of Participants
8509,NCT01239368,Count of Participants
8508,NCT01182727,Count of Participants
8508,NCT01182727,Count of Participants
8506,NCT01490697,Count of Participants
8506,NCT01490697,Count of Participants
8496,NCT02508935,Count of Participants
8496,NCT02508935,Count of Participants
8547,NCT01588457,Count of Participants
8547,NCT01588457,Count of Participants
8584,NCT01481779,Count of Participants
8547,NCT01588457,Count of Participants
8581,NCT00266864,Count of Participants
8579,NCT01428258,Count of Participants
8579,NCT01428258,Count of Participants
8579,NCT01428258,Count of Participants
8577,NCT00749944,Count of Participants
8569,NCT02247765,Count of Participants
8569,NCT02247765,Count of Participants
8566,NCT02187055,Count of Participants
8564,NCT02835495,Count of Participants
8564,NCT02835495,Count of Participants
8564,NCT02835495,Count of Participants
8564,NCT02835495,Count of Participants
8564,NCT02835495,Count of Participants
8554,NCT00268242,Count of Participants
8552,NCT01710358,Count of Participants
8552,NCT01710358,Count of Participants
8552,NCT01710358,Count of Participants
8551,NCT01711359,Count of Participants
8551,NCT01711359,Count of Participants
8551,NCT01711359,Count of Participants
8550,NCT01839396,Count of Participants
8549,NCT01721057,Count of Participants
8549,NCT01721057,Count of Participants
8549,NCT01721057,Count of Participants
8549,NCT01721057,Count of Participants
7558,NCT03207750,Count of Participants
7550,NCT01510834,Count of Participants
5700,NCT01794949,Count of Participants
6222,NCT02675426,Count of Participants
6228,NCT02706847,Count of Participants
6228,NCT02706847,Count of Participants
6228,NCT02706847,Count of Participants
6228,NCT02706847,Count of Participants
6228,NCT02706847,Count of Participants
6223,NCT02706951,Count of Participants
6223,NCT02706951,Count of Participants
6223,NCT02706951,Count of Participants
6223,NCT02706951,Count of Participants
6223,NCT02706951,Count of Participants
6222,NCT02675426,Count of Participants
6222,NCT02675426,Count of Participants
6222,NCT02675426,Count of Participants
6275,NCT00468858,Count of Participants
6222,NCT02675426,Count of Participants
6222,NCT02675426,Count of Participants
6222,NCT02675426,Count of Participants
6221,NCT02629159,Count of Participants
6221,NCT02629159,Count of Participants
6221,NCT02629159,Count of Participants
6221,NCT02629159,Count of Participants
6221,NCT02629159,Count of Participants
6209,NCT00851799,Count of Participants
6209,NCT00851799,Count of Participants
6207,NCT00046475,Count of Participants
6205,NCT01656889,Count of Participants
6228,NCT02706847,Count of Participants
6228,NCT02706847,Count of Participants
6230,NCT00321932,Count of Participants
6230,NCT00321932,Count of Participants
6275,NCT00468858,Count of Participants
6273,NCT00606580,Count of Participants
6271,NCT00703924,Count of Participants
6268,NCT01032382,Count of Participants
6267,NCT01080716,Count of Participants
6267,NCT01080716,Count of Participants
6266,NCT01083576,Count of Participants
6265,NCT01290601,Count of Participants
6265,NCT01290601,Count of Participants
6262,NCT01769612,Count of Participants
6262,NCT01769612,Count of Participants
6262,NCT01769612,Count of Participants
6262,NCT01769612,Count of Participants
6261,NCT01790659,Count of Participants
6261,NCT01790659,Count of Participants
6261,NCT01790659,Count of Participants
6261,NCT01790659,Count of Participants
6260,NCT01843621,Count of Participants
6254,NCT02488980,Count of Participants
6254,NCT02488980,Count of Participants
6254,NCT02488980,Count of Participants
6240,NCT02421666,Count of Participants
6240,NCT02421666,Count of Participants
6240,NCT02421666,Count of Participants
6233,NCT01092416,Count of Participants
6205,NCT01656889,Count of Participants
6205,NCT01656889,Count of Participants
6205,NCT01656889,Count of Participants
6170,NCT00411632,Count of Participants
6170,NCT00411632,Count of Participants
6160,NCT00591864,Count of Participants
6158,NCT00636441,Count of Participants
6155,NCT00656019,Count of Participants
6155,NCT00656019,Count of Participants
6155,NCT00656019,Count of Participants
6155,NCT00656019,Count of Participants
6152,NCT00720096,Count of Participants
6152,NCT00720096,Count of Participants
6151,NCT00742001,Count of Participants
6151,NCT00742001,Count of Participants
6151,NCT00742001,Count of Participants
6149,NCT00749203,Count of Participants
6149,NCT00749203,Count of Participants
6147,NCT00763009,Count of Participants
6147,NCT00763009,Count of Participants
6143,NCT00851253,Count of Participants
6143,NCT00851253,Count of Participants
6143,NCT00851253,Count of Participants
6142,NCT00852644,Count of Participants
6142,NCT00852644,Count of Participants
6142,NCT00852644,Count of Participants
6140,NCT00870545,Count of Participants
6139,NCT00896649,Count of Participants
6139,NCT00896649,Count of Participants
6170,NCT00411632,Count of Participants
6170,NCT00411632,Count of Participants
6196,NCT01076504,Count of Participants
6171,NCT00410059,Count of Participants
6195,NCT01249625,Count of Participants
6195,NCT01249625,Count of Participants
6195,NCT01249625,Count of Participants
6195,NCT01249625,Count of Participants
6195,NCT01249625,Count of Participants
6189,NCT02063230,Count of Participants
6187,NCT00494975,Count of Participants
6187,NCT00494975,Count of Participants
6186,NCT00921557,Count of Participants
6186,NCT00921557,Count of Participants
6186,NCT00921557,Count of Participants
6186,NCT00921557,Count of Participants
6186,NCT00921557,Count of Participants
6186,NCT00921557,Count of Participants
6186,NCT00921557,Count of Participants
6186,NCT00921557,Count of Participants
6186,NCT00921557,Count of Participants
6186,NCT00921557,Count of Participants
6186,NCT00921557,Count of Participants
6183,NCT00122369,Count of Participants
6183,NCT00122369,Count of Participants
6179,NCT00256724,Count of Participants
6179,NCT00256724,Count of Participants
6171,NCT00410059,Count of Participants
6171,NCT00410059,Count of Participants
6275,NCT00468858,Count of Participants
6275,NCT00468858,Count of Participants
6473,NCT00847912,Count of Participants
6407,NCT00108862,Count of Participants
6439,NCT02601820,Count of Participants
6439,NCT02601820,Count of Participants
6438,NCT02784106,Count of Participants
6438,NCT02784106,Count of Participants
6438,NCT02784106,Count of Participants
6418,NCT00756652,Count of Participants
6417,NCT00999804,Count of Participants
6417,NCT00999804,Count of Participants
6417,NCT00999804,Count of Participants
6415,NCT01625221,Count of Participants
6415,NCT01625221,Count of Participants
6407,NCT00108862,Count of Participants
6405,NCT01083654,Count of Participants
6276,NCT00460525,Count of Participants
6405,NCT01083654,Count of Participants
6404,NCT01491919,Count of Participants
6404,NCT01491919,Count of Participants
6403,NCT03417752,Count of Participants
6403,NCT03417752,Count of Participants
6403,NCT03417752,Count of Participants
6396,NCT02658877,Count of Participants
6396,NCT02658877,Count of Participants
6396,NCT02658877,Count of Participants
6396,NCT02658877,Count of Participants
6391,NCT01355679,Count of Participants
6391,NCT01355679,Count of Participants
6439,NCT02601820,Count of Participants
6439,NCT02601820,Count of Participants
6447,NCT01786603,Count of Participants
6456,NCT02461771,Count of Participants
6473,NCT00847912,Count of Participants
6461,NCT00856999,Count of Participants
6461,NCT00856999,Count of Participants
6461,NCT00856999,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6459,NCT02273206,Count of Participants
6456,NCT02461771,Count of Participants
6391,NCT01355679,Count of Participants
6385,NCT01100658,Count of Participants
6385,NCT01100658,Count of Participants
6304,NCT02388880,Count of Participants
6288,NCT00518713,Count of Participants
6288,NCT00518713,Count of Participants
6286,NCT02156271,Count of Participants
6286,NCT02156271,Count of Participants
6285,NCT00162981,Count of Participants
6285,NCT00162981,Count of Participants
6283,NCT00287469,Count of Participants
6282,NCT00298610,Count of Participants
6282,NCT00298610,Count of Participants
6282,NCT00298610,Count of Participants
6282,NCT00298610,Count of Participants
6281,NCT00337181,Count of Participants
6281,NCT00337181,Count of Participants
6281,NCT00337181,Count of Participants
6280,NCT00349713,Count of Participants
6280,NCT00349713,Count of Participants
6280,NCT00349713,Count of Participants
6279,NCT00358332,Count of Participants
6279,NCT00358332,Count of Participants
