,NCTId,LeadSponsorClass
2366,NCT04033432,OTHER
8214,NCT03557294,OTHER
3151,NCT02319174,OTHER
2356,NCT01173276,OTHER
2357,NCT03678870,OTHER
2358,NCT04481373,OTHER
2359,NCT01248156,OTHER
2360,NCT00106951,OTHER
8215,NCT02147613,OTHER
2362,NCT01371864,OTHER
2363,NCT01726985,OTHER
2364,NCT03020875,OTHER
3149,NCT00399880,OTHER
2365,NCT00421850,OTHER
8216,NCT03202277,OTHER
2367,NCT04266314,OTHER
2379,NCT03623633,OTHER
3146,NCT02039375,OTHER
3145,NCT00308620,OTHER
8217,NCT03227575,OTHER
2369,NCT00538083,OTHER
2370,NCT00271011,OTHER
3143,NCT00634764,OTHER
2371,NCT01315483,OTHER
2372,NCT01855620,OTHER
2373,NCT02982993,OTHER
2374,NCT03976336,OTHER
2375,NCT01652573,OTHER
3142,NCT04131504,OTHER
2377,NCT02180074,OTHER
2378,NCT02470260,OTHER
8387,NCT00504023,OTHER
2354,NCT03219372,OTHER
3153,NCT01415479,OTHER
2352,NCT00856830,OTHER
2331,NCT00420550,OTHER
3166,NCT03003728,OTHER
8213,NCT01880372,OTHER
3164,NCT01661686,OTHER
2332,NCT03263195,OTHER
2333,NCT00709696,OTHER
2334,NCT03640208,OTHER
3163,NCT03452579,OTHER
2335,NCT02968381,OTHER
3161,NCT04037033,OTHER
3160,NCT00746109,OTHER
3159,NCT00251290,OTHER
2337,NCT04374552,OTHER
2338,NCT03240068,OTHER
2339,NCT02365116,OTHER
3158,NCT01736930,OTHER
3157,NCT02619773,OTHER
2342,NCT01402453,OTHER
3156,NCT00328744,OTHER
2343,NCT00674336,OTHER
2344,NCT04323267,OTHER
2345,NCT01252316,OTHER
3154,NCT03647449,OTHER
2346,NCT03340051,OTHER
2347,NCT01742169,OTHER
8388,NCT04300049,OTHER
2349,NCT00728377,OTHER
2350,NCT04221633,OTHER
2351,NCT04116229,OTHER
3141,NCT00585013,OTHER
2380,NCT01333917,OTHER
2328,NCT03243084,OTHER
8222,NCT00220714,OTHER
2404,NCT00675506,OTHER
8380,NCT03458013,OTHER
2406,NCT00000455,OTHER
3118,NCT01785615,OTHER
2408,NCT01770184,OTHER
2409,NCT01364805,OTHER
2410,NCT00267631,OTHER
2411,NCT00682669,OTHER
3117,NCT02241824,OTHER
2412,NCT02277314,OTHER
2414,NCT00436865,OTHER
2415,NCT01822171,OTHER
2416,NCT01957085,OTHER
2417,NCT01049048,OTHER
3114,NCT01722903,OTHER
8218,NCT03065426,OTHER
8223,NCT00775476,OTHER
8376,NCT02149823,OTHER
3112,NCT02366286,OTHER
2420,NCT00123578,OTHER
2421,NCT02265250,OTHER
2422,NCT02660086,OTHER
3111,NCT00937963,OTHER
2423,NCT00461162,OTHER
2424,NCT03028688,OTHER
2425,NCT01330810,OTHER
2426,NCT03908879,OTHER
2427,NCT02738749,OTHER
2428,NCT03737370,OTHER
3109,NCT04371536,OTHER
2403,NCT03960970,OTHER
3119,NCT02299427,OTHER
2402,NCT02141178,OTHER
2401,NCT00313404,OTHER
2382,NCT00798551,OTHER
2383,NCT01376778,OTHER
3138,NCT04564209,OTHER
2385,NCT02714413,OTHER
2386,NCT01968642,OTHER
3137,NCT01951092,OTHER
2387,NCT01040663,OTHER
2389,NCT01396044,OTHER
2390,NCT00680706,OTHER
3136,NCT02922985,OTHER
3135,NCT02461758,OTHER
3134,NCT01793194,OTHER
2392,NCT03800628,OTHER
2393,NCT02219321,OTHER
3132,NCT02148445,OTHER
8382,NCT03342872,OTHER
3131,NCT03465917,OTHER
3128,NCT00425880,OTHER
3127,NCT04543825,OTHER
3124,NCT01820182,OTHER
2395,NCT03731351,OTHER
2396,NCT00404872,OTHER
8221,NCT02021578,OTHER
2397,NCT00943904,OTHER
2398,NCT04469036,OTHER
3122,NCT01450462,OTHER
2399,NCT02840097,OTHER
8381,NCT00938782,OTHER
3121,NCT03882957,OTHER
2329,NCT00548639,OTHER
2353,NCT01238432,OTHER
2313,NCT00127686,OTHER
2282,NCT02600910,OTHER
2288,NCT00930995,OTHER
3178,NCT04077164,OTHER
2310,NCT00976443,OTHER
2287,NCT00064480,OTHER
3177,NCT00250133,OTHER
2311,NCT04357587,OTHER
3189,NCT01884740,OTHER
2312,NCT02069379,OTHER
8397,NCT02037568,OTHER
8210,NCT00271739,OTHER
2314,NCT04250077,OTHER
8393,NCT02808598,OTHER
2316,NCT01996943,OTHER
8404,NCT00361075,OTHER
2317,NCT04450316,OTHER
2318,NCT03112993,OTHER
3175,NCT02303275,OTHER
2319,NCT03481270,OTHER
2320,NCT04502290,OTHER
3173,NCT00995488,OTHER
2285,NCT03313765,OTHER
8405,NCT03781154,OTHER
8406,NCT04372823,OTHER
2308,NCT03205982,OTHER
2307,NCT01092078,OTHER
2289,NCT00531570,OTHER
8399,NCT01838356,OTHER
2300,NCT03378336,OTHER
3184,NCT03538769,OTHER
3185,NCT00986310,OTHER
8398,NCT02706964,OTHER
8209,NCT03459118,OTHER
3182,NCT03462966,OTHER
8208,NCT02191306,OTHER
3181,NCT02266251,OTHER
2296,NCT02747433,OTHER
2301,NCT01631747,OTHER
3187,NCT01553318,OTHER
3188,NCT01088438,OTHER
8400,NCT02309580,OTHER
8401,NCT00599794,OTHER
2302,NCT02879812,OTHER
8396,NCT02693327,OTHER
2291,NCT00779142,OTHER
8395,NCT03921242,OTHER
2290,NCT00946088,OTHER
3179,NCT01162356,OTHER
2305,NCT04030117,OTHER
2306,NCT02070029,OTHER
8207,NCT03313375,OTHER
2299,NCT02091154,OTHER
2326,NCT04018417,OTHER
2273,NCT03798691,OTHER
3170,NCT03856255,OTHER
2277,NCT00387166,OTHER
2322,NCT01643512,OTHER
2278,NCT04587115,OTHER
3171,NCT00654615,OTHER
8391,NCT02860442,OTHER
2324,NCT02509377,OTHER
3191,NCT02133872,OTHER
2274,NCT03489356,OTHER
2279,NCT01760408,OTHER
2280,NCT02807155,OTHER
2281,NCT01878786,OTHER
3172,NCT02176213,OTHER
2275,NCT01890044,OTHER
3192,NCT04191551,OTHER
2323,NCT00746993,OTHER
7362,NCT02237196,NIH
6560,NCT00340977,NIH
3129,NCT00380016,NIH
6720,NCT01020318,NIH
8181,NCT00917085,NIH
3301,NCT02610465,NIH
3680,NCT01182311,NIH
6186,NCT00921557,NIH
6559,NCT00339937,NIH
6185,NCT00116090,NIH
3126,NCT00774254,NIH
28,NCT01262079,NIH
7083,NCT00109551,NIH
7219,NCT00270764,NIH
7360,NCT01132937,NIH
3130,NCT00001729,NIH
9233,NCT04372641,NIH
3654,NCT00491842,NIH
8284,NCT00089154,NIH
3483,NCT00359411,NIH
3648,NCT00053742,NIH
2961,NCT00005311,NIH
2751,NCT03930745,NIH
3484,NCT00487760,NIH
3652,NCT00028340,NIH
3107,NCT04235764,NIH
7089,NCT00109616,NIH
2813,NCT00001571,NIH
3293,NCT00341835,NIH
30,NCT00341588,NIH
6757,NCT00074633,NIH
3868,NCT01904604,NIH
6593,NCT00341003,NIH
3514,NCT00451022,NIH
2811,NCT00001060,NIH
3110,NCT00001909,NIH
33,NCT02334462,NIH
3311,NCT01136642,NIH
6917,NCT00342199,NIH
3308,NCT00001908,NIH
6176,NCT00340158,NIH
3276,NCT02118012,NIH
2984,NCT00001043,NIH
8291,NCT00760279,NIH
23,NCT02153996,NIH
9773,NCT03922724,NIH
3922,NCT00926796,NIH
3901,NCT02233855,NIH
9736,NCT03953898,NIH
11,NCT01211990,NIH
3297,NCT00001659,NIH
3668,NCT02794181,NIH
3095,NCT00744133,NIH
3880,NCT00001479,NIH
15,NCT02911155,NIH
3407,NCT01058148,NIH
3906,NCT03852316,NIH
3417,NCT00072813,NIH
3666,NCT00078208,NIH
9180,NCT04424446,NIH
18,NCT00340457,NIH
3527,NCT01386424,NIH
6540,NCT00382057,NIH
2985,NCT01316783,NIH
3102,NCT00031291,NIH
10,NCT00026728,NIH
9531,NCT04108858,NIH
2764,NCT00005525,NIH
3091,NCT00000783,NIH
3420,NCT00339235,NIH
3116,NCT04014348,NIH
8285,NCT00055861,NIH
3537,NCT00005766,NIH
6552,NCT00341861,NIH
3403,NCT00678132,NIH
2973,NCT00342446,NIH
6731,NCT01182883,NIH
2800,NCT04318925,NIH
6582,NCT00341120,NIH
6786,NCT01132898,NIH
3092,NCT00006332,NIH
2975,NCT03394040,NIH
3120,NCT02124044,NIH
3002,NCT00001703,NIH
9200,NCT04401449,NIH
3523,NCT00280826,NIH
118,NCT00005455,NIH
3834,NCT02519777,NIH
7979,NCT00217620,NIH
2885,NCT01137669,NIH
3370,NCT02226835,NIH
6649,NCT01265381,NIH
3458,NCT00566995,NIH
3730,NCT00459316,NIH
3233,NCT01005654,NIH
3234,NCT00001235,NIH
3032,NCT00005722,NIH
3155,NCT04476251,NIH
6424,NCT00021814,NIH
3052,NCT00879840,NIH
2886,NCT04216342,NIH
3236,NCT00924365,NIH
8263,NCT00079456,NIH
6979,NCT00285636,NIH
3363,NCT00005112,NIH
6669,NCT00341887,NIH
6990,NCT00062972,NIH
3362,NCT00459992,NIH
3237,NCT00824941,NIH
2879,NCT00340548,NIH
6428,NCT04117607,NIH
3241,NCT02417714,NIH
3029,NCT00913757,NIH
3059,NCT03427411,NIH
3355,NCT01445327,NIH
3195,NCT01445158,NIH
3033,NCT03058692,NIH
126,NCT00005171,NIH
6840,NCT01260727,NIH
114,NCT03382418,NIH
119,NCT01150695,NIH
6401,NCT00031499,NIH
6394,NCT00912132,NIH
7251,NCT00885131,NIH
3167,NCT00323414,NIH
3747,NCT00860886,NIH
7252,NCT00754169,NIH
120,NCT00245076,NIH
3598,NCT02511054,NIH
115,NCT00054743,NIH
3446,NCT00358761,NIH
3377,NCT01212003,NIH
3596,NCT00443313,NIH
9938,NCT03803761,NIH
3444,NCT03027440,NIH
7254,NCT00466934,NIH
113,NCT00005463,NIH
7255,NCT00314769,NIH
3169,NCT00711490,NIH
6643,NCT00342992,NIH
3162,NCT02190266,NIH
3593,NCT00001162,NIH
9427,NCT04214249,NIH
2922,NCT00341159,NIH
109,NCT01927835,NIH
3372,NCT00459446,NIH
6620,NCT00342355,NIH
3570,NCT00999154,NIH
3273,NCT03233724,NIH
6472,NCT00000152,NIH
6470,NCT00904579,NIH
7313,NCT00437021,NIH
3555,NCT01518478,NIH
6816,NCT00341523,NIH
2839,NCT00005781,NIH
3827,NCT01629095,NIH
3325,NCT00413621,NIH
3324,NCT00469339,NIH
49,NCT02773979,NIH
3077,NCT00005667,NIH
3180,NCT04287868,NIH
3623,NCT00114010,NIH
3832,NCT01200680,NIH
3263,NCT00022997,NIH
2953,NCT00074685,NIH
7250,NCT01194661,NIH
3700,NCT00729937,NIH
3478,NCT00013910,NIH
3319,NCT03173950,NIH
3140,NCT00061165,NIH
3271,NCT00796705,NIH
8278,NCT01240616,NIH
6933,NCT01955382,NIH
3207,NCT00065455,NIH
3625,NCT00016510,NIH
9986,NCT03772925,NIH
7311,NCT01441167,NIH
3329,NCT00114621,NIH
3433,NCT03225131,NIH
3560,NCT01117168,NIH
6448,NCT00451867,NIH
3022,NCT01168297,NIH
6686,NCT00000700,NIH
2942,NCT00022750,NIH
3389,NCT01611402,NIH
3069,NCT00000693,NIH
3564,NCT02190253,NIH
9616,NCT04047420,NIH
3802,NCT00005175,NIH
9324,NCT04294641,NIH
3561,NCT03251989,NIH
2947,NCT00339430,NIH
7141,NCT00123968,NIH
3824,NCT00138476,NIH
7112,NCT00113737,NIH
7284,NCT01175993,NIH
3339,NCT01578317,NIH
3256,NCT01131312,NIH
3336,NCT00005924,NIH
3815,NCT00001163,NIH
3147,NCT02707042,NIH
2847,NCT00253734,NIH
2846,NCT00001204,NIH
3019,NCT00481754,NIH
2951,NCT00342875,NIH
3474,NCT00050856,NIH
3950,NCT03596151,NIH
3288,NCT02194725,NIH
5270,NCT03354416,NIH
5627,NCT00352924,NIH
5465,NCT00032513,NIH
1824,NCT00797095,NIH
1825,NCT00097461,NIH
8313,NCT00032760,NIH
1828,NCT00852904,NIH
1831,NCT00889616,NIH
4037,NCT00039741,NIH
4053,NCT00031447,NIH
4501,NCT00097292,NIH
1836,NCT00415415,NIH
8312,NCT00004375,NIH
4134,NCT02961751,NIH
1841,NCT01953016,NIH
1445,NCT00271999,NIH
1823,NCT01809288,NIH
5459,NCT02974582,NIH
4046,NCT00005159,NIH
2622,NCT00097006,NIH
5050,NCT00342472,NIH
5051,NCT01059240,NIH
4096,NCT00000720,NIH
2214,NCT00124904,NIH
5763,NCT00100399,NIH
2407,NCT02055222,NIH
8681,NCT00963807,NIH
5065,NCT00612287,NIH
5746,NCT01322568,NIH
5401,NCT03327883,NIH
4150,NCT00000861,NIH
5291,NCT03050814,NIH
5646,NCT01145209,NIH
4307,NCT04145141,NIH
5714,NCT00001781,NIH
5354,NCT00343005,NIH
5392,NCT00352573,NIH
1694,NCT00342927,NIH
4373,NCT00001469,NIH
2174,NCT00001101,NIH
2697,NCT01863719,NIH
2175,NCT00000938,NIH
2177,NCT01910519,NIH
5738,NCT00876434,NIH
1877,NCT02682667,NIH
5494,NCT04266093,NIH
8654,NCT01222689,NIH
5492,NCT04027946,NIH
8817,NCT00104156,NIH
5391,NCT00305097,NIH
5739,NCT00339573,NIH
4026,NCT01322529,NIH
5476,NCT02594202,NIH
8384,NCT01552356,NIH
2325,NCT00127257,NIH
5003,NCT00999388,NIH
8359,NCT00271921,NIH
7440,NCT02215200,NIH
2693,NCT00342732,NIH
7480,NCT02591420,NIH
4297,NCT00006286,NIH
5617,NCT00339300,NIH
4370,NCT00984451,NIH
2384,NCT00224913,NIH
2690,NCT00001856,NIH
4033,NCT00004342,NIH
4206,NCT00339638,NIH
4051,NCT00257907,NIH
8977,NCT04609085,NIH
5601,NCT03733080,NIH
5706,NCT00341757,NIH
5860,NCT00005493,NIH
1718,NCT00218127,NIH
4534,NCT00656955,NIH
4173,NCT03372746,NIH
5158,NCT00341094,NIH
1727,NCT00124696,NIH
1736,NCT02186626,NIH
5070,NCT00138411,NIH
4157,NCT00005007,NIH
2666,NCT00873964,NIH
1210,NCT00410475,NIH
5280,NCT00339742,NIH
5868,NCT01231945,NIH
5281,NCT01182298,NIH
5676,NCT00081354,NIH
5857,NCT00133445,NIH
8634,NCT02019667,NIH
5668,NCT00080366,NIH
5853,NCT00341107,NIH
1709,NCT01632995,NIH
5670,NCT02262832,NIH
1708,NCT04417673,NIH
4353,NCT00342758,NIH
4079,NCT00837434,NIH
8726,NCT00098670,NIH
1701,NCT01950572,NIH
8727,NCT00085124,NIH
4081,NCT00527345,NIH
5673,NCT04296942,NIH
5838,NCT02140177,NIH
4084,NCT00000641,NIH
5429,NCT00339495,NIH
5409,NCT01751048,NIH
5201,NCT00010491,NIH
5096,NCT00000788,NIH
1104,NCT00000157,NIH
5748,NCT00000362,NIH
2623,NCT00005575,NIH
4171,NCT00081640,NIH
5078,NCT00344071,NIH
8586,NCT00000798,NIH
5438,NCT02226874,NIH
4057,NCT00272363,NIH
4360,NCT00005567,NIH
1110,NCT00005319,NIH
7659,NCT01999868,NIH
4588,NCT00015613,NIH
5652,NCT04603521,NIH
2376,NCT00718653,NIH
2649,NCT00001887,NIH
5660,NCT00489931,NIH
5204,NCT00046306,NIH
5107,NCT00901173,NIH
8601,NCT04234568,NIH
5656,NCT02795806,NIH
5709,NCT00326495,NIH
5113,NCT01119521,NIH
8605,NCT00046813,NIH
4183,NCT00680069,NIH
2455,NCT04233164,NIH
2257,NCT00341848,NIH
1152,NCT03168854,NIH
5753,NCT00237094,NIH
2271,NCT00008749,NIH
2456,NCT00341692,NIH
2567,NCT00004992,NIH
2442,NCT00004727,NIH
5599,NCT02829554,NIH
2341,NCT00722774,NIH
4111,NCT01181323,NIH
5515,NCT02759744,NIH
5768,NCT02281760,NIH
2118,NCT00158145,NIH
8495,NCT01236586,NIH
7603,NCT01287104,NIH
1978,NCT00296101,NIH
4928,NCT02124109,NIH
5274,NCT00339534,NIH
2523,NCT00499746,NIH
8298,NCT01130506,NIH
1186,NCT01423825,NIH
1385,NCT02989103,NIH
4258,NCT00339651,NIH
4714,NCT00850824,NIH
5553,NCT03253744,NIH
2737,NCT03211156,NIH
8301,NCT01468896,NIH
8503,NCT00359580,NIH
5514,NCT03152760,NIH
5719,NCT03541187,NIH
8690,NCT00410904,NIH
1948,NCT00377702,NIH
1947,NCT00344136,NIH
4705,NCT00006162,NIH
2143,NCT00026611,NIH
2340,NCT00734175,NIH
1941,NCT00218517,NIH
5510,NCT00340600,NIH
7636,NCT01207687,NIH
5508,NCT00340795,NIH
4873,NCT00342524,NIH
4739,NCT00013715,NIH
8488,NCT00063804,NIH
1403,NCT00006604,NIH
5529,NCT04396873,NIH
8673,NCT00944060,NIH
2361,NCT00005444,NIH
4145,NCT00135798,NIH
4271,NCT00680979,NIH
8670,NCT00678769,NIH
5531,NCT02362425,NIH
4814,NCT00166569,NIH
5318,NCT00341250,NIH
5532,NCT00441077,NIH
4785,NCT02019680,NIH
2527,NCT00340171,NIH
8473,NCT00642590,NIH
1635,NCT00001853,NIH
4830,NCT02511041,NIH
5357,NCT02486120,NIH
5324,NCT00339339,NIH
5523,NCT03478852,NIH
5777,NCT00273910,NIH
2024,NCT00134927,NIH
1636,NCT01273220,NIH
4160,NCT00100581,NIH
5538,NCT01160458,NIH
5253,NCT00010504,NIH
4839,NCT02379403,NIH
2536,NCT00010816,NIH
8691,NCT00118157,NIH
3959,NCT00005014,NIH
5519,NCT01553461,NIH
2091,NCT01175122,NIH
2731,NCT00440596,NIH
8507,NCT00014950,NIH
9060,NCT04541030,NIH
4002,NCT02446626,NIH
2560,NCT00001037,NIH
1172,NCT00574600,NIH
1348,NCT00001723,NIH
3995,NCT02262806,NIH
8657,NCT01749384,NIH
5498,NCT03451773,NIH
7465,NCT01212029,NIH
5588,NCT00001536,NIH
5590,NCT02851706,NIH
5764,NCT00923247,NIH
5803,NCT00341952,NIH
1171,NCT00339924,NIH
5593,NCT03478878,NIH
4967,NCT00793390,NIH
8303,NCT00026221,NIH
1032,NCT01031160,NIH
4009,NCT00005278,NIH
4969,NCT00433173,NIH
2705,NCT00059267,NIH
1588,NCT00342771,NIH
1528,NCT00264758,NIH
8524,NCT01041170,NIH
5683,NCT00923936,NIH
8525,NCT00342966,NIH
1044,NCT00341510,NIH
9015,NCT04579393,NIH
5381,NCT01282021,NIH
8526,NCT00587496,NIH
3994,NCT01196429,NIH
4678,NCT00364234,NIH
3986,NCT01282008,NIH
4240,NCT00120471,NIH
4680,NCT00314899,NIH
2554,NCT00537706,NIH
5575,NCT02546479,NIH
5574,NCT03478865,NIH
5367,NCT00341627,NIH
8514,NCT00030940,NIH
1927,NCT02544035,NIH
1921,NCT00368732,NIH
8512,NCT01012180,NIH
4694,NCT00816426,NIH
4242,NCT00000173,NIH
3979,NCT00905125,NIH
4282,NCT02037282,NIH
8509,NCT01239368,NIH
8302,NCT01017640,NIH
2654,NCT02281747,NIH
1354,NCT00494260,NIH
4949,NCT01479582,NIH
2600,NCT00608283,NIH
5346,NCT00396812,NIH
5502,NCT03538639,NIH
5798,NCT01365975,NIH
5229,NCT00340405,NIH
2152,NCT00763308,NIH
8776,NCT00813423,NIH
2722,NCT00340249,NIH
3991,NCT00005131,NIH
8719,NCT00006264,NETWORK
3679,NCT00084136,NETWORK
6864,NCT01126697,NETWORK
1163,NCT04582266,NETWORK
6369,NCT00028145,NETWORK
4103,NCT01353677,NETWORK
7834,NCT01702805,NETWORK
6407,NCT00108862,NETWORK
3443,NCT01787812,NETWORK
8127,NCT01276600,NETWORK
5320,NCT00016653,NETWORK
7742,NCT04169269,NETWORK
1380,NCT01061164,NETWORK
1889,NCT01406366,NETWORK
2963,NCT00758628,NETWORK
6459,NCT02273206,NETWORK
7964,NCT00040937,NETWORK
6178,NCT00308113,NETWORK
7963,NCT00874211,NETWORK
7962,NCT00016406,NETWORK
1908,NCT00118898,NETWORK
5717,NCT03723928,NETWORK
7960,NCT00075686,NETWORK
6156,NCT00653783,NETWORK
7640,NCT00468832,NETWORK
3982,NCT00097123,NETWORK
1409,NCT00068367,NETWORK
7970,NCT01385137,NETWORK
7604,NCT03357224,NETWORK
7944,NCT00365105,NETWORK
7943,NCT00087178,NETWORK
7925,NCT01107626,NETWORK
3305,NCT04398628,NETWORK
7927,NCT00134056,NETWORK
7501,NCT04050449,NETWORK
7936,NCT01011478,NETWORK
7934,NCT00382070,NETWORK
12,NCT02663219,NETWORK
1229,NCT01287351,NETWORK
7929,NCT00075946,NETWORK
7930,NCT00008385,NETWORK
7968,NCT00450281,NETWORK
7967,NCT01124695,NETWORK
7931,NCT00053898,NETWORK
131,NCT02939131,NETWORK
4125,NCT04139928,NETWORK
7878,NCT03563040,NETWORK
9450,NCT04195399,NETWORK
6555,NCT02378090,NETWORK
8086,NCT00936390,NETWORK
1116,NCT01152918,NETWORK
7740,NCT00441298,NETWORK
9718,NCT03971799,NETWORK
5891,NCT00811954,NETWORK
7717,NCT01539005,NETWORK
7768,NCT01597518,NETWORK
8383,NCT01081080,NETWORK
7991,NCT00872989,NETWORK
7980,NCT00775645,NETWORK
7973,NCT00085501,NETWORK
1324,NCT01808352,NETWORK
7983,NCT00113399,NETWORK
7982,NCT00096031,NETWORK
7975,NCT01515800,NETWORK
7779,NCT00605163,NETWORK
6209,NCT00851799,NETWORK
7993,NCT00121186,NETWORK
7981,NCT00124579,NETWORK
8699,NCT02746263,INDUSTRY
8695,NCT03705325,INDUSTRY
8703,NCT02992977,INDUSTRY
9779,NCT03917160,INDUSTRY
9776,NCT03921814,INDUSTRY
9768,NCT03928041,INDUSTRY
9775,NCT03922204,INDUSTRY
8711,NCT02973399,INDUSTRY
7149,NCT01818869,INDUSTRY
8700,NCT01454284,INDUSTRY
8697,NCT00515255,INDUSTRY
8379,NCT01511432,INDUSTRY
9780,NCT03916822,INDUSTRY
9107,NCT04497129,INDUSTRY
8378,NCT04418934,INDUSTRY
8132,NCT03599193,INDUSTRY
8745,NCT01394003,INDUSTRY
8747,NCT04374630,INDUSTRY
8750,NCT01090011,INDUSTRY
7771,NCT02336048,INDUSTRY
7772,NCT02221869,INDUSTRY
7774,NCT00727506,INDUSTRY
9697,NCT03985423,INDUSTRY
8770,NCT00124280,INDUSTRY
7505,NCT00337428,INDUSTRY
7782,NCT03698279,INDUSTRY
7163,NCT00643188,INDUSTRY
8356,NCT02482935,INDUSTRY
9689,NCT03993886,INDUSTRY
9688,NCT03995316,INDUSTRY
8774,NCT01127633,INDUSTRY
9685,NCT03997604,INDUSTRY
9684,NCT03997812,INDUSTRY
8778,NCT04086264,INDUSTRY
8355,NCT00002251,INDUSTRY
7167,NCT02153346,INDUSTRY
8354,NCT03672240,INDUSTRY
8781,NCT03199079,INDUSTRY
8352,NCT02028286,INDUSTRY
7169,NCT01559103,INDUSTRY
8351,NCT01306201,INDUSTRY
9663,NCT04015128,INDUSTRY
9662,NCT04015154,INDUSTRY
9713,NCT03976102,INDUSTRY
9715,NCT03976050,INDUSTRY
8743,NCT04488575,INDUSTRY
8729,NCT04542642,INDUSTRY
8131,NCT00481182,INDUSTRY
9762,NCT03933488,INDUSTRY
7525,NCT00129532,INDUSTRY
7524,NCT00130078,INDUSTRY
8129,NCT00537043,INDUSTRY
8375,NCT01626417,INDUSTRY
8717,NCT00955084,INDUSTRY
8371,NCT03249103,INDUSTRY
8370,NCT01226277,INDUSTRY
9744,NCT03945383,INDUSTRY
9738,NCT03951610,INDUSTRY
8124,NCT02213029,INDUSTRY
9732,NCT03956797,INDUSTRY
8742,NCT04443088,INDUSTRY
9731,NCT03961308,INDUSTRY
8730,NCT04178577,INDUSTRY
9729,NCT03961932,INDUSTRY
9728,NCT03962049,INDUSTRY
8364,NCT04474405,INDUSTRY
7761,NCT02870205,INDUSTRY
8363,NCT01046214,INDUSTRY
7763,NCT04287075,INDUSTRY
8120,NCT00404274,INDUSTRY
7764,NCT01138917,INDUSTRY
9721,NCT03967093,INDUSTRY
9719,NCT03970512,INDUSTRY
9714,NCT03976076,INDUSTRY
7544,NCT01626599,INDUSTRY
8694,NCT00435617,INDUSTRY
9950,NCT03796559,INDUSTRY
9944,NCT03800927,INDUSTRY
9945,NCT03799848,INDUSTRY
8550,NCT01839396,INDUSTRY
8549,NCT01721057,INDUSTRY
8546,NCT01028911,INDUSTRY
7651,NCT01802723,INDUSTRY
7650,NCT03850509,INDUSTRY
7649,NCT01390220,INDUSTRY
9949,NCT03797612,INDUSTRY
7648,NCT00790790,INDUSTRY
7643,NCT00386100,INDUSTRY
7647,NCT00785577,INDUSTRY
8431,NCT01436214,INDUSTRY
9954,NCT03795168,INDUSTRY
9955,NCT03795051,INDUSTRY
8528,NCT01978080,INDUSTRY
8172,NCT01846845,INDUSTRY
7588,NCT01673178,INDUSTRY
7645,NCT00744991,INDUSTRY
9961,NCT03792477,INDUSTRY
8551,NCT01711359,INDUSTRY
7580,NCT03834584,INDUSTRY
8552,NCT01710358,INDUSTRY
8557,NCT03281161,INDUSTRY
8584,NCT01481779,INDUSTRY
8583,NCT04454424,INDUSTRY
9927,NCT03811444,INDUSTRY
8202,NCT03278340,INDUSTRY
8582,NCT04471337,INDUSTRY
7657,NCT00978497,INDUSTRY
9930,NCT03810508,INDUSTRY
9932,NCT03807739,INDUSTRY
9933,NCT03807635,INDUSTRY
8577,NCT00749944,INDUSTRY
7573,NCT01824589,INDUSTRY
9936,NCT03804593,INDUSTRY
9937,NCT03804021,INDUSTRY
8571,NCT03001024,INDUSTRY
8569,NCT02247765,INDUSTRY
9941,NCT03803488,INDUSTRY
8566,NCT02187055,INDUSTRY
8425,NCT01495858,INDUSTRY
8427,NCT01280591,INDUSTRY
7114,NCT02905981,INDUSTRY
8173,NCT01839123,INDUSTRY
9786,NCT03913260,INDUSTRY
7620,NCT02990793,INDUSTRY
7102,NCT02447848,INDUSTRY
7629,NCT03193398,INDUSTRY
7101,NCT02544061,INDUSTRY
8484,NCT01790438,INDUSTRY
8182,NCT02422940,INDUSTRY
8476,NCT00973518,INDUSTRY
7610,NCT02032277,INDUSTRY
8460,NCT02321644,INDUSTRY
7099,NCT01937338,INDUSTRY
7619,NCT01339689,INDUSTRY
7642,NCT00676143,INDUSTRY
7612,NCT04366284,INDUSTRY
7618,NCT03005418,INDUSTRY
8189,NCT01996865,INDUSTRY
9994,NCT03769116,INDUSTRY
7616,NCT04075513,INDUSTRY
9997,NCT03767738,INDUSTRY
7617,NCT00140140,INDUSTRY
9998,NCT03767595,INDUSTRY
8467,NCT01582451,INDUSTRY
8496,NCT02508935,INDUSTRY
9987,NCT03771963,INDUSTRY
8442,NCT01135095,INDUSTRY
8440,NCT04247555,INDUSTRY
9964,NCT03787758,INDUSTRY
7113,NCT04603651,INDUSTRY
7641,NCT00667810,INDUSTRY
8175,NCT00694044,INDUSTRY
9968,NCT03785366,INDUSTRY
8519,NCT03372811,INDUSTRY
9972,NCT03781986,INDUSTRY
8197,NCT02436616,INDUSTRY
7639,NCT02910557,INDUSTRY
8515,NCT01352286,INDUSTRY
8513,NCT03849716,INDUSTRY
8511,NCT03406260,INDUSTRY
8510,NCT04473729,INDUSTRY
7637,NCT00073853,INDUSTRY
7597,NCT01984801,INDUSTRY
9980,NCT03776539,INDUSTRY
8439,NCT02511301,INDUSTRY
8179,NCT03446833,INDUSTRY
8180,NCT00414323,INDUSTRY
7571,NCT03060109,INDUSTRY
8591,NCT00490945,INDUSTRY
8411,NCT03649958,INDUSTRY
8663,NCT00939055,INDUSTRY
9824,NCT03881267,INDUSTRY
9825,NCT03881241,INDUSTRY
8672,NCT04230499,INDUSTRY
9828,NCT03878758,INDUSTRY
9829,NCT03878745,INDUSTRY
9833,NCT03876028,INDUSTRY
