,NCTId,StudyType
4649,NCT03992872,Interventional
4648,NCT02453646,Interventional
4647,NCT02602730,Interventional
4470,NCT01166412,Interventional
4468,NCT00256477,Interventional
4467,NCT01954290,Interventional
4465,NCT00075049,Interventional
4464,NCT00082069,Interventional
4463,NCT00090688,Interventional
4462,NCT00124865,Interventional
4460,NCT00248833,Interventional
4459,NCT00292929,Interventional
4458,NCT00292942,Interventional
4457,NCT00376090,Interventional
4456,NCT00412477,Interventional
4455,NCT00415051,Interventional
4454,NCT00657917,Interventional
4453,NCT00678652,Interventional
4452,NCT00761020,Interventional
4451,NCT00884377,Interventional
4450,NCT00984256,Interventional
4449,NCT01140191,Interventional
4448,NCT01159561,Interventional
4445,NCT01502358,Interventional
4444,NCT01502735,Interventional
4443,NCT01556945,Interventional
4442,NCT01644565,Interventional
4440,NCT01666652,Interventional
4471,NCT04557241,Interventional
4473,NCT03284372,Interventional
4474,NCT02302612,Interventional
4490,NCT04191473,Interventional
4507,NCT02318862,Interventional
4505,NCT00202878,Interventional
4504,NCT03655730,Interventional
4498,NCT02119195,Interventional
4497,NCT04356027,Interventional
4496,NCT04518657,Interventional
4495,NCT02901639,Interventional
4494,NCT00883792,Interventional
4493,NCT02037555,Interventional
4492,NCT02140788,Interventional
4491,NCT01589666,Interventional
4489,NCT04245124,Interventional
4475,NCT03909503,Interventional
4488,NCT02971358,Interventional
4487,NCT03352479,Interventional
4486,NCT00788879,Interventional
4485,NCT00211900,Interventional
4483,NCT03054103,Interventional
4481,NCT02670850,Interventional
4480,NCT03602118,Interventional
4479,NCT03532958,Interventional
4478,NCT03433053,Interventional
4477,NCT00716456,Interventional
4476,NCT00848796,Interventional
4439,NCT01843491,Interventional
4438,NCT01846104,Interventional
4437,NCT01877421,Interventional
4389,NCT03404986,Interventional
4406,NCT04204018,Interventional
4405,NCT00734539,Interventional
4404,NCT04266821,Interventional
4403,NCT00360087,Interventional
4401,NCT01817244,Interventional
4400,NCT02079831,Interventional
4395,NCT01040832,Interventional
4394,NCT02519868,Interventional
4393,NCT03351088,Interventional
4392,NCT02344576,Interventional
4390,NCT01296698,Interventional
4388,NCT00221416,Interventional
4409,NCT02430792,Interventional
4387,NCT01811316,Interventional
4386,NCT03185871,Interventional
4385,NCT02351544,Interventional
4384,NCT02222662,Interventional
4383,NCT01223313,Interventional
4382,NCT04139187,Interventional
4379,NCT02814994,Interventional
4378,NCT02372175,Interventional
4377,NCT04379830,Interventional
4376,NCT03360422,Interventional
4375,NCT01244204,Interventional
4407,NCT02170532,Interventional
4410,NCT00806910,Interventional
4436,NCT01994525,Interventional
4424,NCT03718130,Interventional
4435,NCT02018250,Interventional
4434,NCT02067676,Interventional
4433,NCT02239614,Interventional
4432,NCT02445963,Interventional
4431,NCT02776761,Interventional
4430,NCT02930226,Interventional
4429,NCT03110952,Interventional
4428,NCT03141138,Interventional
4427,NCT03436160,Interventional
4426,NCT03531242,Interventional
4425,NCT03609398,Interventional
4423,NCT03882528,Interventional
4411,NCT02301195,Interventional
4422,NCT04268420,Interventional
4421,NCT04296279,Interventional
4420,NCT04314713,Interventional
4419,NCT02799836,Interventional
4418,NCT00554736,Interventional
4417,NCT00460967,Interventional
4416,NCT01321281,Interventional
4415,NCT01563887,Interventional
4414,NCT02945501,Interventional
4413,NCT02551666,Interventional
4412,NCT02546388,Interventional
4508,NCT01169259,Interventional
4510,NCT00211991,Interventional
4511,NCT03593330,Interventional
4597,NCT03655587,Interventional
4609,NCT00199797,Interventional
4608,NCT02328989,Interventional
4607,NCT03804242,Interventional
4606,NCT04092530,Interventional
4605,NCT02357277,Interventional
4603,NCT02208050,Interventional
4602,NCT02990091,Interventional
4601,NCT01344616,Interventional
4600,NCT03953924,Interventional
4599,NCT03859362,Interventional
4598,NCT02647983,Interventional
4595,NCT02745210,Interventional
4612,NCT03584113,Interventional
4594,NCT01892514,Interventional
4593,NCT02657317,Interventional
4592,NCT00580944,Interventional
4591,NCT01001325,Interventional
4590,NCT01500538,Interventional
4589,NCT03710694,Interventional
4586,NCT01728571,Interventional
4584,NCT01704859,Interventional
4583,NCT01696435,Interventional
4582,NCT02239874,Interventional
4581,NCT04368117,Interventional
4610,NCT03640312,Interventional
4614,NCT01191229,Interventional
4579,NCT01782352,Interventional
4634,NCT04263025,Interventional
4646,NCT04384263,Interventional
4645,NCT02940795,Interventional
4644,NCT02601625,Interventional
4642,NCT01084239,Interventional
4641,NCT01163773,Interventional
4640,NCT01511939,Interventional
4639,NCT01353352,Interventional
4638,NCT02410278,Interventional
4637,NCT01630213,Interventional
4636,NCT02113670,Interventional
4635,NCT02870868,Interventional
4633,NCT02249650,Interventional
4615,NCT02501447,Interventional
4632,NCT02269410,Interventional
4631,NCT01700517,Interventional
4630,NCT00750685,Interventional
4629,NCT03982576,Interventional
4628,NCT01695252,Interventional
4627,NCT02538601,Interventional
4622,NCT04568369,Interventional
4621,NCT00161525,Interventional
4620,NCT01891773,Interventional
4617,NCT01483040,Interventional
4616,NCT00027404,Interventional
4580,NCT03073291,Interventional
4578,NCT03176420,Interventional
4512,NCT01828996,Interventional
4530,NCT03282916,Interventional
4544,NCT00128999,Interventional
4543,NCT01864564,Interventional
4542,NCT00333229,Interventional
4540,NCT01758081,Interventional
4539,NCT02774434,Interventional
4538,NCT01524705,Interventional
4537,NCT03890497,Interventional
4536,NCT00088543,Interventional
4535,NCT03660917,Interventional
4533,NCT02972515,Interventional
4532,NCT04386577,Interventional
4529,NCT00731497,Interventional
4546,NCT03671785,Interventional
4528,NCT04607642,Interventional
4524,NCT00299065,Interventional
4523,NCT03897764,Interventional
4522,NCT02765945,Interventional
4521,NCT01768325,Interventional
4520,NCT03266783,Interventional
4519,NCT04247646,Interventional
4516,NCT00527722,Interventional
4515,NCT00925366,Interventional
4514,NCT00396162,Interventional
4513,NCT01782053,Interventional
4545,NCT03828877,Interventional
4547,NCT03831165,Interventional
4577,NCT03579706,Interventional
4564,NCT03021616,Interventional
4576,NCT04026009,Interventional
4575,NCT02621658,Interventional
4574,NCT04203199,Interventional
4572,NCT02451176,Interventional
4571,NCT00141895,Interventional
4570,NCT04385524,Interventional
4569,NCT03853304,Interventional
4568,NCT01954901,Interventional
4567,NCT02023723,Interventional
4566,NCT02379221,Interventional
4565,NCT02661334,Interventional
4563,NCT03418077,Interventional
4549,NCT03905928,Interventional
4561,NCT01144767,Interventional
4560,NCT01653678,Interventional
4559,NCT01747447,Interventional
4557,NCT01672060,Interventional
4556,NCT01801384,Interventional
4555,NCT01747889,Interventional
4554,NCT01684722,Interventional
4553,NCT01029483,Interventional
4552,NCT00364182,Interventional
4551,NCT04596904,Interventional
4550,NCT01669915,Interventional
4956,NCT01762995,Interventional
4957,NCT02178410,Interventional
4959,NCT01584596,Interventional
5249,NCT00473317,Interventional
5353,NCT03880812,Interventional
5351,NCT03279913,Interventional
5350,NCT03683147,Interventional
5349,NCT00351416,Interventional
5348,NCT03864302,Interventional
5347,NCT01615055,Interventional
5346,NCT00396812,Interventional
5345,NCT01143194,Interventional
5344,NCT03153397,Interventional
5343,NCT00437827,Interventional
5342,NCT03769571,Interventional
5341,NCT03122301,Interventional
5340,NCT03811847,Interventional
5339,NCT03465813,Interventional
5338,NCT04114526,Interventional
5337,NCT03589703,Interventional
5336,NCT02879006,Interventional
5335,NCT04399889,Interventional
5334,NCT03646084,Interventional
5333,NCT00904046,Interventional
5332,NCT01894451,Interventional
5331,NCT04586387,Interventional
5330,NCT00526994,Interventional
5329,NCT02638090,Interventional
5328,NCT01038323,Interventional
5354,NCT00343005,Interventional
5355,NCT02141113,Interventional
5356,NCT02609529,Interventional
5376,NCT02452853,Interventional
5389,NCT02876588,Interventional
5388,NCT01617083,Interventional
5387,NCT01438775,Interventional
5386,NCT01846793,Interventional
5385,NCT01607541,Interventional
5384,NCT02152397,Interventional
5383,NCT02781675,Interventional
5382,NCT00741091,Interventional
5380,NCT03681353,Interventional
5378,NCT03297645,Interventional
5377,NCT00248092,Interventional
5375,NCT02771925,Interventional
5358,NCT04236804,Interventional
5374,NCT03971448,Interventional
5373,NCT04294095,Interventional
5372,NCT04431063,Interventional
5371,NCT03529422,Interventional
5370,NCT02201212,Interventional
5369,NCT02954978,Interventional
5368,NCT02529280,Interventional
5364,NCT01702311,Interventional
5363,NCT03756454,Interventional
5362,NCT03451630,Interventional
5359,NCT01133275,Interventional
5327,NCT02532010,Interventional
5326,NCT03048500,Interventional
5325,NCT02086630,Interventional
5265,NCT02556996,Interventional
5279,NCT02624674,Interventional
5278,NCT03806257,Interventional
5277,NCT03177447,Interventional
5276,NCT00124358,Interventional
5275,NCT04073667,Interventional
5273,NCT00130377,Interventional
5272,NCT02343263,Interventional
5271,NCT01609348,Interventional
5269,NCT04250779,Interventional
5268,NCT03780413,Interventional
5267,NCT02990377,Interventional
5264,NCT01072019,Interventional
5284,NCT02429375,Interventional
5263,NCT04555239,Interventional
5262,NCT00361010,Interventional
5260,NCT02796352,Interventional
5259,NCT01624389,Interventional
5257,NCT01972464,Interventional
5256,NCT02570672,Interventional
5255,NCT03856320,Interventional
5254,NCT00932295,Interventional
5253,NCT00010504,Interventional
5252,NCT04015778,Interventional
5251,NCT01996384,Interventional
5282,NCT01444378,Interventional
5285,NCT03207711,Interventional
5323,NCT02132715,Interventional
5307,NCT04570293,Interventional
5322,NCT03152409,Interventional
5320,NCT00016653,Interventional
5318,NCT00341250,Interventional
5317,NCT01308814,Interventional
5316,NCT02429934,Interventional
5315,NCT00588692,Interventional
5314,NCT04533386,Interventional
5312,NCT02723825,Interventional
5311,NCT03610555,Interventional
5310,NCT03206164,Interventional
5308,NCT02145949,Interventional
5305,NCT04212962,Interventional
5288,NCT01836237,Interventional
5304,NCT03887390,Interventional
5300,NCT01724489,Interventional
5298,NCT04323774,Interventional
5297,NCT04040010,Interventional
5296,NCT00298155,Interventional
5295,NCT03615469,Interventional
5294,NCT03808740,Interventional
5292,NCT01655043,Interventional
5291,NCT03050814,Interventional
5290,NCT00237952,Interventional
5289,NCT04171921,Interventional
5390,NCT01844492,Interventional
5391,NCT00305097,Interventional
5394,NCT02086864,Interventional
5484,NCT03750838,Interventional
5497,NCT02866721,Interventional
5496,NCT01528878,Interventional
5495,NCT00156390,Interventional
5493,NCT00466206,Interventional
5492,NCT04027946,Interventional
5490,NCT02040142,Interventional
5489,NCT01333865,Interventional
5488,NCT00595504,Interventional
5487,NCT02067039,Interventional
5486,NCT03533556,Interventional
5485,NCT03551080,Interventional
5483,NCT01028144,Interventional
5499,NCT01677195,Interventional
5482,NCT00841269,Interventional
5481,NCT02139436,Interventional
5480,NCT00837148,Interventional
5479,NCT02192931,Interventional
5478,NCT02114190,Interventional
5475,NCT02045459,Interventional
5473,NCT03944616,Interventional
5472,NCT04297761,Interventional
5471,NCT02635334,Interventional
5470,NCT01063153,Interventional
5469,NCT01879033,Interventional
5498,NCT03451773,Interventional
5501,NCT00498355,Interventional
5467,NCT00244361,Interventional
5522,NCT01243437,Interventional
5534,NCT02339493,Interventional
5533,NCT00223080,Interventional
5532,NCT00441077,Interventional
5531,NCT02362425,Interventional
5530,NCT04036006,Interventional
5529,NCT04396873,Interventional
5528,NCT02592070,Interventional
5527,NCT04592978,Interventional
5526,NCT00164294,Interventional
5525,NCT01443728,Interventional
5524,NCT03517397,Interventional
5519,NCT01553461,Interventional
5503,NCT03532776,Interventional
5518,NCT01110005,Interventional
5517,NCT02057289,Interventional
5515,NCT02759744,Interventional
5513,NCT03294473,Interventional
5512,NCT04567238,Interventional
5511,NCT01040949,Interventional
5509,NCT00926250,Interventional
5507,NCT02335905,Interventional
5506,NCT03487692,Interventional
5505,NCT03716440,Interventional
5504,NCT04011059,Interventional
5468,NCT01477762,Interventional
5466,NCT00710606,Interventional
5395,NCT03224507,Interventional
5410,NCT03542084,Interventional
5422,NCT03782480,Interventional
5421,NCT03590509,Interventional
5420,NCT03815214,Interventional
5418,NCT02031328,Interventional
5417,NCT03431831,Interventional
5416,NCT02919306,Interventional
5415,NCT00948701,Interventional
5414,NCT02157597,Interventional
5413,NCT01847300,Interventional
5412,NCT04429789,Interventional
5411,NCT04313049,Interventional
5409,NCT01751048,Interventional
5424,NCT03658499,Interventional
5408,NCT02853617,Interventional
5407,NCT03795233,Interventional
5405,NCT02839915,Interventional
5404,NCT01921309,Interventional
5403,NCT03125291,Interventional
5402,NCT01973608,Interventional
5400,NCT01235793,Interventional
5399,NCT00178802,Interventional
5398,NCT00814502,Interventional
5397,NCT02475850,Interventional
5396,NCT03956810,Interventional
5423,NCT02182115,Interventional
5425,NCT02021617,Interventional
5462,NCT03429985,Interventional
5447,NCT02194088,Interventional
5460,NCT00992264,Interventional
5459,NCT02974582,Interventional
5457,NCT01937468,Interventional
5456,NCT01868672,Interventional
5455,NCT02626949,Interventional
5454,NCT02076152,Interventional
5452,NCT00788944,Interventional
5451,NCT01966302,Interventional
5450,NCT02234011,Interventional
5449,NCT02352480,Interventional
5448,NCT01698177,Interventional
5445,NCT00381524,Interventional
5427,NCT03056625,Interventional
5444,NCT00473239,Interventional
5442,NCT02488915,Interventional
5441,NCT02854657,Interventional
5440,NCT02530619,Interventional
5437,NCT04160975,Interventional
5436,NCT00106041,Interventional
5435,NCT00753012,Interventional
5433,NCT01480167,Interventional
5432,NCT03551184,Interventional
5431,NCT02641353,Interventional
5430,NCT01442493,Interventional
5250,NCT02075151,Interventional
5248,NCT01889446,Interventional
4960,NCT02941601,Interventional
5247,NCT04421755,Interventional
5071,NCT02660970,Interventional
5070,NCT00138411,Interventional
5069,NCT03858868,Interventional
5068,NCT01508676,Interventional
5067,NCT02678026,Interventional
5066,NCT01801696,Interventional
5065,NCT00612287,Interventional
5064,NCT00173537,Interventional
5061,NCT00747643,Interventional
5060,NCT01960946,Interventional
5059,NCT00356200,Interventional
5058,NCT03457272,Interventional
5056,NCT00568854,Interventional
5054,NCT00298922,Interventional
5053,NCT00790478,Interventional
5052,NCT01331486,Interventional
5048,NCT01369797,Interventional
5047,NCT01500083,Interventional
5046,NCT00617825,Interventional
5044,NCT00748111,Interventional
5043,NCT00901459,Interventional
5041,NCT03914365,Interventional
5040,NCT03102580,Interventional
5039,NCT03291808,Interventional
5038,NCT02036502,Interventional
5072,NCT01646463,Interventional
5073,NCT04502589,Interventional
5074,NCT04247087,Interventional
5090,NCT00313144,Interventional
5105,NCT00057070,Interventional
5103,NCT03724487,Interventional
5102,NCT01993251,Interventional
5101,NCT00574587,Interventional
5100,NCT03832283,Interventional
5098,NCT03741335,Interventional
5097,NCT00109161,Interventional
5096,NCT00000788,Interventional
5095,NCT03365063,Interventional
5093,NCT03069092,Interventional
5092,NCT04590521,Interventional
5089,NCT03869138,Interventional
5075,NCT03662412,Interventional
5088,NCT04032613,Interventional
5087,NCT01854892,Interventional
5086,NCT03520400,Interventional
5085,NCT01247753,Interventional
5084,NCT01960465,Interventional
5083,NCT02155127,Interventional
5082,NCT04300699,Interventional
5081,NCT02120248,Interventional
5079,NCT04396431,Interventional
5077,NCT03337438,Interventional
5076,NCT01001221,Interventional
5035,NCT03349775,Interventional
5034,NCT03372018,Interventional
5033,NCT01573494,Interventional
4977,NCT01270113,Interventional
4996,NCT01626729,Interventional
4995,NCT02186379,Interventional
4994,NCT04043689,Interventional
4993,NCT02154555,Interventional
4991,NCT01174173,Interventional
4990,NCT01892631,Interventional
4987,NCT00659087,Interventional
4985,NCT03785678,Interventional
4984,NCT03693313,Interventional
4983,NCT02720484,Interventional
4980,NCT02093091,Interventional
4976,NCT01972048,Interventional
4998,NCT01874951,Interventional
4975,NCT01929564,Interventional
4974,NCT02747732,Interventional
4973,NCT02800642,Interventional
4972,NCT03305393,Interventional
4971,NCT02694978,Interventional
4969,NCT00433173,Interventional
4966,NCT02091323,Interventional
4965,NCT04424823,Interventional
4964,NCT00672204,Interventional
4962,NCT03168698,Interventional
4961,NCT03106363,Interventional
4997,NCT00138723,Interventional
4999,NCT01722032,Interventional
5032,NCT02056535,Interventional
5019,NCT00324675,Interventional
5031,NCT04540003,Interventional
5030,NCT04313296,Interventional
5029,NCT02801747,Interventional
5028,NCT00167648,Interventional
5027,NCT03779191,Interventional
5026,NCT02233517,Interventional
5025,NCT04026399,Interventional
5024,NCT00430196,Interventional
5022,NCT03308097,Interventional
5021,NCT01633567,Interventional
5020,NCT04397055,Interventional
5018,NCT01221506,Interventional
5001,NCT00489151,Interventional
5017,NCT03923491,Interventional
5016,NCT01466998,Interventional
5015,NCT04266938,Interventional
5014,NCT04168658,Interventional
5013,NCT01844596,Interventional
5010,NCT03000998,Interventional
5009,NCT00491660,Interventional
5007,NCT03020758,Interventional
5006,NCT02383303,Interventional
5005,NCT00237367,Interventional
5002,NCT02333019,Interventional
5106,NCT00699777,Interventional
5109,NCT02839785,Interventional
5110,NCT01280968,Interventional
5198,NCT01575860,Interventional
5209,NCT01639079,Interventional
5208,NCT03989063,Interventional
5207,NCT01253408,Interventional
5206,NCT04151186,Interventional
5205,NCT00120302,Interventional
5204,NCT00046306,Interventional
5203,NCT03119363,Interventional
5202,NCT00230646,Interventional
5201,NCT00010491,Interventional
5200,NCT01007630,Interventional
5199,NCT04334278,Interventional
5197,NCT00991978,Interventional
5212,NCT04458545,Interventional
5196,NCT03758742,Interventional
5194,NCT01347112,Interventional
5192,NCT01109524,Interventional
5191,NCT01616537,Interventional
5190,NCT04108052,Interventional
5189,NCT02979197,Interventional
5188,NCT03442192,Interventional
5187,NCT01636466,Interventional
5186,NCT01657760,Interventional
5185,NCT01467050,Interventional
5184,NCT03373916,Interventional
5210,NCT03308565,Interventional
5214,NCT04275180,Interventional
5182,NCT02947009,Interventional
5231,NCT03018106,Interventional
5246,NCT01893112,Interventional
5245,NCT02534376,Interventional
5242,NCT02540512,Interventional
5241,NCT02019524,Interventional
5239,NCT04609995,Interventional
5238,NCT04267978,Interventional
5237,NCT04446468,Interventional
5235,NCT00645047,Interventional
5234,NCT02697565,Interventional
5233,NCT01520298,Interventional
5232,NCT00187928,Interventional
5230,NCT04356274,Interventional
5215,NCT00686426,Interventional
5227,NCT01968694,Interventional
5226,NCT01252251,Interventional
5225,NCT00203710,Interventional
5224,NCT04047251,Interventional
5223,NCT01199666,Interventional
5222,NCT04184843,Interventional
5221,NCT02257372,Interventional
5220,NCT02417506,Interventional
5218,NCT02138838,Interventional
5217,NCT03666247,Interventional
5216,NCT03844867,Interventional
5183,NCT04276051,Interventional
5180,NCT03007485,Interventional
5112,NCT03501082,Interventional
5128,NCT01395784,Interventional
5142,NCT04565028,Interventional
5141,NCT03978533,Interventional
5139,NCT00230568,Interventional
5137,NCT02698891,Interventional
5136,NCT01286038,Interventional
5134,NCT02078284,Interventional
5133,NCT03818789,Interventional
5132,NCT02652286,Interventional
5131,NCT03232086,Interventional
5130,NCT03009045,Interventional
5129,NCT01341587,Interventional
5125,NCT01155869,Interventional
5144,NCT03041077,Interventional
5124,NCT01791660,Interventional
5122,NCT01859858,Interventional
5121,NCT01849887,Interventional
5120,NCT02975167,Interventional
5119,NCT02720471,Interventional
5118,NCT04248751,Interventional
5117,NCT02456311,Interventional
5116,NCT00798538,Interventional
5115,NCT02002403,Interventional
5114,NCT02798432,Interventional
5113,NCT01119521,Interventional
5143,NCT01505244,Interventional
5145,NCT01263418,Interventional
5179,NCT03731000,Interventional
5165,NCT04536350,Interventional
5178,NCT03450135,Interventional
5177,NCT00230477,Interventional
5176,NCT02964338,Interventional
5175,NCT02945046,Interventional
5174,NCT03694028,Interventional
5173,NCT03528382,Interventional
5172,NCT02500589,Interventional
5170,NCT00129662,Interventional
5169,NCT01856205,Interventional
5167,NCT03808545,Interventional
5166,NCT03555370,Interventional
5164,NCT01781936,Interventional
5147,NCT01827826,Interventional
5162,NCT04500626,Interventional
5160,NCT01351805,Interventional
5159,NCT03710356,Interventional
5156,NCT01324102,Interventional
5155,NCT04168203,Interventional
5154,NCT02166294,Interventional
5153,NCT03283657,Interventional
5151,NCT01494844,Interventional
5150,NCT02172040,Interventional
5149,NCT01202500,Interventional
5148,NCT00183989,Interventional
4372,NCT03483805,Interventional
4918,NCT01267110,Interventional
4368,NCT04059705,Interventional
3523,NCT00280826,Interventional
3633,NCT03830307,Interventional
3632,NCT00978627,Interventional
3631,NCT02587520,Interventional
3630,NCT00988403,Interventional
3629,NCT00396318,Interventional
3628,NCT00733096,Interventional
3626,NCT01188070,Interventional
3623,NCT00114010,Interventional
3621,NCT03814798,Interventional
3620,NCT00440648,Interventional
3618,NCT02234557,Interventional
3617,NCT03148496,Interventional
3616,NCT02720497,Interventional
3614,NCT01707524,Interventional
3613,NCT02602691,Interventional
3612,NCT00420719,Interventional
3611,NCT04371887,Interventional
3610,NCT00035100,Interventional
3609,NCT03966053,Interventional
3608,NCT01539720,Interventional
3606,NCT04002830,Interventional
3604,NCT04306445,Interventional
3603,NCT00727636,Interventional
3602,NCT01533480,Interventional
3601,NCT01707069,Interventional
3634,NCT03555266,Interventional
3637,NCT00336232,Interventional
3638,NCT00608426,Interventional
3658,NCT00260156,Interventional
3674,NCT00613730,Interventional
3672,NCT00321295,Interventional
3671,NCT01512095,Interventional
3670,NCT00232115,Interventional
3669,NCT01951417,Interventional
3665,NCT04009070,Interventional
3664,NCT01261325,Interventional
3662,NCT00787566,Interventional
3661,NCT04495569,Interventional
3660,NCT03224819,Interventional
3659,NCT01660607,Interventional
3657,NCT00718588,Interventional
3639,NCT04274894,Interventional
3656,NCT01668667,Interventional
3655,NCT03992469,Interventional
3653,NCT01917994,Interventional
3650,NCT03739021,Interventional
3648,NCT00053742,Interventional
3647,NCT01070056,Interventional
3645,NCT00318422,Interventional
3644,NCT00518882,Interventional
3643,NCT00936897,Interventional
3642,NCT02521454,Interventional
3641,NCT00459615,Interventional
3599,NCT01171027,Interventional
3598,NCT02511054,Interventional
3595,NCT02021344,Interventional
3542,NCT02146781,Interventional
3555,NCT01518478,Interventional
3554,NCT01410669,Interventional
3551,NCT01212978,Interventional
3550,NCT01941277,Interventional
3549,NCT00156520,Interventional
3548,NCT02158884,Interventional
3547,NCT02969369,Interventional
3546,NCT01616628,Interventional
3545,NCT02565420,Interventional
3544,NCT03520530,Interventional
3543,NCT02882620,Interventional
3540,NCT00268957,Interventional
3557,NCT03652740,Interventional
3539,NCT00150046,Interventional
3538,NCT00238498,Interventional
3537,NCT00005766,Interventional
3536,NCT02561286,Interventional
3535,NCT01730911,Interventional
3534,NCT00115973,Interventional
3533,NCT01965756,Interventional
3531,NCT01072123,Interventional
3530,NCT03009968,Interventional
3529,NCT01588158,Interventional
3528,NCT00266461,Interventional
3556,NCT01810354,Interventional
3559,NCT04069832,Interventional
3594,NCT02026297,Interventional
3579,NCT03253783,Interventional
3592,NCT03361800,Interventional
3591,NCT04043130,Interventional
3590,NCT00773279,Interventional
3588,NCT03860259,Interventional
3587,NCT00486902,Interventional
3586,NCT00396032,Interventional
3584,NCT01506544,Interventional
3583,NCT04428112,Interventional
3582,NCT01256203,Interventional
3581,NCT01162122,Interventional
3580,NCT01866722,Interventional
3578,NCT04144062,Interventional
3563,NCT03786471,Interventional
3577,NCT01389726,Interventional
3576,NCT04005924,Interventional
3575,NCT00846573,Interventional
3574,NCT04598295,Interventional
3573,NCT01045707,Interventional
3572,NCT02404012,Interventional
3571,NCT04262791,Interventional
3569,NCT00847288,Interventional
3568,NCT00657826,Interventional
3567,NCT00492596,Interventional
3566,NCT02021604,Interventional
3675,NCT01925794,Interventional
3676,NCT03790137,Interventional
3677,NCT00414778,Interventional
3764,NCT01727895,Interventional
3778,NCT00485836,Interventional
3777,NCT00486018,Interventional
3776,NCT00087529,Interventional
3775,NCT03636477,Interventional
3774,NCT04023357,Interventional
3773,NCT00454779,Interventional
3772,NCT00422643,Interventional
3771,NCT03339245,Interventional
3769,NCT00668928,Interventional
3766,NCT03976869,Interventional
3765,NCT01338506,Interventional
3763,NCT01685034,Interventional
3780,NCT00094055,Interventional
3762,NCT03935828,Interventional
3760,NCT04082338,Interventional
3759,NCT03966755,Interventional
3757,NCT00219557,Interventional
3756,NCT01404910,Interventional
3755,NCT00724906,Interventional
3754,NCT03834142,Interventional
3753,NCT03284541,Interventional
3751,NCT03418870,Interventional
3750,NCT00166088,Interventional
3748,NCT04335929,Interventional
3779,NCT03445403,Interventional
3782,NCT03969329,Interventional
3745,NCT03588741,Interventional
3799,NCT00332852,Interventional
3814,NCT03407625,Interventional
3813,NCT00125138,Interventional
3812,NCT01264887,Interventional
3811,NCT01823341,Interventional
3810,NCT00094107,Interventional
3808,NCT00034294,Interventional
3807,NCT00551200,Interventional
3806,NCT00578812,Interventional
3805,NCT02378740,Interventional
3804,NCT04482699,Interventional
3803,NCT03553576,Interventional
3798,NCT02096432,Interventional
3783,NCT02752282,Interventional
3797,NCT02479620,Interventional
3796,NCT01063959,Interventional
3795,NCT01899976,Interventional
3794,NCT00414947,Interventional
3793,NCT00028353,Interventional
3791,NCT00069446,Interventional
3790,NCT00351832,Interventional
3789,NCT01591681,Interventional
3788,NCT00325429,Interventional
3786,NCT00097071,Interventional
3784,NCT01713777,Interventional
3746,NCT02987257,Interventional
3744,NCT00330369,Interventional
3678,NCT01199172,Interventional
3695,NCT03107468,Interventional
3708,NCT00233337,Interventional
3707,NCT02673229,Interventional
3706,NCT02824276,Interventional
3704,NCT00102388,Interventional
3703,NCT00395876,Interventional
3702,NCT01980485,Interventional
3701,NCT01742117,Interventional
3700,NCT00729937,Interventional
3699,NCT00110240,Interventional
3697,NCT00368134,Interventional
3696,NCT00335790,Interventional
3693,NCT03218787,Interventional
3711,NCT01733394,Interventional
3691,NCT00294242,Interventional
3690,NCT04468776,Interventional
3689,NCT03812263,Interventional
3688,NCT02629289,Interventional
3687,NCT00347412,Interventional
3686,NCT03650556,Interventional
3685,NCT03571893,Interventional
3684,NCT00684021,Interventional
3682,NCT00389675,Interventional
3681,NCT01411891,Interventional
3679,NCT00084136,Interventional
3710,NCT00312845,Interventional
3712,NCT01272232,Interventional
3743,NCT04461353,Interventional
3730,NCT00459316,Interventional
3742,NCT01638104,Interventional
3741,NCT02347202,Interventional
3740,NCT02253550,Interventional
3739,NCT04545320,Interventional
3738,NCT03256344,Interventional
3737,NCT01488227,Interventional
3735,NCT00101673,Interventional
3734,NCT02814552,Interventional
3733,NCT00353574,Interventional
3732,NCT03059004,Interventional
3731,NCT01786993,Interventional
3729,NCT02191137,Interventional
3713,NCT02629939,Interventional
3728,NCT00249405,Interventional
3727,NCT00528606,Interventional
3726,NCT01519999,Interventional
3724,NCT04240288,Interventional
3721,NCT01444911,Interventional
3719,NCT00528840,Interventional
3718,NCT00232076,Interventional
3717,NCT00736775,Interventional
3716,NCT00307580,Interventional
3715,NCT00539175,Interventional
3714,NCT00294723,Interventional
3525,NCT03455530,Interventional
3522,NCT00278928,Interventional
3817,NCT01273896,Interventional
3520,NCT03818737,Interventional
3331,NCT03767231,Interventional
3330,NCT01027611,Interventional
3329,NCT00114621,Interventional
3328,NCT01714102,Interventional
3327,NCT00763698,Interventional
3326,NCT03520387,Interventional
3323,NCT01812824,Interventional
3322,NCT03543735,Interventional
3321,NCT04046055,Interventional
3320,NCT00585689,Interventional
3319,NCT03173950,Interventional
3318,NCT03490045,Interventional
3316,NCT04312165,Interventional
3315,NCT02739893,Interventional
3314,NCT01856907,Interventional
3313,NCT03781115,Interventional
3311,NCT01136642,Interventional
3310,NCT01391858,Interventional
3309,NCT03399370,Interventional
3306,NCT03049904,Interventional
3304,NCT00556842,Interventional
3303,NCT03196297,Interventional
3300,NCT00754390,Interventional
3299,NCT03889418,Interventional
3298,NCT00813605,Interventional
3333,NCT04161040,Interventional
3334,NCT01789814,Interventional
3338,NCT02290106,Interventional
3358,NCT02460991,Interventional
