,NCTId,EnrollmentCount
8211,NCT01882439,395
9008,NCT04582617,3947
4732,NCT01556191,394
3472,NCT02367287,393
1095,NCT00620867,393
7521,NCT00379158,393
3778,NCT00485836,392
2882,NCT00375089,392
7694,NCT02910934,3915
8036,NCT01505257,391
1367,NCT02867358,391
46,NCT00875641,390659
2373,NCT02982993,3906
7226,NCT00140361,390
4103,NCT01353677,390
1087,NCT03527654,390
1308,NCT04274959,39
4553,NCT01029483,39
8483,NCT04232657,39
1275,NCT01921153,39
3584,NCT01506544,39
8838,NCT03235219,39
2036,NCT03342196,39
1145,NCT03291782,39
3547,NCT02969369,39
8794,NCT02150681,39
5241,NCT02019524,39
1685,NCT02159092,39
8885,NCT02071121,39
7169,NCT01559103,39
2303,NCT02174978,39
8528,NCT01978080,39
7446,NCT02269423,39
5802,NCT03198156,39
3998,NCT03903146,39
2668,NCT01331980,39
2272,NCT01894581,39
1132,NCT00291551,39
8858,NCT02206607,39
5143,NCT01505244,39
3839,NCT01234766,39
4358,NCT00534378,39
6807,NCT01665781,39
2928,NCT00106366,389
4684,NCT04580017,3880
2015,NCT00578994,388
8944,NCT03869970,388
7937,NCT00041119,3871
6683,NCT02987543,387
5535,NCT01466088,386
2549,NCT01161810,386
7577,NCT00431847,386
8497,NCT02700542,384
8067,NCT04332172,384
3730,NCT00459316,384
1572,NCT01618591,384
3760,NCT04082338,382
1749,NCT01988532,381
7623,NCT01903889,3806
9038,NCT04560673,380
4088,NCT03702920,380
1799,NCT00995410,380
9578,NCT04075682,380
2398,NCT04469036,380
1274,NCT02636348,380
5044,NCT00748111,380
8843,NCT00400803,38
1913,NCT03018119,38
8926,NCT02470754,38
7997,NCT02132650,38
9845,NCT03867682,38
93,NCT00960479,38
9065,NCT04538963,38
6212,NCT02481310,38
6961,NCT01548781,38
8003,NCT00483028,38
6381,NCT03214549,38
2192,NCT02531958,38
3833,NCT00099957,38
3875,NCT00081900,38
2648,NCT02070068,38
1696,NCT00936000,38
5780,NCT00595166,38
2775,NCT02161913,38
6776,NCT02718469,38
4829,NCT02698371,38
3455,NCT01284127,38
6715,NCT01186315,38
4432,NCT02445963,38
3399,NCT01740596,38
8936,NCT01197911,38
5992,NCT04001790,38
3209,NCT01719367,38
7771,NCT02336048,38
7478,NCT00722280,38
4230,NCT01654926,38
9621,NCT04044430,38
6311,NCT04186533,38
4937,NCT04271462,38
4261,NCT02103335,38
9074,NCT04526509,38
2180,NCT03420638,38
9932,NCT03807739,38
4771,NCT04509622,38
9749,NCT03941730,38
8276,NCT02929485,38
6402,NCT02232659,38
1175,NCT02891421,38
5568,NCT01992874,38
2044,NCT00563901,37939
8518,NCT03602456,378828
7778,NCT02976389,3780
2464,NCT00071448,378
8955,NCT02290223,376
9270,NCT04340570,376
6273,NCT00606580,375
3899,NCT02312050,375
5204,NCT00046306,375
2901,NCT04134923,375
9025,NCT04569747,375
1986,NCT03568331,375
1301,NCT00847483,375
2257,NCT00341848,374
8598,NCT03051997,374
1477,NCT02195505,374
7845,NCT02143648,373
5938,NCT02319967,373
2555,NCT01364428,373
3685,NCT03571893,373
1958,NCT00313001,373
5107,NCT00901173,372
2991,NCT02737514,371
8049,NCT01408147,371
5577,NCT03294551,37003
7724,NCT00829114,370
3697,NCT00368134,370
9182,NCT04421560,37
5931,NCT01213914,37
3167,NCT00323414,37
1540,NCT00633516,37
1984,NCT01999322,37
3458,NCT00566995,37
3047,NCT02800486,37
8882,NCT01882010,37
4192,NCT03093662,37
8261,NCT03223337,37
4349,NCT02915471,37
1869,NCT02873299,37
6170,NCT00411632,37
2486,NCT00203996,37
7985,NCT02760030,37
7081,NCT00367770,37
9811,NCT03891784,37
1305,NCT04374201,37
3001,NCT00510614,37
2538,NCT01015820,37
4702,NCT02045290,37
6088,NCT01673594,37
5480,NCT00837148,37
8293,NCT00861627,37
5136,NCT01286038,37
8683,NCT02086604,37
2433,NCT03379558,37
7654,NCT02268292,37
8905,NCT00793975,37
8339,NCT03574584,37
3095,NCT00744133,37
4092,NCT02807454,37
1807,NCT00333203,369
1806,NCT00333268,369
2983,NCT03927742,368
5443,NCT00391365,368
3341,NCT00990262,368
1435,NCT00164619,3660
7234,NCT01387490,366
2416,NCT01957085,366
7530,NCT02949063,366
7375,NCT01049516,366
4725,NCT00062556,366
73,NCT00601835,3651
4610,NCT03640312,365
5441,NCT02854657,364
1816,NCT04146545,364
7913,NCT00719563,364
4639,NCT01353352,3633
1636,NCT01273220,36309
7902,NCT02848235,363
1954,NCT00714168,363
4405,NCT00734539,362
2662,NCT00660322,362
7956,NCT01099449,362
8901,NCT00570440,362
3996,NCT01431183,3618
1545,NCT03264898,3600
6740,NCT03680456,360
9478,NCT04160000,360
6259,NCT01931358,360
2087,NCT00363857,360
9214,NCT04386291,360
8115,NCT04441307,360
9565,NCT04084561,360
5098,NCT03741335,360
1395,NCT03904186,360
8920,NCT02165735,360
8842,NCT03592771,360
2489,NCT01514279,360
1907,NCT01591655,360
3863,NCT04302727,360
5200,NCT01007630,36
4205,NCT04006119,36
1864,NCT00137202,36
6068,NCT02023996,36
9193,NCT04407377,36
3557,NCT03652740,36
7903,NCT04216030,36
9079,NCT04523636,36
1389,NCT02898779,36
1376,NCT00299741,36
7483,NCT03571932,36
5380,NCT03681353,36
8364,NCT04474405,36
9465,NCT04174677,36
8974,NCT02002819,36
9203,NCT04398745,36
5603,NCT03542812,36
6962,NCT01429077,36
6030,NCT03150511,36
3117,NCT02241824,36
2270,NCT04203238,36
9011,NCT04580797,36
8511,NCT03406260,36
9802,NCT03901378,36
3314,NCT01856907,36
8988,NCT04599751,36
3883,NCT01235156,36
8437,NCT00679289,36
9563,NCT04087096,36
4416,NCT01321281,36
5866,NCT00004025,36
7846,NCT01153386,36
7829,NCT02711267,36
3738,NCT03256344,36
4108,NCT00691587,36
6553,NCT04392557,36
1597,NCT00320970,36
7769,NCT00876889,36
6792,NCT00178698,36
2078,NCT00338741,36
5070,NCT00138411,36
2431,NCT01195571,36
1743,NCT03763591,36
9614,NCT04047836,36
1252,NCT01668069,36
7517,NCT00880204,36
6860,NCT02792114,36
9111,NCT04495257,36
8122,NCT00004409,36
5377,NCT00248092,36
8828,NCT04363242,36
9100,NCT04502407,36
5207,NCT01253408,36
8841,NCT02117336,36
7673,NCT03266120,36
5075,NCT03662412,36
9409,NCT04228055,36
7309,NCT04474093,36
5940,NCT00323921,36
3439,NCT01128764,36
4453,NCT00678652,36
1754,NCT02915237,36
1491,NCT02223065,36
9646,NCT04022889,36
5703,NCT04241471,36
8034,NCT01048619,36
4184,NCT02004691,36
4994,NCT04043689,36
5174,NCT03694028,36
8374,NCT02973594,36
2394,NCT02828111,36
9353,NCT04269707,36
8583,NCT04454424,36
3170,NCT03856255,36
3303,NCT03196297,36
6349,NCT03005145,3598
7711,NCT02843178,359
7963,NCT00874211,3571
4362,NCT00192634,357
5265,NCT02556996,356
12,NCT02663219,356
1385,NCT02989103,35593
6637,NCT00254072,355
4941,NCT03185832,355
9858,NCT03863353,355
7491,NCT01052584,354
3626,NCT01188070,354
5298,NCT04323774,354
4510,NCT00211991,354
4008,NCT02061579,354
6812,NCT04595344,352
7855,NCT00773734,352
9298,NCT04317417,352
3744,NCT00330369,352
5863,NCT00370214,3515
3431,NCT01938222,351
3003,NCT01419652,351
7768,NCT01597518,351
7238,NCT01398319,35000
6659,NCT03887247,3500
7392,NCT01611350,3500
2947,NCT00339430,3500
3864,NCT03924414,3500
9043,NCT04556175,350
3751,NCT03418870,350
4166,NCT03401385,350
5172,NCT02500589,350
5995,NCT03921658,350
8274,NCT02074254,350
1303,NCT00118651,350
9541,NCT04097717,350
1615,NCT01582802,350
1263,NCT00143221,350
2176,NCT00546858,350
4136,NCT03400514,350
5569,NCT02938130,350
2457,NCT01153555,350
7504,NCT00272220,350
2544,NCT01513473,350
8151,NCT01545934,350
7503,NCT01637324,350
9245,NCT04357717,350
1153,NCT02097173,35
3856,NCT00747734,35
6415,NCT01625221,35
7686,NCT01067287,35
5539,NCT03839589,35
5885,NCT01988402,35
7560,NCT00974402,35
7582,NCT03932929,35
8157,NCT03353922,35
4924,NCT03567837,35
4384,NCT02222662,35
8626,NCT01841333,35
8793,NCT01992341,35
9766,NCT03929211,35
6159,NCT00636090,35
4107,NCT02804750,35
3784,NCT01713777,35
3146,NCT02039375,35
2490,NCT03014037,35
5296,NCT00298155,35
8614,NCT00253448,35
5261,NCT00385762,35
6387,NCT03516838,35
4450,NCT00984256,35
3995,NCT02262806,35
9161,NCT04448834,35
9158,NCT04452201,35
5830,NCT04316429,35
5625,NCT01955408,35
1537,NCT02228850,35
3172,NCT02176213,35
9450,NCT04195399,35
5677,NCT00681993,35
7833,NCT01775995,35
6571,NCT02049151,35
6115,NCT01339208,35
5068,NCT01508676,35
5643,NCT02627599,35
9108,NCT04496297,35
8836,NCT02325128,35
5323,NCT02132715,35
6944,NCT03521856,35
3968,NCT04023604,35
9941,NCT03803488,35
9435,NCT04209049,35
7441,NCT02832778,35
3113,NCT04608149,35
4413,NCT02551666,35
9086,NCT04516213,35
8322,NCT01219647,35
3374,NCT03634306,35
6543,NCT01987908,35
9244,NCT04359108,35
1520,NCT00183742,35
9714,NCT03976076,35
8180,NCT00414323,35
6451,NCT00782353,35
1888,NCT00659672,35
7383,NCT01253915,35
2365,NCT00421850,3491
1464,NCT00805948,349
3889,NCT00444301,349
5365,NCT02774330,3488
5671,NCT00275587,348
5736,NCT02147522,348
3415,NCT01440634,347
3419,NCT03060291,347
9297,NCT04317586,347
7096,NCT01079247,347
1979,NCT04571697,34647
1928,NCT00071175,3460
5058,NCT03457272,34556
1988,NCT01532986,345
2073,NCT00133198,345
7822,NCT00094302,3445
7198,NCT03254628,3440
9351,NCT04270474,344
5604,NCT00401414,344
3577,NCT01389726,343
6244,NCT02505035,34239
5404,NCT01921309,342
6580,NCT00157586,342
1855,NCT01617109,342
4911,NCT04379063,342
7757,NCT01177072,342
6172,NCT00409968,341
6424,NCT00021814,3407
5385,NCT01607541,3400
2213,NCT00344903,3400
4225,NCT03474029,3400
8264,NCT04491591,340
9564,NCT04086875,340
1914,NCT02115724,340
7595,NCT04545424,340
9145,NCT04466644,340
6530,NCT04041284,340
9819,NCT03882762,34
5431,NCT02641353,34
2043,NCT01064011,34
6957,NCT01795079,34
8525,NCT00342966,34
4535,NCT03660917,34
8073,NCT02184494,34
5446,NCT01912833,34
9638,NCT04032834,34
3766,NCT03976869,34
3208,NCT03992378,34
7767,NCT02050165,34
7603,NCT01287104,34
5657,NCT02792426,34
8342,NCT00713050,34
6967,NCT01115998,34
1054,NCT00935337,34
2608,NCT00352651,34
6972,NCT00735670,34
5115,NCT02002403,34
4061,NCT00835120,34
8745,NCT01394003,34
9081,NCT04523155,34
6645,NCT02187224,34
2885,NCT01137669,34
1741,NCT03095807,34
2875,NCT01625546,34
3668,NCT02794181,34
8757,NCT00596284,34
2957,NCT01125397,34
4492,NCT02140788,34
7284,NCT01175993,34
7472,NCT03412136,34
8585,NCT02700698,34
3175,NCT02303275,34
4460,NCT00248833,34
8509,NCT01239368,34
9912,NCT03821246,34
3342,NCT00700804,34
9758,NCT03936465,34
8506,NCT01490697,34
9995,NCT03768310,34
9814,NCT03887429,34
2262,NCT01654315,34
2315,NCT02781844,34
7352,NCT03065101,34
6197,NCT02045784,34
9718,NCT03971799,34
8633,NCT01672684,34
4039,NCT01192178,339
9187,NCT04414982,339
9084,NCT04517734,338
3500,NCT04434352,338
7796,NCT03334266,338
7616,NCT04075513,338
5215,NCT00686426,338
8013,NCT02193984,336
9500,NCT04132869,336
9783,NCT03914573,3355
5437,NCT04160975,3350
1987,NCT00599014,335
6471,NCT03059095,335
4158,NCT02842853,3344
4728,NCT04119206,334
6209,NCT00851799,334
1617,NCT01847560,333664
6596,NCT01381406,3333
2012,NCT01903291,333
2879,NCT00340548,333
7900,NCT01665690,33222
1480,NCT00916695,332
8942,NCT01566461,331
8850,NCT01435603,331
9069,NCT04531514,330
4688,NCT01867905,330
4337,NCT02578641,330
6931,NCT03890666,330
5790,NCT03361384,330
8751,NCT03932773,330
7217,NCT00355043,330
8760,NCT01513343,330
4504,NCT03655730,330
2968,NCT00266058,33
9516,NCT04121312,33
5336,NCT02879006,33
3661,NCT04495569,33
7876,NCT03817736,33
3410,NCT02861898,33
5371,NCT03529422,33
5339,NCT03465813,33
4761,NCT03490682,33
8805,NCT01214655,33
2194,NCT02762370,33
3370,NCT02226835,33
8124,NCT02213029,33
2793,NCT00134680,33
3480,NCT00506597,33
9729,NCT03961932,33
4781,NCT03578939,33
8851,NCT01835223,33
6379,NCT00587392,33
1716,NCT00873223,33
2249,NCT03906942,33
3553,NCT03201029,33
6136,NCT00972439,33
9769,NCT03927105,33
7253,NCT00744146,33
6184,NCT00083525,33
6302,NCT00508586,33
4831,NCT02599454,33
1180,NCT00803387,33
8712,NCT01834794,33
5194,NCT01347112,33
2237,NCT03306147,33
6657,NCT02418962,33
3835,NCT03422510,33
8217,NCT03227575,33
9322,NCT04295642,33
9412,NCT04226092,33
2131,NCT00156013,33
7461,NCT01583127,32986
7454,NCT03733301,329
8494,NCT01264718,329
6376,NCT02133469,3281
8188,NCT01632202,328
8198,NCT02313181,328
4320,NCT01228916,3273
3046,NCT00453700,327
7467,NCT04116463,327
4573,NCT02359916,32662
7141,NCT00123968,326
5542,NCT02346162,326
9320,NCT04299438,326
7489,NCT02725255,326
5652,NCT04603521,325
1999,NCT02408029,325
4417,NCT00460967,325
7867,NCT00933270,325
2822,NCT00097084,324
3908,NCT00880178,324
4202,NCT01228344,324
4815,NCT01068522,324
4608,NCT02328989,324
8265,NCT03872856,324
5576,NCT02359994,324
5573,NCT01034579,324
2567,NCT00004992,3234
6294,NCT03347552,323
2835,NCT01850615,323
9184,NCT04417946,323
1860,NCT00356837,323
7853,NCT02006719,322
5871,NCT03250338,322
3879,NCT00312364,322
9556,NCT04090359,322
7854,NCT03014414,321
8027,NCT01515072,321
1075,NCT00618956,321
7842,NCT01615237,3207
4255,NCT00032344,3200
85,NCT00306007,320
6242,NCT04573478,320
9368,NCT04257045,320
4102,NCT03892889,320
6104,NCT01448694,320
7678,NCT01968590,320
6899,NCT00155649,320
5822,NCT01280344,320
9793,NCT03907449,320
9162,NCT04448002,320
8625,NCT03310918,320
9362,NCT04262180,320
9131,NCT04479943,320
7498,NCT01033513,320
5077,NCT03337438,320
8543,NCT03674944,320
7370,NCT02123251,320
6416,NCT03311126,32
1136,NCT03906006,32
5128,NCT01395784,32
6377,NCT01523080,32
7406,NCT01416948,32
7752,NCT04312334,32
4837,NCT01372358,32
8912,NCT03356639,32
8867,NCT03095391,32
1835,NCT01349725,32
7458,NCT01672710,32
7691,NCT02052037,32
2711,NCT02110381,32
8235,NCT00676793,32
6011,NCT03615196,32
1230,NCT02818413,32
8624,NCT04207060,32
6189,NCT02063230,32
9980,NCT03776539,32
8423,NCT00006172,32
3851,NCT00094094,32
9820,NCT03882359,32
1804,NCT01943084,32
2920,NCT00169754,32
4665,NCT03711981,32
8251,NCT01649947,32
3137,NCT01951092,32
5646,NCT01145209,32
4241,NCT01717287,32
8022,NCT02160847,32
4435,NCT02018250,32
8964,NCT03233594,32
3810,NCT00094107,32
4400,NCT02079831,32
7609,NCT03894241,32
4948,NCT03426891,32
8310,NCT03482440,32
7928,NCT02331368,32
2665,NCT03199313,32
5874,NCT04307420,32
8586,NCT00000798,32
4464,NCT00082069,32
3165,NCT02144051,32
9278,NCT04332523,32
6214,NCT03113786,32
4904,NCT03111810,32
1236,NCT01241149,32
4795,NCT02613767,32
8284,NCT00089154,32
8127,NCT01276600,32
6928,NCT04120363,32
6929,NCT02075801,32
5988,NCT04140708,32
4097,NCT01889797,32
9553,NCT04090775,32
8579,NCT01428258,32
7164,NCT03499951,32
4382,NCT04139187,32
6296,NCT02953860,32
5711,NCT02958267,32
5731,NCT02789215,32
9052,NCT04548648,32
9497,NCT04134884,32
4004,NCT02209077,32
8059,NCT01857440,32
2138,NCT01049776,32
7032,NCT01747811,32
5254,NCT00932295,32
7246,NCT01750268,32
1518,NCT02725905,3199
4220,NCT02245178,3193
6218,NCT01226433,319
4818,NCT03068117,319
7831,NCT01619930,319
6754,NCT03883009,318000
5518,NCT01110005,318
2858,NCT03566706,318
1546,NCT01108848,318
2705,NCT00059267,317
7571,NCT03060109,317
1894,NCT01339390,3169
8079,NCT01167270,316
4758,NCT03327103,316
4903,NCT02443220,315
6618,NCT02036931,315
3654,NCT00491842,315
4630,NCT00750685,315
4198,NCT00088504,315
1644,NCT02188329,31436
7252,NCT00754169,314
7350,NCT00595491,313
8550,NCT01839396,313
7330,NCT00204477,313
2881,NCT01322750,3125
7519,NCT00513500,3125
8830,NCT02823262,312
4624,NCT01889225,311982
6667,NCT02792699,311
3842,NCT02207517,311
3371,NCT01320150,311
7931,NCT00053898,3104
4486,NCT00788879,3100
2808,NCT04221815,3100
3437,NCT03723655,310
9549,NCT04092101,310
5307,NCT04570293,310
5243,NCT03743337,310
5138,NCT04287361,310
7254,NCT00466934,31
1995,NCT03311646,31
4031,NCT02588651,31
5338,NCT04114526,31
5186,NCT01657760,31
3812,NCT01264887,31
1081,NCT01603550,31
8259,NCT00514449,31
4842,NCT01155843,31
6709,NCT01672658,31
8314,NCT03404219,31
1781,NCT01846858,31
8017,NCT01695291,31
3821,NCT00796419,31
5566,NCT00473642,31
6123,NCT01265433,31
1876,NCT01502345,31
7539,NCT04031326,31
1279,NCT01124903,31
2399,NCT02840097,31
5528,NCT02592070,31
2097,NCT03327831,31
6701,NCT02322047,31
8857,NCT03454022,31
1612,NCT00715026,31
6946,NCT03298724,31
1725,NCT01473953,31
3692,NCT02469532,31
4452,NCT00761020,31
8581,NCT00266864,31
8787,NCT01457339,31
2771,NCT01193777,31
8043,NCT01337232,31
8121,NCT04007913,31
5794,NCT01378065,31
6071,NCT02006368,31
6955,NCT01815554,31
6369,NCT00028145,3090
3317,NCT04098900,309
1496,NCT02348853,308
3727,NCT00528606,308
8107,NCT04043936,308
5543,NCT02789176,307
4647,NCT02602730,307
4254,NCT01190254,306
6668,NCT01768546,306
6254,NCT02488980,306
3420,NCT00339235,30570
2497,NCT03195205,3051
7388,NCT01554891,305
1473,NCT02140762,305
9445,NCT04201132,305
5410,NCT03542084,305
3554,NCT01410669,305
5769,NCT03266003,304
3921,NCT01589692,304
2225,NCT03236155,304
2277,NCT00387166,304
4077,NCT01871506,303
3291,NCT01516801,303
3359,NCT03736603,303
6128,NCT01118208,303
2495,NCT01230606,303
6971,NCT00924976,303
7200,NCT03058302,302
6739,NCT03302299,302
7844,NCT02229851,301
6455,NCT04219540,301
3367,NCT00811057,301
4750,NCT03245879,30000
7086,NCT03354351,3000
3335,NCT00454506,3000
5173,NCT03528382,3000
1827,NCT02997345,3000
2208,NCT04533360,3000
3337,NCT00454467,3000
5476,NCT02594202,3000
6547,NCT03539315,3000
3305,NCT04398628,3000
1470,NCT01921127,3000
3624,NCT00064870,3000
6726,NCT00387075,3000
9577,NCT04076813,3000
6861,NCT03682263,3000
4989,NCT04071327,3000
2188,NCT00615706,300
1125,NCT02455024,300
4790,NCT03971318,300
1124,NCT04576832,300
7290,NCT03079999,300
5430,NCT01442493,300
4724,NCT03595410,300
6938,NCT03339648,300
9033,NCT04565119,300
4768,NCT01622959,300
8797,NCT03158038,300
6865,NCT03660696,300
4769,NCT03971305,300
6964,NCT01387100,300
7816,NCT02431208,300
6830,NCT00570206,300
5584,NCT02070328,300
1579,NCT02296164,300
9635,NCT04036396,300
6003,NCT03769259,300
9335,NCT04285814,300
2640,NCT03099954,300
4381,NCT01013636,300
9164,NCT04443608,300
8281,NCT02551640,300
5378,NCT03297645,300
2152,NCT00763308,300
7399,NCT04020471,300
8513,NCT03849716,300
3966,NCT03344458,300
1374,NCT03969654,300
2000,NCT02050113,300
5946,NCT04210076,300
9813,NCT03890107,300
5837,NCT01601847,300
9374,NCT04253782,300
3558,NCT02795624,300
7719,NCT00201929,300
6866,NCT03760497,300
2350,NCT04221633,300
9597,NCT04057183,300
7106,NCT02439762,300
1978,NCT00296101,300
7139,NCT00188682,300
3691,NCT00294242,300
5099,NCT01454492,300
3315,NCT02739893,300
9910,NCT03822962,300
9890,NCT03838510,300
4537,NCT03890497,300
2765,NCT04135443,300
4137,NCT03378219,300
7510,NCT03431558,300
1654,NCT00889772,300
5982,NCT04293016,300
6532,NCT03893825,300
7950,NCT00081250,300
4935,NCT04549493,300
9097,NCT04506294,300
7751,NCT03529695,300
3287,NCT00291044,300
8221,NCT02021578,300
1043,NCT02030990,300
5041,NCT03914365,300
4495,NCT02901639,300
4939,NCT03030508,300
8406,NCT04372823,300
9107,NCT04497129,300
5465,NCT00032513,300
2104,NCT00592371,300
1203,NCT00644631,300
2583,NCT04562649,300
5909,NCT01832714,300
5877,NCT01941862,300
2578,NCT04510168,300
4229,NCT02716909,300
3808,NCT00034294,300
3402,NCT03738462,300
1679,NCT00976833,300
1479,NCT01858428,300
1057,NCT03421561,300
6873,NCT00632944,300
1848,NCT00814905,300
9272,NCT04337021,300
7860,NCT04465708,300
9448,NCT04195646,300
6318,NCT00756626,300
9036,NCT04563026,300
9153,NCT04459416,300
7418,NCT01123798,300
5901,NCT02807623,300
3716,NCT00307580,300
6460,NCT02276118,300
6206,NCT04517396,300
4986,NCT03230305,300
6018,NCT03418129,300
5506,NCT03487692,300
3096,NCT04097834,300
3246,NCT03602391,300
1559,NCT03931395,300
5719,NCT03541187,300
1993,NCT03252951,300
8110,NCT01858311,300
4095,NCT01560026,300
5057,NCT04313998,300
9488,NCT04145895,300
9671,NCT04003051,300
5870,NCT01105091,30
2226,NCT00451841,30
6824,NCT02206542,30
8617,NCT03219307,30
4430,NCT02930226,30
8267,NCT03917979,30
1207,NCT02458092,30
2807,NCT04052815,30
8004,NCT01437852,30
2986,NCT01239095,30
4623,NCT04427995,30
6611,NCT02832401,30
6256,NCT02483260,30
6282,NCT00298610,30
5747,NCT02188563,30
5745,NCT02796859,30
2831,NCT02776917,30
9902,NCT03828916,30
4756,NCT00672594,30
1387,NCT00844493,30
4762,NCT00372983,30
5718,NCT00440336,30
1365,NCT02015390,30
1361,NCT00963690,30
4729,NCT04266210,30
4644,NCT02601625,30
2940,NCT02834624,30
2094,NCT00123825,30
5799,NCT01328197,30
4715,NCT03512730,30
5772,NCT03828708,30
5773,NCT02559219,30
4709,NCT01336452,30
2919,NCT02665338,30
2116,NCT00865358,30
7590,NCT03839719,30
4678,NCT00364234,30
6266,NCT01083576,30
6267,NCT01080716,30
7591,NCT03844061,30
6268,NCT01032382,30
3051,NCT00811278,30
3057,NCT04499508,30
2811,NCT00001060,30
3120,NCT02124044,30
3189,NCT01884740,30
8260,NCT00515177,30
1241,NCT00558701,30
9916,NCT03819387,30
4468,NCT00256477,30
3150,NCT01673789,30
9927,NCT03811444,30
9930,NCT03810508,30
6565,NCT02676479,30
5847,NCT01793090,30
7762,NCT02737761,30
6770,NCT03564795,30
6768,NCT03996876,30
8548,NCT04231851,30
9955,NCT03795051,30
6719,NCT01087736,30
1302,NCT02105896,30
9959,NCT03792698,30
5670,NCT02262832,30
3093,NCT01295879,30
1316,NCT02207608,30
1319,NCT02369614,30
2035,NCT03978234,30
5679,NCT00722761,30
1329,NCT00588796,30
1333,NCT01862653,30
9967,NCT03785392,30
4531,NCT01330264,30
128,NCT03631472,30
2041,NCT02147418,30
6343,NCT02665520,30
3794,NCT00414947,30
7457,NCT02791945,30
7243,NCT03358563,30
7257,NCT01031927,30
4078,NCT03937960,30
4074,NCT01321346,30
5042,NCT03285191,30
5348,NCT03864302,30
9075,NCT04524962,30
4064,NCT04351841,30
9539,NCT04103060,30
9537,NCT04103619,30
4058,NCT03486405,30
5342,NCT03769571,30
7240,NCT02191267,30
8356,NCT02482935,30
4049,NCT03031457,30
9526,NCT04112433,30
5335,NCT04399889,30
1734,NCT04073940,30
7940,NCT00058357,30
7239,NCT04453943,30
4036,NCT04530032,30
9102,NCT04501796,30
7232,NCT03288233,30
2582,NCT02124824,30
7006,NCT02369861,30
9552,NCT04090970,30
9554,NCT04090684,30
5370,NCT02201212,30
3559,NCT04069832,30
5438,NCT02226874,30
1019,NCT01317667,30
3471,NCT02985801,30
3478,NCT00013910,30
7288,NCT00222690,30
9610,NCT04049643,30
8478,NCT02929667,30
9606,NCT04053868,30
5012,NCT04041297,30
2628,NCT00099723,30
5418,NCT02031328,30
8472,NCT03533829,30
5412,NCT04429789,30
6113,NCT01353027,30
9596,NCT04057365,30
6112,NCT01353040,30
2352,NCT00856830,30
9009,NCT04582214,30
5589,NCT03158740,30
6378,NCT02634502,30
9574,NCT04080414,30
9570,NCT04082117,30
5033,NCT01573494,30
2392,NCT03800628,30
8458,NCT02399215,30
4169,NCT03180723,30
9267,NCT04341675,30
3742,NCT01638104,30
5112,NCT03501082,30
8424,NCT01729299,30
3750,NCT00166088,30
3754,NCT03834142,30
3759,NCT03966755,30
7143,NCT01538407,30
9255,NCT04349436,30
6058,NCT02318979,30
