,NCTId,InterventionType
9024,NCT04570839,Drug
9118,NCT04486313,Drug
1351,NCT00505414,Drug
1349,NCT01992172,Drug
1348,NCT00001723,Drug
1348,NCT00001723,Drug
9109,NCT04495348,Drug
9110,NCT04495283,Drug
9110,NCT04495283,Drug
9111,NCT04495257,Drug
9111,NCT04495257,Drug
9111,NCT04495257,Drug
1337,NCT01916629,Drug
1336,NCT01992185,Drug
9116,NCT04486716,Drug
1328,NCT00657618,Drug
9121,NCT04485026,Drug
1327,NCT00231998,Drug
1326,NCT00232011,Drug
1325,NCT00662012,Drug
1324,NCT01808352,Drug
1323,NCT02387203,Drug
1322,NCT00121316,Drug
1322,NCT00121316,Drug
9118,NCT04486313,Drug
1316,NCT02207608,Drug
1316,NCT02207608,Drug
9120,NCT04485559,Drug
9120,NCT04485559,Drug
1312,NCT00220805,Drug
1351,NCT00505414,Drug
1351,NCT00505414,Drug
1351,NCT00505414,Drug
1351,NCT00505414,Drug
1373,NCT00414011,Drug
1373,NCT00414011,Drug
9098,NCT04505410,Drug
9099,NCT04502706,Drug
9099,NCT04502706,Drug
1367,NCT02867358,Drug
1366,NCT02478788,Drug
1366,NCT02478788,Drug
9100,NCT04502407,Drug
1360,NCT00191282,Drug
1360,NCT00191282,Drug
1360,NCT00191282,Drug
1360,NCT00191282,Drug
1360,NCT00191282,Drug
1359,NCT02867059,Drug
9102,NCT04501796,Drug
1357,NCT02979613,Drug
1357,NCT02979613,Drug
1357,NCT02979613,Drug
1357,NCT02979613,Drug
9102,NCT04501796,Drug
9105,NCT04498520,Drug
9105,NCT04498520,Drug
9105,NCT04498520,Drug
1353,NCT00673465,Drug
1353,NCT00673465,Drug
1353,NCT00673465,Drug
1312,NCT00220805,Drug
1309,NCT00263887,Drug
1003,NCT03363464,Drug
1263,NCT00143221,Drug
1271,NCT00859105,Drug
1271,NCT00859105,Drug
1271,NCT00859105,Drug
1271,NCT00859105,Drug
1268,NCT00328926,Drug
1268,NCT00328926,Drug
1268,NCT00328926,Drug
1268,NCT00328926,Drug
1268,NCT00328926,Drug
9130,NCT04480086,Drug
1264,NCT03525561,Drug
1264,NCT03525561,Drug
1263,NCT00143221,Drug
1262,NCT00002102,Drug
1309,NCT00263887,Drug
1262,NCT00002102,Drug
1261,NCT00002103,Drug
1261,NCT00002103,Drug
1260,NCT00002317,Drug
1260,NCT00002317,Drug
1259,NCT00002434,Drug
1259,NCT00002434,Drug
9130,NCT04480086,Drug
9130,NCT04480086,Drug
1253,NCT01663558,Drug
1252,NCT01668069,Drug
1251,NCT01715220,Drug
1249,NCT02130323,Drug
1272,NCT00751127,Drug
1272,NCT00751127,Drug
9127,NCT04482712,Drug
1282,NCT02920398,Drug
1307,NCT01632761,Drug
9122,NCT04485013,Drug
1301,NCT00847483,Drug
1301,NCT00847483,Drug
1301,NCT00847483,Drug
1299,NCT01216982,Drug
1299,NCT01216982,Drug
9124,NCT04484337,Drug
9124,NCT04484337,Drug
9124,NCT04484337,Drug
1295,NCT00150059,Drug
1294,NCT00220740,Drug
1294,NCT00220740,Drug
1293,NCT02052310,Drug
1293,NCT02052310,Drug
1292,NCT00219323,Drug
9126,NCT04483206,Drug
1290,NCT00121147,Drug
1290,NCT00121147,Drug
1290,NCT00121147,Drug
9127,NCT04482712,Drug
1287,NCT00220779,Drug
1287,NCT00220779,Drug
1285,NCT00139581,Drug
1285,NCT00139581,Drug
1283,NCT02223338,Drug
1283,NCT02223338,Drug
9095,NCT04506567,Drug
9095,NCT04506567,Drug
1376,NCT00299741,Drug
9052,NCT04548648,Drug
9047,NCT04553133,Drug
9047,NCT04553133,Drug
9047,NCT04553133,Drug
9049,NCT04551430,Drug
1471,NCT01088503,Drug
9049,NCT04551430,Drug
9049,NCT04551430,Drug
1468,NCT00938405,Drug
1468,NCT00938405,Drug
1467,NCT01093885,Drug
1465,NCT00694174,Drug
1465,NCT00694174,Drug
9051,NCT04549051,Drug
9052,NCT04548648,Drug
1377,NCT03746847,Drug
1456,NCT03400475,Drug
1455,NCT01342029,Drug
1455,NCT01342029,Drug
9054,NCT04546581,Drug
1452,NCT00997503,Drug
1452,NCT00997503,Drug
1452,NCT00997503,Drug
9054,NCT04546581,Drug
1449,NCT00642603,Drug
1449,NCT00642603,Drug
1449,NCT00642603,Drug
1449,NCT00642603,Drug
1449,NCT00642603,Drug
9046,NCT04554212,Drug
9044,NCT04555811,Drug
9044,NCT04555811,Drug
9040,NCT04558567,Drug
9025,NCT04569747,Drug
9026,NCT04568616,Drug
1514,NCT00183885,Drug
1511,NCT03535272,Drug
1511,NCT03535272,Drug
1510,NCT00183846,Drug
1509,NCT00159484,Drug
1508,NCT00971633,Drug
1508,NCT00971633,Drug
1508,NCT00971633,Drug
9030,NCT04566445,Drug
9030,NCT04566445,Drug
1499,NCT00691184,Drug
1499,NCT00691184,Drug
1499,NCT00691184,Drug
1499,NCT00691184,Drug
1498,NCT01494350,Drug
9036,NCT04563026,Drug
9036,NCT04563026,Drug
1491,NCT02223065,Drug
1491,NCT02223065,Drug
9036,NCT04563026,Drug
9037,NCT04561362,Drug
1488,NCT01560754,Drug
9037,NCT04561362,Drug
9038,NCT04560673,Drug
9039,NCT04559230,Drug
1447,NCT00764322,Drug
9058,NCT04542304,Drug
9058,NCT04542304,Drug
1405,NCT02496221,Drug
1404,NCT00655811,Drug
1404,NCT00655811,Drug
1403,NCT00006604,Drug
1403,NCT00006604,Drug
9073,NCT04526665,Drug
9073,NCT04526665,Drug
1400,NCT00652574,Drug
9074,NCT04526509,Drug
9074,NCT04526509,Drug
9074,NCT04526509,Drug
1398,NCT00412087,Drug
1398,NCT00412087,Drug
1398,NCT00412087,Drug
9074,NCT04526509,Drug
9076,NCT04524858,Drug
9078,NCT04524273,Drug
9078,NCT04524273,Drug
1393,NCT01632917,Drug
1393,NCT01632917,Drug
9085,NCT04517552,Drug
9087,NCT04515576,Drug
1389,NCT02898779,Drug
9087,NCT04515576,Drug
9087,NCT04515576,Drug
1382,NCT04453293,Drug
9092,NCT04510298,Drug
9092,NCT04510298,Drug
1405,NCT02496221,Drug
1405,NCT02496221,Drug
9059,NCT04541550,Drug
1406,NCT02601469,Drug
9059,NCT04541550,Drug
1436,NCT01465503,Drug
1436,NCT01465503,Drug
9059,NCT04541550,Drug
9061,NCT04540120,Drug
1432,NCT03140488,Drug
9061,NCT04540120,Drug
9066,NCT04535986,Drug
9066,NCT04535986,Drug
9068,NCT04534322,Drug
9068,NCT04534322,Drug
1421,NCT02394457,Drug
1420,NCT02419157,Drug
1420,NCT02419157,Drug
1416,NCT01190748,Drug
1416,NCT01190748,Drug
1414,NCT01190761,Drug
1414,NCT01190761,Drug
1413,NCT03591510,Drug
1413,NCT03591510,Drug
1413,NCT03591510,Drug
1413,NCT03591510,Drug
1413,NCT03591510,Drug
1413,NCT03591510,Drug
1410,NCT02156336,Drug
1410,NCT02156336,Drug
1409,NCT00068367,Drug
1248,NCT02378415,Drug
1248,NCT02378415,Drug
9132,NCT04479514,Drug
9232,NCT04373044,Drug
9227,NCT04378075,Drug
1075,NCT00618956,Drug
1075,NCT00618956,Drug
1074,NCT00208156,Drug
1073,NCT01306968,Drug
9228,NCT04375813,Drug
1070,NCT02813356,Drug
1070,NCT02813356,Drug
9228,NCT04375813,Drug
9230,NCT04374565,Drug
9231,NCT04374305,Drug
9232,NCT04373044,Drug
1068,NCT04075578,Drug
9232,NCT04373044,Drug
1109,NCT01873417,Drug
9233,NCT04372641,Drug
9234,NCT04372433,Drug
1065,NCT01589978,Drug
1065,NCT01589978,Drug
9234,NCT04372433,Drug
1064,NCT00130676,Drug
1064,NCT00130676,Drug
9237,NCT04368364,Drug
9237,NCT04368364,Drug
9237,NCT04368364,Drug
9240,NCT04365153,Drug
9240,NCT04365153,Drug
9240,NCT04365153,Drug
1076,NCT04468360,Drug
1079,NCT00128479,Drug
1079,NCT00128479,Drug
1079,NCT00128479,Drug
1104,NCT00000157,Drug
1103,NCT04001803,Drug
9212,NCT04388319,Drug
1101,NCT02498301,Drug
1101,NCT02498301,Drug
9213,NCT04387084,Drug
9213,NCT04387084,Drug
9215,NCT04386057,Drug
1098,NCT02974244,Drug
1098,NCT02974244,Drug
9215,NCT04386057,Drug
1095,NCT00620867,Drug
1095,NCT00620867,Drug
9217,NCT04383938,Drug
1092,NCT02960568,Drug
1091,NCT02817841,Drug
1089,NCT01688960,Drug
1089,NCT01688960,Drug
1089,NCT01688960,Drug
1089,NCT01688960,Drug
1089,NCT01688960,Drug
1086,NCT00936715,Drug
9223,NCT04379011,Drug
1083,NCT00799058,Drug
1083,NCT00799058,Drug
1083,NCT00799058,Drug
1079,NCT00128479,Drug
9242,NCT04360824,Drug
9242,NCT04360824,Drug
9243,NCT04359199,Drug
1027,NCT00701259,Drug
1027,NCT00701259,Drug
1026,NCT03326596,Drug
9264,NCT04342689,Drug
9265,NCT04342663,Drug
9265,NCT04342663,Drug
9266,NCT04341727,Drug
9266,NCT04341727,Drug
9266,NCT04341727,Drug
9267,NCT04341675,Drug
1018,NCT02098499,Drug
1018,NCT02098499,Drug
1018,NCT02098499,Drug
9267,NCT04341675,Drug
9268,NCT04341311,Drug
9268,NCT04341311,Drug
1013,NCT01241513,Drug
1013,NCT01241513,Drug
1012,NCT02581748,Drug
1012,NCT02581748,Drug
9274,NCT04335682,Drug
9274,NCT04335682,Drug
1009,NCT00243243,Drug
1009,NCT00243243,Drug
1008,NCT00350077,Drug
1008,NCT00350077,Drug
9275,NCT04334382,Drug
9275,NCT04334382,Drug
1027,NCT00701259,Drug
1028,NCT00809627,Drug
9243,NCT04359199,Drug
1028,NCT00809627,Drug
9243,NCT04359199,Drug
9248,NCT04355143,Drug
1053,NCT02420041,Drug
9249,NCT04354467,Drug
1051,NCT02027155,Drug
1051,NCT02027155,Drug
9251,NCT04354246,Drug
1047,NCT00947245,Drug
1047,NCT00947245,Drug
1047,NCT00947245,Drug
1047,NCT00947245,Drug
1047,NCT00947245,Drug
1047,NCT00947245,Drug
1047,NCT00947245,Drug
1047,NCT00947245,Drug
1047,NCT00947245,Drug
1047,NCT00947245,Drug
1046,NCT02419443,Drug
1046,NCT02419443,Drug
1043,NCT02030990,Drug
1043,NCT02030990,Drug
9258,NCT04344860,Drug
9258,NCT04344860,Drug
9260,NCT04344457,Drug
9260,NCT04344457,Drug
9260,NCT04344457,Drug
9261,NCT04344184,Drug
9212,NCT04388319,Drug
1111,NCT02917057,Drug
1244,NCT02418702,Drug
1198,NCT00277498,Drug
9142,NCT04469530,Drug
9143,NCT04467723,Drug
1211,NCT02064426,Drug
1206,NCT01888718,Drug
1205,NCT00002298,Drug
1204,NCT03674970,Drug
1203,NCT00644631,Drug
1203,NCT00644631,Drug
9149,NCT04463394,Drug
9150,NCT04462770,Drug
9150,NCT04462770,Drug
9151,NCT04461795,Drug
1198,NCT00277498,Drug
1198,NCT00277498,Drug
1111,NCT02917057,Drug
1197,NCT04507204,Drug
1197,NCT04507204,Drug
1196,NCT00996164,Drug
1196,NCT00996164,Drug
9152,NCT04460872,Drug
9153,NCT04459416,Drug
1188,NCT01333488,Drug
9156,NCT04452500,Drug
9156,NCT04452500,Drug
1181,NCT02543931,Drug
1181,NCT02543931,Drug
1180,NCT00803387,Drug
1179,NCT01769456,Drug
1213,NCT03310580,Drug
1213,NCT03310580,Drug
1213,NCT03310580,Drug
9142,NCT04469530,Drug
1243,NCT02875288,Drug
9133,NCT04478708,Drug
9134,NCT04478695,Drug
9134,NCT04478695,Drug
9135,NCT04478617,Drug
9136,NCT04477642,Drug
1237,NCT01241123,Drug
9137,NCT04474210,Drug
1229,NCT01287351,Drug
1229,NCT01287351,Drug
1227,NCT04530136,Drug
1226,NCT00713739,Drug
1226,NCT00713739,Drug
1226,NCT00713739,Drug
1226,NCT00713739,Drug
1222,NCT04349176,Drug
9141,NCT04469920,Drug
9141,NCT04469920,Drug
9142,NCT04469530,Drug
1220,NCT00130364,Drug
1220,NCT00130364,Drug
9142,NCT04469530,Drug
1217,NCT00183807,Drug
1216,NCT03893032,Drug
1216,NCT03893032,Drug
1216,NCT03893032,Drug
1215,NCT00143026,Drug
1178,NCT01772823,Drug
9161,NCT04448834,Drug
9163,NCT04444050,Drug
1142,NCT00049439,Drug
1142,NCT00049439,Drug
9186,NCT04415073,Drug
1141,NCT00414518,Drug
1141,NCT00414518,Drug
1139,NCT00154323,Drug
9189,NCT04411667,Drug
9193,NCT04407377,Drug
1136,NCT03906006,Drug
1133,NCT03078751,Drug
1133,NCT03078751,Drug
1133,NCT03078751,Drug
9193,NCT04407377,Drug
1129,NCT03243305,Drug
1128,NCT01605864,Drug
9197,NCT04404530,Drug
9199,NCT04401527,Drug
9199,NCT04401527,Drug
9202,NCT04399980,Drug
9202,NCT04399980,Drug
1119,NCT00004986,Drug
9203,NCT04398745,Drug
9204,NCT04398368,Drug
9207,NCT04392232,Drug
9208,NCT04391179,Drug
9208,NCT04391179,Drug
1115,NCT01975818,Drug
1113,NCT02274389,Drug
1142,NCT00049439,Drug
1142,NCT00049439,Drug
1176,NCT02941042,Drug
9186,NCT04415073,Drug
1176,NCT02941042,Drug
9164,NCT04443608,Drug
9164,NCT04443608,Drug
9166,NCT04440007,Drug
1163,NCT04582266,Drug
1156,NCT00154362,Drug
1155,NCT00996372,Drug
1155,NCT00996372,Drug
9182,NCT04421560,Drug
1153,NCT02097173,Drug
9182,NCT04421560,Drug
1151,NCT00170742,Drug
9182,NCT04421560,Drug
9183,NCT04419389,Drug
9183,NCT04419389,Drug
9183,NCT04419389,Drug
1147,NCT01538459,Drug
1147,NCT01538459,Drug
1146,NCT02592941,Drug
1145,NCT03291782,Drug
1144,NCT04026321,Drug
1144,NCT04026321,Drug
1144,NCT04026321,Drug
1144,NCT04026321,Drug
1144,NCT04026321,Drug
9185,NCT04417699,Drug
9185,NCT04417699,Drug
8607,NCT00228046,Drug
2173,NCT03147742,Drug
8607,NCT00228046,Drug
3285,NCT00375960,Drug
3368,NCT00112047,Drug
3368,NCT00112047,Drug
3368,NCT00112047,Drug
3368,NCT00112047,Drug
3368,NCT00112047,Drug
3367,NCT00811057,Drug
3367,NCT00811057,Drug
3367,NCT00811057,Drug
3366,NCT03519074,Drug
3365,NCT00319839,Drug
3365,NCT00319839,Drug
3364,NCT01864057,Drug
3363,NCT00005112,Drug
3362,NCT00459992,Drug
3361,NCT00319332,Drug
3361,NCT00319332,Drug
8212,NCT01297062,Drug
8214,NCT03557294,Drug
8214,NCT03557294,Drug
3358,NCT02460991,Drug
8214,NCT03557294,Drug
3351,NCT00394329,Drug
3351,NCT00394329,Drug
3351,NCT00394329,Drug
3350,NCT01096771,Drug
3350,NCT01096771,Drug
3349,NCT01620489,Drug
3368,NCT00112047,Drug
3369,NCT02213068,Drug
3369,NCT02213068,Drug
3385,NCT02405039,Drug
3401,NCT00646451,Drug
8195,NCT00004494,Drug
8201,NCT03003949,Drug
8201,NCT03003949,Drug
8201,NCT03003949,Drug
8201,NCT03003949,Drug
3393,NCT02116712,Drug
3391,NCT04070573,Drug
8206,NCT00520208,Drug
3386,NCT01392573,Drug
3386,NCT01392573,Drug
3385,NCT02405039,Drug
3384,NCT00672009,Drug
3369,NCT02213068,Drug
8211,NCT01882439,Drug
3382,NCT01901276,Drug
8211,NCT01882439,Drug
3380,NCT00592046,Drug
3378,NCT01998802,Drug
3378,NCT01998802,Drug
8211,NCT01882439,Drug
3375,NCT00464971,Drug
8211,NCT01882439,Drug
3372,NCT00459446,Drug
8212,NCT01297062,Drug
8212,NCT01297062,Drug
3349,NCT01620489,Drug
8222,NCT00220714,Drug
8223,NCT00775476,Drug
8234,NCT00176462,Drug
3313,NCT03781115,Drug
3313,NCT03781115,Drug
8234,NCT00176462,Drug
3311,NCT01136642,Drug
3310,NCT01391858,Drug
3309,NCT03399370,Drug
3309,NCT03399370,Drug
8234,NCT00176462,Drug
3307,NCT01837498,Drug
3307,NCT01837498,Drug
8234,NCT00176462,Drug
8234,NCT00176462,Drug
8234,NCT00176462,Drug
3314,NCT01856907,Drug
3303,NCT03196297,Drug
3303,NCT03196297,Drug
8235,NCT00676793,Drug
8237,NCT04363450,Drug
8237,NCT04363450,Drug
8238,NCT00784849,Drug
8240,NCT01658228,Drug
8240,NCT01658228,Drug
3295,NCT03287765,Drug
8240,NCT01658228,Drug
8240,NCT01658228,Drug
8241,NCT00332228,Drug
3313,NCT03781115,Drug
3314,NCT01856907,Drug
8223,NCT00775476,Drug
8231,NCT02255357,Drug
3340,NCT00988169,Drug
8228,NCT00879996,Drug
3338,NCT02290106,Drug
8228,NCT00879996,Drug
3334,NCT01789814,Drug
3334,NCT01789814,Drug
8230,NCT03344419,Drug
3330,NCT01027611,Drug
3330,NCT01027611,Drug
3330,NCT01027611,Drug
3329,NCT00114621,Drug
8230,NCT03344419,Drug
8231,NCT02255357,Drug
3314,NCT01856907,Drug
8232,NCT01811940,Drug
8232,NCT01811940,Drug
8234,NCT00176462,Drug
8234,NCT00176462,Drug
8234,NCT00176462,Drug
8234,NCT00176462,Drug
3320,NCT00585689,Drug
3320,NCT00585689,Drug
3320,NCT00585689,Drug
3319,NCT03173950,Drug
8234,NCT00176462,Drug
8234,NCT00176462,Drug
3401,NCT00646451,Drug
3403,NCT00678132,Drug
3403,NCT00678132,Drug
8166,NCT02303392,Drug
3488,NCT03201159,Drug
3487,NCT01482962,Drug
3487,NCT01482962,Drug
3487,NCT01482962,Drug
3487,NCT01482962,Drug
3486,NCT01215721,Drug
3485,NCT02880540,Drug
3485,NCT02880540,Drug
3485,NCT02880540,Drug
8165,NCT00320749,Drug
8165,NCT00320749,Drug
3482,NCT01636999,Drug
3480,NCT00506597,Drug
3489,NCT00184054,Drug
8166,NCT02303392,Drug
3478,NCT00013910,Drug
3476,NCT01831765,Drug
3476,NCT01831765,Drug
3476,NCT01831765,Drug
3476,NCT01831765,Drug
3474,NCT00050856,Drug
3471,NCT02985801,Drug
3471,NCT02985801,Drug
3469,NCT00324155,Drug
3469,NCT00324155,Drug
3469,NCT00324155,Drug
3489,NCT00184054,Drug
3490,NCT01648140,Drug
8169,NCT01535924,Drug
3509,NCT00380380,Drug
3518,NCT03219359,Drug
3518,NCT03219359,Drug
3518,NCT03219359,Drug
3517,NCT00982228,Drug
3517,NCT00982228,Drug
3517,NCT00982228,Drug
3516,NCT00396253,Drug
3513,NCT03560271,Drug
3512,NCT01704573,Drug
3511,NCT01082237,Drug
3510,NCT01425099,Drug
3510,NCT01425099,Drug
8160,NCT01401023,Drug
3490,NCT01648140,Drug
8162,NCT04390243,Drug
3504,NCT02989701,Drug
8162,NCT04390243,Drug
3502,NCT01276782,Drug
3501,NCT01230021,Drug
3498,NCT03686618,Drug
8164,NCT00482963,Drug
8165,NCT00320749,Drug
3491,NCT00256789,Drug
3490,NCT01648140,Drug
3490,NCT01648140,Drug
3490,NCT01648140,Drug
8169,NCT01535924,Drug
8170,NCT00417976,Drug
3403,NCT00678132,Drug
3422,NCT02607124,Drug
3435,NCT04377204,Drug
3435,NCT04377204,Drug
8180,NCT00414323,Drug
8180,NCT00414323,Drug
3428,NCT01852955,Drug
3428,NCT01852955,Drug
8180,NCT00414323,Drug
3426,NCT00917501,Drug
3426,NCT00917501,Drug
3425,NCT03329001,Drug
3425,NCT03329001,Drug
8182,NCT02422940,Drug
8182,NCT02422940,Drug
8178,NCT02049541,Drug
8184,NCT02022657,Drug
8187,NCT02025439,Drug
8189,NCT01996865,Drug
8189,NCT01996865,Drug
8191,NCT01889758,Drug
3411,NCT03187080,Drug
3410,NCT02861898,Drug
3410,NCT02861898,Drug
8191,NCT01889758,Drug
8191,NCT01889758,Drug
3406,NCT01923389,Drug
8193,NCT04470544,Drug
3437,NCT03723655,Drug
8177,NCT02077959,Drug
8170,NCT00417976,Drug
8174,NCT02992522,Drug
8170,NCT00417976,Drug
3462,NCT00581061,Drug
3460,NCT00465192,Drug
3460,NCT00465192,Drug
3460,NCT00465192,Drug
3458,NCT00566995,Drug
3457,NCT03282669,Drug
3457,NCT03282669,Drug
3456,NCT00307398,Drug
3453,NCT01045447,Drug
3453,NCT01045447,Drug
8174,NCT02992522,Drug
3451,NCT01780129,Drug
3442,NCT04552691,Drug
3450,NCT00675584,Drug
3450,NCT00675584,Drug
8175,NCT00694044,Drug
3448,NCT00238472,Drug
8175,NCT00694044,Drug
8175,NCT00694044,Drug
8175,NCT00694044,Drug
3445,NCT01764685,Drug
8176,NCT01814501,Drug
3445,NCT01764685,Drug
8176,NCT01814501,Drug
8176,NCT01814501,Drug
8241,NCT00332228,Drug
3285,NCT00375960,Drug
3047,NCT02800486,Drug
8245,NCT03112720,Drug
3139,NCT02722278,Drug
3136,NCT02922985,Drug
3136,NCT02922985,Drug
3136,NCT02922985,Drug
3136,NCT02922985,Drug
8323,NCT00308971,Drug
8323,NCT00308971,Drug
8323,NCT00308971,Drug
3132,NCT02148445,Drug
8323,NCT00308971,Drug
3130,NCT00001729,Drug
8325,NCT00760474,Drug
8325,NCT00760474,Drug
8327,NCT04369742,Drug
8330,NCT00767806,Drug
8330,NCT00767806,Drug
3120,NCT02124044,Drug
3120,NCT02124044,Drug
8331,NCT01772290,Drug
8331,NCT01772290,Drug
3118,NCT01785615,Drug
8331,NCT01772290,Drug
8331,NCT01772290,Drug
8332,NCT01928758,Drug
3115,NCT02630563,Drug
3115,NCT02630563,Drug
3115,NCT02630563,Drug
3139,NCT02722278,Drug
3141,NCT00585013,Drug
3142,NCT04131504,Drug
8309,NCT04188106,Drug
3167,NCT00323414,Drug
3166,NCT03003728,Drug
8302,NCT01017640,Drug
3166,NCT03003728,Drug
3166,NCT03003728,Drug
3165,NCT02144051,Drug
8302,NCT01017640,Drug
8304,NCT00380068,Drug
3163,NCT03452579,Drug
3163,NCT03452579,Drug
3163,NCT03452579,Drug
8309,NCT04188106,Drug
8310,NCT03482440,Drug
3142,NCT04131504,Drug
8310,NCT03482440,Drug
8318,NCT04362189,Drug
8318,NCT04362189,Drug
3148,NCT00943501,Drug
3148,NCT00943501,Drug
3148,NCT00943501,Drug
3148,NCT00943501,Drug
3147,NCT02707042,Drug
3147,NCT02707042,Drug
3145,NCT00308620,Drug
3145,NCT00308620,Drug
3144,NCT01581463,Drug
8332,NCT01928758,Drug
8333,NCT01928719,Drug
8333,NCT01928719,Drug
3068,NCT03679676,Drug
3079,NCT00909480,Drug
3079,NCT00909480,Drug
8356,NCT02482935,Drug
8357,NCT01196169,Drug
3075,NCT02000778,Drug
8357,NCT01196169,Drug
3072,NCT02860676,Drug
8358,NCT00007527,Drug
8358,NCT00007527,Drug
8360,NCT00074802,Drug
3069,NCT00000693,Drug
3069,NCT00000693,Drug
3068,NCT03679676,Drug
8354,NCT03672240,Drug
3067,NCT04136808,Drug
8361,NCT02541032,Drug
8363,NCT01046214,Drug
3061,NCT00956345,Drug
3061,NCT00956345,Drug
3061,NCT00956345,Drug
3060,NCT00106054,Drug
3059,NCT03427411,Drug
8363,NCT01046214,Drug
8364,NCT04474405,Drug
3054,NCT02068079,Drug
3053,NCT00624000,Drug
8355,NCT00002251,Drug
8353,NCT00704912,Drug
3110,NCT00001909,Drug
8338,NCT00176982,Drug
8334,NCT04060030,Drug
3109,NCT04371536,Drug
8336,NCT04205539,Drug
3106,NCT00287521,Drug
3106,NCT00287521,Drug
3106,NCT00287521,Drug
8337,NCT02246075,Drug
3103,NCT04087889,Drug
3102,NCT00031291,Drug
3100,NCT02039960,Drug
3099,NCT03992729,Drug
3099,NCT03992729,Drug
8339,NCT03574584,Drug
3083,NCT03978442,Drug
8339,NCT03574584,Drug
3093,NCT01295879,Drug
3092,NCT00006332,Drug
8339,NCT03574584,Drug
8349,NCT01435616,Drug
8349,NCT01435616,Drug
3088,NCT03308721,Drug
3088,NCT03308721,Drug
3087,NCT01665677,Drug
8352,NCT02028286,Drug
8353,NCT00704912,Drug
8353,NCT00704912,Drug
3167,NCT00323414,Drug
3169,NCT00711490,Drug
3172,NCT02176213,Drug
3254,NCT01826448,Drug
3265,NCT04273191,Drug
8255,NCT01100268,Drug
8256,NCT02717754,Drug
8256,NCT02717754,Drug
8258,NCT00067353,Drug
8259,NCT00514449,Drug
3260,NCT00323570,Drug
8259,NCT00514449,Drug
8260,NCT00515177,Drug
8261,NCT03223337,Drug
8263,NCT00079456,Drug
3254,NCT01826448,Drug
3253,NCT03671746,Drug
8253,NCT02812147,Drug
3253,NCT03671746,Drug
3247,NCT01943682,Drug
8271,NCT02333045,Drug
8271,NCT02333045,Drug
8272,NCT00874575,Drug
8273,NCT03069352,Drug
8273,NCT03069352,Drug
8273,NCT03069352,Drug
8276,NCT02929485,Drug
8276,NCT02929485,Drug
8276,NCT02929485,Drug
8279,NCT00458042,Drug
8253,NCT02812147,Drug
8251,NCT01649947,Drug
8280,NCT01910402,Drug
3273,NCT03233724,Drug
3282,NCT01253811,Drug
3281,NCT00411762,Drug
3281,NCT00411762,Drug
3279,NCT01661764,Drug
3279,NCT01661764,Drug
3277,NCT02263326,Drug
3277,NCT02263326,Drug
3277,NCT02263326,Drug
3276,NCT02118012,Drug
3276,NCT02118012,Drug
3275,NCT01390233,Drug
3273,NCT03233724,Drug
3273,NCT03233724,Drug
8251,NCT01649947,Drug
3272,NCT00469079,Drug
3271,NCT00796705,Drug
3271,NCT00796705,Drug
3271,NCT00796705,Drug
8250,NCT01742338,Drug
8250,NCT01742338,Drug
8251,NCT01649947,Drug
8251,NCT01649947,Drug
3267,NCT00911820,Drug
8607,NCT00228046,Drug
3267,NCT00911820,Drug
3267,NCT00911820,Drug
8280,NCT01910402,Drug
8280,NCT01910402,Drug
3172,NCT02176213,Drug
3186,NCT01618162,Drug
8293,NCT00861627,Drug
8295,NCT02835729,Drug
3194,NCT01379287,Drug
8295,NCT02835729,Drug
8295,NCT02835729,Drug
3191,NCT02133872,Drug
3191,NCT02133872,Drug
8295,NCT02835729,Drug
3189,NCT01884740,Drug
8295,NCT02835729,Drug
3187,NCT01553318,Drug
3187,NCT01553318,Drug
3186,NCT01618162,Drug
8292,NCT01709110,Drug
3185,NCT00986310,Drug
3185,NCT00986310,Drug
3182,NCT03462966,Drug
8297,NCT04206787,Drug
8298,NCT01130506,Drug
8298,NCT01130506,Drug
3176,NCT00087997,Drug
8298,NCT01130506,Drug
3174,NCT01309828,Drug
3174,NCT01309828,Drug
3173,NCT00995488,Drug
3172,NCT02176213,Drug
8293,NCT00861627,Drug
3199,NCT02384460,Drug
8280,NCT01910402,Drug
8286,NCT03817931,Drug
8283,NCT00783172,Drug
3229,NCT00395304,Drug
3229,NCT00395304,Drug
3229,NCT00395304,Drug
8285,NCT00055861,Drug
3226,NCT01233050,Drug
3226,NCT01233050,Drug
3223,NCT01440803,Drug
3223,NCT01440803,Drug
3222,NCT01775865,Drug
3222,NCT01775865,Drug
8286,NCT03817931,Drug
3210,NCT01428713,Drug
3199,NCT02384460,Drug
3210,NCT01428713,Drug
3209,NCT01719367,Drug
8288,NCT00751270,Drug
8291,NCT00760279,Drug
3207,NCT00065455,Drug
8292,NCT01709110,Drug
3205,NCT00047515,Drug
8292,NCT01709110,Drug
8292,NCT01709110,Drug
8292,NCT01709110,Drug
3201,NCT01570751,Drug
3201,NCT01570751,Drug
3518,NCT03219359,Drug
3518,NCT03219359,Drug
8157,NCT03353922,Drug
8157,NCT03353922,Drug
7993,NCT00121186,Drug
3835,NCT03422510,Drug
3834,NCT02519777,Drug
3834,NCT02519777,Drug
3834,NCT02519777,Drug
3834,NCT02519777,Drug
3833,NCT00099957,Drug
7996,NCT01058395,Drug
3828,NCT00002120,Drug
3828,NCT00002120,Drug
3828,NCT00002120,Drug
3828,NCT00002120,Drug
3828,NCT00002120,Drug
3826,NCT00732147,Drug
