NCTId,ArmGroupType
NCT00283283,Experimental
NCT03531242,Experimental
NCT00916539,Experimental
NCT00283283,Experimental
NCT03999099,Experimental
NCT03999099,Experimental
NCT02776761,Experimental
NCT02776761,Experimental
NCT03467789,Experimental
NCT02412865,Experimental
NCT00729560,Experimental
NCT03310580,Experimental
NCT02018250,Experimental
NCT02456649,Experimental
NCT00283283,Experimental
NCT02067676,Experimental
NCT02067676,Experimental
NCT02067676,Experimental
NCT02067676,Experimental
NCT02067676,Experimental
NCT02067676,Experimental
NCT02239614,Experimental
NCT01162122,Experimental
NCT01162122,Experimental
NCT02239614,Experimental
NCT02239614,Experimental
NCT02239614,Experimental
NCT00283283,Experimental
NCT00283283,Experimental
NCT03310580,Experimental
NCT02776761,Experimental
NCT03609398,Experimental
NCT00956345,Experimental
NCT03718130,Experimental
NCT02043574,Experimental
NCT01438307,Experimental
NCT02064426,Experimental
NCT03492229,Experimental
NCT02799836,Experimental
NCT04499508,Experimental
NCT00554736,Experimental
NCT00460967,Experimental
NCT01084941,Experimental
NCT00773279,Experimental
NCT04598828,Experimental
NCT00773279,Experimental
NCT01321281,Experimental
NCT04598828,Experimental
NCT04043130,Experimental
NCT01563887,Experimental
NCT01563887,Experimental
NCT02945501,Experimental
NCT02551666,Experimental
NCT02516332,Experimental
NCT03361800,Experimental
NCT00624000,Experimental
NCT02546388,Experimental
NCT02546388,Experimental
NCT01438307,Experimental
NCT03644914,Experimental
NCT04428112,Experimental
NCT00486902,Experimental
NCT03718130,Experimental
NCT00956345,Experimental
NCT00797953,Experimental
NCT00797953,Experimental
NCT03718130,Experimental
NCT01506544,Experimental
NCT03718130,Experimental
NCT01987115,Experimental
NCT03718130,Experimental
NCT03718130,Experimental
NCT03882528,Experimental
NCT00956345,Experimental
NCT04275297,Experimental
NCT00373958,Experimental
NCT03982602,Experimental
NCT04326036,Experimental
NCT00396032,Experimental
NCT04326036,Experimental
NCT03427411,Experimental
NCT04406714,Experimental
NCT04326036,Experimental
NCT03490188,Experimental
NCT02323399,Experimental
NCT00826735,Experimental
NCT02482675,Experimental
NCT01241513,Experimental
NCT03355794,Experimental
NCT03814798,Experimental
NCT04274907,Experimental
NCT03814798,Experimental
NCT04274907,Experimental
NCT04112173,Experimental
NCT03814798,Experimental
NCT03709823,Experimental
NCT03709823,Experimental
NCT00444457,Experimental
NCT02762370,Experimental
NCT01170676,Experimental
NCT03355794,Experimental
NCT01326026,Experimental
NCT03355794,Experimental
NCT03355794,Experimental
NCT00314158,Experimental
NCT04491539,Experimental
NCT01227590,Experimental
NCT01357551,Experimental
NCT04609514,Experimental
NCT03430973,Experimental
NCT03430973,Experimental
NCT03430973,Experimental
NCT03430973,Experimental
NCT03814798,Experimental
NCT01228916,Experimental
NCT01138254,Experimental
NCT01285960,Experimental
NCT00728455,Experimental
NCT00728455,Experimental
NCT01999244,Experimental
NCT00728455,Experimental
NCT00728455,Experimental
NCT00044525,Experimental
NCT01234103,Experimental
NCT03642275,Experimental
NCT01547286,Experimental
NCT01999244,Experimental
NCT01999244,Experimental
NCT00452582,Experimental
NCT02234557,Experimental
NCT02634216,Experimental
NCT02531958,Experimental
NCT02531958,Experimental
NCT02531958,Experimental
NCT02317250,Experimental
NCT02317250,Experimental
NCT03709823,Experimental
NCT03709823,Experimental
NCT04491539,Experimental
NCT02317250,Experimental
NCT03430973,Experimental
NCT02682784,Experimental
NCT03430973,Experimental
NCT02375503,Experimental
NCT03945162,Experimental
NCT01264627,Experimental
NCT01702428,Experimental
NCT03395119,Experimental
NCT03395119,Experimental
NCT01702428,Experimental
NCT02581748,Experimental
NCT04137757,Experimental
NCT00098748,Experimental
NCT00098748,Experimental
NCT00098748,Experimental
NCT01106170,Experimental
NCT00733096,Experimental
NCT01106170,Experimental
NCT01526239,Experimental
NCT01461889,Experimental
NCT00814697,Experimental
NCT01922856,Experimental
NCT01922856,Experimental
NCT03148262,Experimental
NCT04507204,Experimental
NCT03271931,Experimental
NCT02109198,Experimental
NCT01702428,Experimental
NCT01592383,Experimental
NCT02079701,Experimental
NCT02881684,Experimental
NCT03430973,Experimental
NCT02641158,Experimental
NCT00444457,Experimental
NCT00456248,Experimental
NCT00456248,Experimental
NCT02698722,Experimental
NCT02682784,Experimental
NCT01254669,Experimental
NCT01897896,Experimental
NCT01276184,Experimental
NCT00465959,Experimental
NCT00465959,Experimental
NCT00444457,Experimental
NCT01897896,Experimental
NCT04597437,Experimental
NCT03348345,Experimental
NCT02833298,Experimental
NCT03168425,Experimental
NCT02934191,Experimental
NCT04031729,Experimental
NCT02833298,Experimental
NCT00001703,Experimental
NCT01188070,Experimental
NCT03606460,Experimental
NCT00728455,Experimental
NCT02482675,Experimental
NCT04248023,Experimental
NCT02515578,Experimental
NCT02915471,Experimental
NCT02472067,Experimental
NCT03966053,Experimental
NCT03966053,Experimental
NCT01681992,Experimental
NCT01681992,Experimental
NCT03966053,Experimental
NCT02193958,Experimental
NCT02193958,Experimental
NCT02193958,Experimental
NCT00035100,Experimental
NCT03606460,Experimental
NCT04371887,Experimental
NCT02193958,Experimental
NCT02193958,Experimental
NCT02193958,Experimental
NCT02193958,Experimental
NCT02600845,Experimental
NCT02591381,Experimental
NCT01926678,Experimental
NCT02602691,Experimental
NCT02193958,Experimental
NCT02193958,Experimental
NCT02591381,Experimental
NCT03966053,Experimental
NCT00258479,Experimental
NCT03030885,Experimental
NCT02482675,Experimental
NCT01888718,Experimental
NCT04333615,Experimental
NCT04002830,Experimental
NCT04576949,Experimental
NCT04576949,Experimental
NCT02239770,Experimental
NCT02239770,Experimental
NCT01539720,Experimental
NCT01873417,Experimental
NCT00156013,Experimental
NCT00522041,Experimental
NCT03441503,Experimental
NCT00682617,Experimental
NCT02606006,Experimental
NCT02192034,Experimental
NCT00134901,Experimental
NCT00682617,Experimental
NCT01049776,Experimental
NCT03674970,Experimental
NCT01413555,Experimental
NCT01183637,Experimental
NCT04344873,Experimental
NCT00763308,Experimental
NCT03819686,Experimental
NCT00363038,Experimental
NCT04580004,Experimental
NCT03841838,Experimental
NCT03911141,Experimental
NCT00243243,Experimental
NCT04375293,Experimental
NCT01587703,Experimental
NCT01587703,Experimental
NCT03911141,Experimental
NCT03911141,Experimental
NCT03148496,Experimental
NCT03148496,Experimental
NCT01910519,Experimental
NCT01910519,Experimental
NCT01587703,Experimental
NCT03420638,Experimental
NCT03315442,Experimental
NCT03148496,Experimental
NCT00683085,Experimental
NCT03723603,Experimental
NCT03172741,Experimental
NCT03172741,Experimental
NCT03172741,Experimental
NCT03723577,Experimental
NCT01326026,Experimental
NCT02930941,Experimental
NCT02578641,Experimental
NCT02661542,Experimental
NCT02720497,Experimental
NCT02661542,Experimental
NCT02661542,Experimental
NCT02661542,Experimental
NCT02661542,Experimental
NCT02661542,Experimental
NCT02661542,Experimental
NCT02661542,Experimental
NCT02661542,Experimental
NCT02661542,Experimental
NCT02661542,Experimental
NCT01707524,Experimental
NCT02301455,Experimental
NCT02808143,Experimental
NCT03163589,Experimental
NCT02482610,Experimental
NCT04557761,Experimental
NCT02482610,Experimental
NCT00797940,Experimental
NCT03508739,Experimental
NCT03508739,Experimental
NCT04333576,Experimental
NCT01185041,Experimental
NCT04333576,Experimental
NCT01199172,Experimental
NCT01816516,Experimental
NCT00123578,Experimental
NCT01386528,Experimental
NCT01681862,Experimental
NCT01699906,Experimental
NCT01300078,Experimental
NCT01300078,Experimental
NCT04105166,Experimental
NCT01589692,Experimental
NCT01322997,Experimental
NCT03418870,Experimental
NCT02443142,Experimental
NCT01589692,Experimental
NCT01589692,Experimental
NCT00389779,Experimental
NCT01625468,Experimental
NCT01008280,Experimental
NCT01152918,Experimental
NCT02696148,Experimental
NCT01106456,Experimental
NCT03343795,Experimental
NCT01106456,Experimental
NCT01024686,Experimental
NCT03284541,Experimental
NCT04479761,Experimental
NCT03684070,Experimental
NCT03307356,Experimental
NCT03004443,Experimental
NCT01024686,Experimental
NCT00926796,Experimental
NCT00926796,Experimental
NCT00418938,Experimental
NCT00418938,Experimental
NCT00451308,Experimental
NCT01248208,Experimental
NCT00617851,Experimental
NCT00617851,Experimental
NCT00617851,Experimental
NCT00617851,Experimental
NCT04335929,Experimental
NCT04026321,Experimental
NCT00835289,Experimental
NCT01417182,Experimental
NCT00868309,Experimental
NCT03354663,Experimental
NCT00166088,Experimental
NCT01521117,Experimental
NCT00453362,Experimental
NCT01521117,Experimental
NCT04387305,Experimental
NCT04387305,Experimental
NCT04387305,Experimental
NCT04431622,Experimental
NCT00927862,Experimental
NCT01863719,Experimental
NCT00122187,Experimental
NCT01863719,Experimental
NCT01502124,Experimental
NCT03852316,Experimental
NCT01206166,Experimental
NCT04156802,Experimental
NCT01013324,Experimental
NCT00318643,Experimental
NCT02484950,Experimental
NCT00318643,Experimental
NCT00318643,Experimental
NCT00634842,Experimental
NCT00318643,Experimental
NCT00634842,Experimental
NCT01569607,Experimental
NCT00724906,Experimental
NCT00318643,Experimental
NCT01404910,Experimental
NCT02213198,Experimental
NCT01986894,Experimental
NCT01986894,Experimental
NCT04364074,Experimental
NCT03305016,Experimental
NCT02627001,Experimental
NCT02312050,Experimental
NCT02312050,Experimental
NCT02188953,Experimental
NCT02939287,Experimental
NCT01863719,Experimental
NCT04607356,Experimental
NCT01863719,Experimental
NCT00706576,Experimental
NCT00972283,Experimental
NCT00736190,Experimental
NCT02583178,Experimental
NCT00880256,Experimental
NCT03834142,Experimental
NCT00440232,Experimental
NCT01564563,Experimental
NCT01564563,Experimental
NCT01217840,Experimental
NCT00414518,Experimental
NCT03826290,Experimental
NCT00724906,Experimental
NCT01152918,Experimental
NCT00414518,Experimental
NCT02797431,Experimental
NCT02797431,Experimental
NCT00384397,Experimental
NCT00384397,Experimental
NCT04156802,Experimental
NCT00384397,Experimental
NCT02939287,Experimental
NCT02080429,Experimental
NCT00507936,Experimental
NCT01117974,Experimental
NCT00982644,Experimental
NCT03260920,Experimental
NCT03291782,Experimental
NCT03260920,Experimental
NCT01638104,Experimental
NCT03625492,Experimental
NCT02059564,Experimental
NCT02059564,Experimental
NCT02059564,Experimental
NCT02070068,Experimental
NCT02070068,Experimental
NCT01638104,Experimental
NCT03219177,Experimental
NCT03588741,Experimental
NCT01638104,Experimental
NCT01638104,Experimental
NCT00790595,Experimental
NCT00790595,Experimental
NCT00790595,Experimental
NCT01795586,Experimental
NCT00790595,Experimental
NCT02403466,Experimental
NCT00790595,Experimental
NCT00102466,Experimental
NCT01447771,Experimental
NCT03260920,Experimental
NCT01228214,Experimental
NCT01135992,Experimental
NCT03464188,Experimental
NCT01152918,Experimental
NCT03814980,Experimental
NCT02347202,Experimental
NCT01638104,Experimental
NCT01177176,Experimental
NCT02817009,Experimental
NCT04023604,Experimental
NCT00924898,Experimental
NCT03791814,Experimental
NCT03344458,Experimental
NCT03306602,Experimental
NCT03254199,Experimental
NCT04276558,Experimental
NCT04276558,Experimental
NCT00866788,Experimental
NCT00866788,Experimental
NCT00866788,Experimental
NCT04276558,Experimental
NCT03865199,Experimental
NCT03075670,Experimental
NCT01638104,Experimental
NCT03495284,Experimental
NCT01135992,Experimental
NCT03596151,Experimental
NCT02332694,Experimental
NCT04243343,Experimental
NCT02030990,Experimental
NCT01844804,Experimental
NCT00609323,Experimental
NCT04026321,Experimental
NCT01625546,Experimental
NCT04026321,Experimental
NCT00250575,Experimental
NCT02135302,Experimental
NCT01930149,Experimental
NCT02030990,Experimental
NCT02135302,Experimental
NCT03404349,Experimental
NCT04399941,Experimental
NCT02964429,Experimental
NCT03294538,Experimental
NCT04031365,Experimental
NCT04026321,Experimental
NCT00808210,Experimental
NCT02068430,Experimental
NCT00330369,Experimental
NCT00507936,Experimental
NCT00330369,Experimental
NCT00507936,Experimental
NCT00330369,Experimental
NCT01638104,Experimental
NCT00481715,Experimental
NCT03291782,Experimental
NCT00481715,Experimental
NCT01676116,Experimental
NCT02101515,Experimental
NCT01638104,Experimental
NCT01638104,Experimental
NCT03291782,Experimental
NCT03970642,Experimental
NCT03340233,Experimental
NCT03340233,Experimental
NCT01058421,Experimental
NCT03340233,Experimental
NCT03259373,Experimental
NCT03259373,Experimental
NCT00537303,Experimental
NCT00660322,Experimental
NCT00593983,Experimental
NCT02373189,Experimental
NCT01638104,Experimental
NCT03060538,Experimental
NCT02932878,Experimental
NCT03291782,Experimental
NCT03242070,Experimental
NCT03291782,Experimental
NCT00481715,Experimental
NCT02312050,Experimental
NCT04570475,Experimental
NCT00084136,Experimental
NCT02519777,Experimental
NCT02750930,Experimental
NCT01234766,Experimental
NCT01713777,Experimental
NCT01713777,Experimental
NCT03243305,Experimental
NCT03080090,Experimental
NCT03422510,Experimental
NCT03422510,Experimental
NCT03422510,Experimental
NCT03422510,Experimental
NCT02519777,Experimental
NCT03598114,Experimental
NCT01880853,Experimental
NCT03748420,Experimental
NCT02560038,Experimental
NCT01953120,Experimental
NCT02784834,Experimental
NCT04294303,Experimental
NCT01123577,Experimental
NCT04450966,Experimental
NCT02956408,Experimental
NCT00134680,Experimental
NCT04426318,Experimental
NCT03028233,Experimental
NCT04187092,Experimental
NCT04436198,Experimental
NCT02296840,Experimental
NCT03969329,Experimental
NCT00253734,Experimental
NCT00094094,Experimental
NCT03078751,Experimental
NCT03263975,Experimental
NCT00485836,Experimental
NCT03263975,Experimental
NCT00612040,Experimental
NCT00612040,Experimental
NCT00612040,Experimental
NCT03445403,Experimental
NCT01261767,Experimental
NCT02161913,Experimental
NCT00094055,Experimental
NCT02077972,Experimental
NCT02539433,Experimental
NCT02593032,Experimental
NCT03500159,Experimental
NCT04036344,Experimental
NCT02207517,Experimental
NCT04036344,Experimental
NCT02925481,Experimental
NCT02925481,Experimental
NCT01158508,Experimental
NCT02222246,Experimental
NCT00732147,Experimental
NCT04408794,Experimental
NCT03553576,Experimental
NCT00125138,Experimental
NCT00125138,Experimental
NCT00125138,Experimental
NCT03553576,Experimental
NCT02970968,Experimental
NCT01264887,Experimental
NCT02378727,Experimental
NCT03418649,Experimental
NCT02776917,Experimental
NCT04482699,Experimental
NCT00094107,Experimental
NCT01484717,Experimental
NCT04482699,Experimental
NCT00627185,Experimental
NCT04576832,Experimental
NCT00935337,Experimental
NCT02420041,Experimental
NCT01511198,Experimental
NCT01511198,Experimental
NCT01511198,Experimental
NCT01511198,Experimental
NCT01511198,Experimental
NCT00791895,Experimental
NCT02021175,Experimental
NCT03407625,Experimental
NCT00138476,Experimental
NCT00531518,Experimental
NCT00138476,Experimental
NCT00138476,Experimental
NCT00138476,Experimental
NCT00138476,Experimental
NCT02445989,Experimental
NCT01915069,Experimental
NCT00796419,Experimental
NCT00796419,Experimental
NCT01850615,Experimental
NCT00481143,Experimental
NCT01048632,Experimental
NCT01419769,Experimental
NCT01063959,Experimental
NCT01903876,Experimental
NCT04052815,Experimental
NCT01273896,Experimental
NCT02096432,Experimental
NCT00332852,Experimental
NCT03375099,Experimental
NCT04538482,Experimental
NCT02305381,Experimental
NCT02305381,Experimental
NCT03334786,Experimental
NCT01193777,Experimental
NCT00485836,Experimental
NCT00219557,Experimental
NCT03976869,Experimental
NCT00947245,Experimental
