,NCTId,ConditionMeshId
8925,NCT04068662,D000013313
8938,NCT03890029,D000013313
6721,NCT00640445,D000013313
5997,NCT03898271,D000013313
6453,NCT04579198,D000013313
4917,NCT01915160,D000013313
6719,NCT01087736,D000013313
6707,NCT01959022,D000013313
8075,NCT03874793,D000013313
8324,NCT01506323,D000013313
6718,NCT01158001,D000013313
6018,NCT03418129,D000013313
2552,NCT03196999,D000013313
6715,NCT01186315,D000013313
6714,NCT01391832,D000013313
8065,NCT00599599,D000013313
8377,NCT01891383,D000013313
9140,NCT04471207,D000013313
7050,NCT01650220,D000013313
8803,NCT01921179,D000013313
4468,NCT00256477,D000013313
3242,NCT01175629,D000013313
1698,NCT02742532,D000013313
8751,NCT03932773,D000013313
8769,NCT02754557,D000013313
1683,NCT01865123,D000013313
5142,NCT04565028,D000013313
9156,NCT04452500,D000013313
9408,NCT04228289,D000013313
7757,NCT01177072,D000013313
6358,NCT02927288,D000013313
6032,NCT03110302,D000013313
6782,NCT01614444,D000013313
1619,NCT01555554,D000013313
6768,NCT03996876,D000013313
7817,NCT03376633,D000013313
7820,NCT01352637,D000013313
6779,NCT02295410,D000013313
6777,NCT02377089,D000013313
6001,NCT03803332,D000013313
7321,NCT01093053,D000013313
6623,NCT02132793,D000013313
6696,NCT03339258,D000013313
1552,NCT02911285,D000013313
8815,NCT02290639,D000013313
7910,NCT01856673,D000013313
1538,NCT01294124,D000013313
8823,NCT04407767,D000013313
6075,NCT01847469,D000013313
7869,NCT01687153,D000013313
7200,NCT03058302,D000013313
106,NCT01629537,D000013313
7001,NCT01625962,D000013313
3083,NCT03978442,D000013313
9926,NCT03812146,D000013313
7178,NCT00651872,D000013313
6102,NCT01466127,D000013313
57,NCT04163341,D000013313
6492,NCT03244475,D000013313
5675,NCT00958061,D000013313
5619,NCT02237885,D000013313
6970,NCT00988104,D000013313
9915,NCT03819608,D000013313
6098,NCT01525680,D000013313
78,NCT03310112,D000013313
2730,NCT01013870,D000013313
8573,NCT03574974,D000013313
5959,NCT00962403,D000013313
2845,NCT02077972,D000013313
7177,NCT00990106,D000013313
7275,NCT04071600,D000013313
7175,NCT02764983,D000013313
7173,NCT02765672,D000013313
7104,NCT01007006,D000013313
6131,NCT01075035,D000013313
7051,NCT01626131,D000013313
5468,NCT01477762,D000013313
7052,NCT01517711,D000013313
1022,NCT02857751,D000013313
7054,NCT01419223,D000013313
7247,NCT01749215,D000013313
8633,NCT01672684,D000013313
7093,NCT01474057,D000013313
7043,NCT03309046,D000013313
2841,NCT03465995,D000013313
4593,NCT02657317,D000013313
5605,NCT02759185,D000013313
7233,NCT01524133,D000013313
1076,NCT04468360,D000013313
7086,NCT03354351,D000013313
6149,NCT00749203,D000013313
7273,NCT00992953,D000013313
9793,NCT03907449,D000013290
6917,NCT00342199,D000013290
1799,NCT00995410,D000013276
6816,NCT00341523,D000013274
1701,NCT01950572,D000013274
9917,NCT03819088,D000013274
3267,NCT00911820,D000013274
9236,NCT04368702,D000013274
9037,NCT04561362,D000013274
9811,NCT03891784,D000013274
7368,NCT00042510,D000013274
3355,NCT01445327,D000013274
9191,NCT04410302,D000013274
7830,NCT00415168,D000013274
6792,NCT00178698,D000013274
3746,NCT02987257,D000013262
5138,NCT04287361,D000013226
1967,NCT01188473,D000013224
2108,NCT01403428,D000013224
8357,NCT01196169,D000013203
6105,NCT01447407,D000013203
4717,NCT00736554,D000013203
5654,NCT00785200,D000013203
4485,NCT00211900,D000013203
3700,NCT00729937,D000013203
7317,NCT00822692,D000013203
6785,NCT01273922,D000013203
4510,NCT00211991,D000013203
7745,NCT00858988,D000013182
2596,NCT01134653,D000013180
4893,NCT02609308,D000013180
7371,NCT03882515,D000013180
9029,NCT04566874,D000013168
9768,NCT03928041,D000013168
4696,NCT01968993,D000013168
3695,NCT03107468,D000013168
8539,NCT03745040,D000013168
7923,NCT02348645,D000013168
6462,NCT03733626,D000013168
5869,NCT01829997,D000013168
9652,NCT04018599,D000013167
7850,NCT01421303,D000013167
2654,NCT02281747,D000013167
3178,NCT04077164,D000013167
117,NCT02886689,D000013167
2654,NCT02281747,D000013166
9652,NCT04018599,D000013166
117,NCT02886689,D000013166
3178,NCT04077164,D000013166
7850,NCT01421303,D000013166
9991,NCT03770377,D000013132
4535,NCT03660917,D000013132
4511,NCT03593330,D000013130
9469,NCT04171544,D000013130
8539,NCT03745040,D000013130
3481,NCT02341950,D000013130
7923,NCT02348645,D000013130
6462,NCT03733626,D000013130
4090,NCT00000411,D000013130
5869,NCT01829997,D000013130
9029,NCT04566874,D000013130
1189,NCT03532230,D000013130
4696,NCT01968993,D000013130
7851,NCT00956631,D000013130
3481,NCT02341950,D000013125
9152,NCT04460872,D000013124
6953,NCT01920243,D000013124
150,NCT01028300,D000013122
6442,NCT01744899,D000013122
6462,NCT03733626,D000013122
9469,NCT04171544,D000013122
4511,NCT03593330,D000013122
4511,NCT03593330,D000013121
4511,NCT03593330,D000013120
6843,NCT00711087,D000013119
6855,NCT02878850,D000013119
8010,NCT03736382,D000013119
6087,NCT01701388,D000013119
6086,NCT01714349,D000013119
8483,NCT04232657,D000013119
5922,NCT03662308,D000013119
6067,NCT02025179,D000013119
5972,NCT03029884,D000013119
9152,NCT04460872,D000013119
7085,NCT02176928,D000013119
5569,NCT02938130,D000013119
7227,NCT00860951,D000013119
7239,NCT04453943,D000013119
6996,NCT01652352,D000013119
6048,NCT02611375,D000013119
7129,NCT03143179,D000013119
1170,NCT02660073,D000013119
2528,NCT02768103,D000013119
7637,NCT00073853,D000013119
6945,NCT03433599,D000013119
8592,NCT04278235,D000013119
3481,NCT02341950,D000013119
6993,NCT04043715,D000013119
7769,NCT00876889,D000013119
6395,NCT03857672,D000013119
6844,NCT00693563,D000013119
9382,NCT04243044,D000013119
7133,NCT01484184,D000013119
7768,NCT01597518,D000013119
1600,NCT00786786,D000013119
5210,NCT03308565,D000013119
7614,NCT01851629,D000013119
7432,NCT01750684,D000013119
5481,NCT02139436,D000013119
7613,NCT03464409,D000013119
6959,NCT01599767,D000013119
9223,NCT04379011,D000013119
7061,NCT01005615,D000013119
6059,NCT02317640,D000013119
7552,NCT03439319,D000013119
6976,NCT00488969,D000013119
2282,NCT02600910,D000013119
5902,NCT02632422,D000013119
6972,NCT00735670,D000013119
4207,NCT04295538,D000013119
9680,NCT04000256,D000013119
2775,NCT02161913,D000013119
7532,NCT02026167,D000013119
7528,NCT04250688,D000013119
6029,NCT03197675,D000013119
7331,NCT04565366,D000013119
6953,NCT01920243,D000013119
6744,NCT02991690,D000013119
6955,NCT01815554,D000013119
6947,NCT03262766,D000013119
6040,NCT02922894,D000013119
84,NCT00573976,D000013119
