,NCTId,OverallStatus
7410,NCT02595034,Completed
7407,NCT02439736,Completed
7402,NCT00795821,Completed
7452,NCT03334422,Completed
7401,NCT01670708,Completed
7400,NCT03395028,Completed
7398,NCT01725152,Completed
7396,NCT01158976,Completed
7395,NCT03758846,Completed
7394,NCT01121406,Completed
7420,NCT00201006,Completed
7421,NCT01444612,Completed
7424,NCT01768650,Completed
7427,NCT02345434,Completed
7428,NCT02216812,Completed
7430,NCT02630225,Completed
7433,NCT01654094,Completed
7434,NCT01628718,Completed
7437,NCT00823212,Completed
7439,NCT04302649,Completed
7440,NCT02215200,Completed
7442,NCT02236078,Completed
7444,NCT02045511,Completed
7446,NCT02269423,Completed
7449,NCT02878382,Completed
7450,NCT01487434,Completed
7451,NCT03334396,Completed
7272,NCT01338701,Completed
9783,NCT03914573,Completed
7265,NCT01888848,Completed
7112,NCT00113737,Completed
7131,NCT02330081,Completed
7130,NCT02719860,Completed
7121,NCT02368808,Completed
7118,NCT02295618,Completed
7116,NCT02430506,Completed
7115,NCT00111163,Completed
7111,NCT00336622,Completed
7134,NCT01405001,Completed
7109,NCT00349622,Completed
7107,NCT00134784,Completed
7105,NCT00202046,Completed
7102,NCT02447848,Completed
7101,NCT02544061,Completed
7100,NCT02069613,Completed
7133,NCT01484184,Completed
7135,NCT00615979,Completed
9786,NCT03913260,Completed
7149,NCT01818869,Completed
7162,NCT04568330,Completed
7160,NCT02638051,Completed
7159,NCT03668678,Completed
9837,NCT03874637,Completed
7154,NCT02291653,Completed
9844,NCT03867877,Completed
7147,NCT01038557,Completed
7136,NCT00504335,Completed
7143,NCT01538407,Completed
7141,NCT00123968,Completed
7140,NCT00138918,Completed
7139,NCT00188682,Completed
7138,NCT00249080,Completed
7137,NCT00257647,Completed
7099,NCT01937338,Completed
7098,NCT03127293,Completed
7097,NCT00156663,Completed
7059,NCT01128140,Completed
7067,NCT00572884,Completed
7066,NCT00633009,Completed
7065,NCT00691067,Completed
7064,NCT00742755,Completed
7063,NCT00810225,Completed
7060,NCT01121250,Completed
7058,NCT01227005,Completed
7095,NCT03077126,Completed
7057,NCT01243060,Completed
7056,NCT01291758,Completed
7055,NCT01418976,Completed
7054,NCT01419223,Completed
7053,NCT01507129,Completed
7049,NCT01663792,Completed
7068,NCT00473096,Completed
7069,NCT00393874,Completed
7070,NCT00196781,Completed
7071,NCT01912287,Completed
7072,NCT01199380,Completed
7076,NCT00635960,Completed
7078,NCT03833219,Completed
7079,NCT00955201,Completed
7081,NCT00367770,Completed
7082,NCT02904369,Completed
7083,NCT00109551,Completed
7084,NCT00688714,Completed
7085,NCT02176928,Completed
7088,NCT03279120,Completed
7089,NCT00109616,Completed
7090,NCT01679938,Completed
7093,NCT01474057,Completed
7163,NCT00643188,Completed
7164,NCT03499951,Completed
7165,NCT01807728,Completed
7227,NCT00860951,Completed
7237,NCT01434173,Completed
9798,NCT03904407,Completed
7234,NCT01387490,Completed
7233,NCT01524133,Completed
7230,NCT02405026,Completed
7228,NCT01147900,Completed
7226,NCT00140361,Completed
7216,NCT00396500,Completed
7225,NCT00198835,Completed
7224,NCT00213096,Completed
7222,NCT00222547,Completed
7221,NCT00244777,Completed
7219,NCT00270764,Completed
7218,NCT00351702,Completed
7240,NCT02191267,Completed
7241,NCT01024569,Completed
7245,NCT02773446,Completed
7246,NCT01750268,Completed
7247,NCT01749215,Completed
7248,NCT01549899,Completed
7250,NCT01194661,Completed
7251,NCT00885131,Completed
7253,NCT00744146,Completed
7254,NCT00466934,Completed
7255,NCT00314769,Completed
7256,NCT00248300,Completed
9790,NCT03910114,Completed
7257,NCT01031927,Completed
7258,NCT02010684,Completed
7261,NCT01761396,Completed
7262,NCT01412866,Completed
7217,NCT00355043,Completed
7215,NCT00407394,Completed
7166,NCT03865680,Completed
7177,NCT00990106,Completed
7186,NCT04370977,Completed
7183,NCT01443078,Completed
7181,NCT01280162,Completed
7180,NCT02386878,Completed
7178,NCT00651872,Completed
9828,NCT03878758,Completed
9829,NCT03878745,Completed
7214,NCT00505609,Completed
7176,NCT01780701,Completed
7175,NCT02764983,Completed
7171,NCT02195427,Completed
7170,NCT01508130,Completed
7168,NCT02667353,Completed
7167,NCT02153346,Completed
9819,NCT03882762,Completed
7191,NCT04135625,Completed
7193,NCT03885973,Completed
7194,NCT03829358,Completed
7197,NCT03555669,Completed
7198,NCT03254628,Completed
7199,NCT03074799,Completed
9814,NCT03887429,Completed
7200,NCT03058302,Completed
9812,NCT03890471,Completed
7205,NCT02577380,Completed
7206,NCT02395328,Completed
9809,NCT03897140,Completed
7209,NCT01930084,Completed
7210,NCT01873196,Completed
7212,NCT01756469,Completed
7213,NCT01129089,Completed
7498,NCT01033513,Completed
7500,NCT01023477,Completed
7974,NCT01641809,Completed
7828,NCT01374906,Completed
7841,NCT03191253,Completed
7839,NCT00827112,Completed
7836,NCT02143973,Completed
7833,NCT01775995,Completed
7830,NCT00415168,Completed
7829,NCT02711267,Completed
7827,NCT02607865,Completed
7844,NCT02229851,Completed
7825,NCT00744679,Completed
7824,NCT01299272,Completed
7823,NCT01085136,Completed
7822,NCT00094302,Completed
7820,NCT01352637,Completed
7819,NCT00742859,Completed
7842,NCT01615237,Completed
7845,NCT02143648,Completed
7871,NCT00248040,Completed
7858,NCT01632241,Completed
9669,NCT04004598,Completed
7868,NCT00337467,Completed
7867,NCT00933270,Completed
7866,NCT03823898,Completed
7861,NCT03862963,Completed
7859,NCT04137250,Completed
7855,NCT00773734,Completed
7846,NCT01153386,Completed
7853,NCT02006719,Completed
7852,NCT01313208,Completed
7851,NCT00956631,Completed
7850,NCT01421303,Completed
7849,NCT00616083,Completed
7847,NCT01165476,Completed
7815,NCT02849080,Completed
7813,NCT02216123,Completed
7812,NCT01102972,Completed
7767,NCT02050165,Completed
7775,NCT00283153,Completed
7774,NCT00727506,Completed
7772,NCT02221869,Completed
7771,NCT02336048,Completed
7770,NCT02277418,Completed
7769,NCT00876889,Completed
7764,NCT01138917,Completed
7810,NCT03136484,Completed
7762,NCT02737761,Completed
7761,NCT02870205,Completed
7758,NCT02944149,Completed
7757,NCT01177072,Completed
7756,NCT01413126,Completed
7755,NCT02775929,Completed
7777,NCT01080833,Completed
7782,NCT03698279,Completed
7784,NCT04072757,Completed
9682,NCT03999684,Completed
7786,NCT02066441,Completed
7788,NCT01957813,Completed
7790,NCT01770743,Completed
7793,NCT02963922,Completed
7794,NCT03399786,Completed
7797,NCT00198822,Completed
7798,NCT00256750,Completed
7800,NCT03798548,Completed
7803,NCT03250364,Completed
7804,NCT00860470,Completed
7807,NCT01848184,Completed
7808,NCT01412541,Completed
7809,NCT01495923,Completed
7870,NCT03744507,Completed
7872,NCT04027218,Completed
7502,NCT02515149,Completed
7944,NCT00365105,Completed
7950,NCT00081250,Completed
7949,NCT00489411,Completed
7948,NCT01009918,Completed
7947,NCT01091454,Completed
7946,NCT01376349,Completed
7945,NCT01439945,Completed
7943,NCT00087178,Completed
7952,NCT00124618,Completed
7942,NCT00040885,Completed
7941,NCT00110084,Completed
7940,NCT00058357,Completed
7939,NCT03360799,Completed
7938,NCT00869206,Completed
7937,NCT00041119,Completed
7951,NCT00531817,Completed
7953,NCT00079118,Completed
7874,NCT01906515,Completed
7966,NCT00088764,Completed
7973,NCT00085501,Completed
7972,NCT00087399,Completed
7971,NCT02169024,Completed
7970,NCT01385137,Completed
9653,NCT04018274,Completed
7968,NCT00450281,Completed
7964,NCT00040937,Completed
7954,NCT00316836,Completed
7963,NCT00874211,Completed
7962,NCT00016406,Completed
7961,NCT00689728,Completed
7960,NCT00075686,Completed
7957,NCT03527186,Completed
7956,NCT01099449,Completed
7932,NCT01316055,Completed
7931,NCT00053898,Completed
7928,NCT02331368,Completed
7892,NCT01389219,Completed
7900,NCT01665690,Completed
7899,NCT00272779,Completed
7896,NCT03124277,Completed
7895,NCT00002306,Completed
7894,NCT00002074,Completed
7893,NCT00002305,Completed
7891,NCT02071563,Completed
7927,NCT00134056,Completed
7890,NCT02271074,Completed
7888,NCT03135366,Completed
7884,NCT01779414,Completed
7883,NCT01470599,Completed
7881,NCT01393626,Completed
7875,NCT02017548,Completed
7902,NCT02848235,Completed
7903,NCT04216030,Completed
7907,NCT03455127,Completed
7908,NCT03271307,Completed
7910,NCT01856673,Completed
7911,NCT01072279,Completed
9660,NCT04016077,Completed
7912,NCT00537654,Completed
7913,NCT00719563,Completed
7914,NCT00223509,Completed
7915,NCT00956813,Completed
7917,NCT01483469,Completed
7918,NCT01256294,Completed
7919,NCT02463968,Completed
7922,NCT00072046,Completed
7924,NCT02615470,Completed
7926,NCT00265850,Completed
7754,NCT03255941,Completed
7752,NCT04312334,Completed
7748,NCT02008058,Completed
7565,NCT02246413,Completed
7581,NCT03705377,Completed
7579,NCT03842111,Completed
7577,NCT00431847,Completed
7575,NCT04398784,Completed
7572,NCT01988909,Completed
7570,NCT04238910,Completed
7564,NCT02753842,Completed
7586,NCT03077919,Completed
7560,NCT00974402,Completed
7559,NCT01605903,Completed
7558,NCT03207750,Completed
9710,NCT03979846,Completed
7557,NCT02643576,Completed
7555,NCT00165204,Completed
7582,NCT03932929,Completed
7588,NCT01673178,Completed
7745,NCT00858988,Completed
7603,NCT01287104,Completed
7623,NCT01903889,Completed
7622,NCT02202031,Completed
7619,NCT01339689,Completed
7615,NCT01360736,Completed
7614,NCT01851629,Completed
7608,NCT00263341,Completed
7601,NCT02420353,Completed
7589,NCT03967912,Completed
7598,NCT01925963,Completed
7597,NCT01984801,Completed
7596,NCT01661283,Completed
7594,NCT03936738,Completed
7593,NCT01582711,Completed
7590,NCT03839719,Completed
7550,NCT01510834,Completed
7549,NCT02820038,Completed
7547,NCT04602416,Completed
7513,NCT01924546,Completed
7521,NCT00379158,Completed
7520,NCT00396526,Completed
7519,NCT00513500,Completed
7517,NCT00880204,Completed
7516,NCT01386294,Completed
7515,NCT01428830,Completed
9728,NCT03962049,Completed
7546,NCT02268877,Completed
7509,NCT03510286,Completed
7507,NCT04096521,Completed
7505,NCT00337428,Completed
7504,NCT00272220,Completed
7503,NCT01637324,Completed
9729,NCT03961932,Completed
7522,NCT00336245,Completed
7523,NCT00164281,Completed
7526,NCT01299116,Completed
7527,NCT02983864,Completed
7529,NCT03338530,Completed
7530,NCT02949063,Completed
7531,NCT02787759,Completed
7532,NCT02026167,Completed
7533,NCT00702637,Completed
7535,NCT00627250,Completed
7538,NCT03950986,Completed
7539,NCT04031326,Completed
7540,NCT01143207,Completed
7541,NCT01396187,Completed
7542,NCT00473928,Completed
7543,NCT02443727,Completed
7544,NCT01626599,Completed
7624,NCT02756689,Completed
7625,NCT02171312,Completed
7627,NCT04242160,Completed
7712,NCT01910493,Completed
7719,NCT00201929,Completed
7718,NCT00775866,Completed
7717,NCT01539005,Completed
7715,NCT03555435,Completed
9684,NCT03997812,Completed
7713,NCT01569191,Completed
7711,NCT02843178,Completed
7696,NCT02170246,Completed
7707,NCT03198754,Completed
7706,NCT01746264,Completed
7704,NCT02088671,Completed
7701,NCT01145443,Completed
7699,NCT02721147,Completed
7698,NCT00399529,Completed
7720,NCT04244799,Completed
7721,NCT04160169,Completed
7722,NCT04115813,Completed
7723,NCT01668992,Completed
7724,NCT00829114,Completed
7725,NCT00138047,Completed
7726,NCT00115271,Completed
7727,NCT01672840,Completed
7731,NCT00901979,Completed
7732,NCT03158558,Completed
7734,NCT02847962,Completed
7737,NCT03774602,Completed
7738,NCT00707785,Completed
7739,NCT00470158,Completed
7740,NCT00441298,Completed
7743,NCT02127281,Completed
7744,NCT03308812,Completed
7697,NCT04016909,Completed
9689,NCT03993886,Completed
7628,NCT03527641,Completed
7644,NCT02887235,Completed
7654,NCT02268292,Completed
7651,NCT01802723,Completed
7648,NCT00790790,Completed
7647,NCT00785577,Completed
7646,NCT03643978,Completed
7645,NCT00744991,Completed
7643,NCT00386100,Completed
7694,NCT02910934,Completed
7638,NCT01169428,Completed
7636,NCT01207687,Completed
7635,NCT02096653,Completed
7634,NCT00198796,Completed
7633,NCT03580538,Completed
7629,NCT03193398,Completed
7656,NCT03272074,Completed
7657,NCT00978497,Completed
7659,NCT01999868,Completed
9694,NCT03990389,Completed
7665,NCT01989273,Completed
7666,NCT02298361,Completed
7669,NCT04377581,Completed
7670,NCT02225847,Completed
7672,NCT00438594,Completed
7673,NCT03266120,Completed
7679,NCT03289130,Completed
7682,NCT00732173,Completed
7684,NCT03502096,Completed
7688,NCT01942746,Completed
7690,NCT00571038,Completed
7691,NCT02052037,Completed
7693,NCT03406013,Completed
6302,NCT00508586,Completed
0,NCT04371159,Completed
6300,NCT01119326,Completed
2720,NCT01916538,Completed
2715,NCT01986894,Completed
2714,NCT01569607,Completed
2713,NCT00634842,Completed
2708,NCT01502124,Completed
2706,NCT01624194,Completed
2705,NCT00059267,Completed
2702,NCT01217840,Completed
2700,NCT00880256,Completed
2699,NCT00706576,Completed
2695,NCT01008280,Completed
2694,NCT01386528,Completed
2691,NCT00850135,Completed
2690,NCT00001856,Completed
2686,NCT01699906,Completed
2685,NCT00588497,Completed
2684,NCT01681862,Completed
2682,NCT01285362,Completed
2680,NCT00927862,Completed
2678,NCT00868309,Completed
2677,NCT01417182,Completed
2676,NCT00835289,Completed
2675,NCT00451308,Completed
2672,NCT03294538,Completed
2718,NCT01829256,Completed
2721,NCT00753922,Completed
3681,NCT01411891,Completed
2722,NCT00340249,Completed
2764,NCT00005525,Completed
2761,NCT01044927,Completed
2760,NCT00405912,Completed
2759,NCT02903433,Completed
2756,NCT00520611,Completed
2755,NCT00102037,Completed
2754,NCT02205528,Completed
2752,NCT02916433,Completed
2749,NCT03990350,Completed
2748,NCT00108758,Completed
2747,NCT02825251,Completed
2746,NCT01334554,Completed
2745,NCT00620750,Completed
2743,NCT00097552,Completed
2742,NCT03156283,Completed
2740,NCT01395368,Completed
2737,NCT03211156,Completed
2734,NCT00366639,Completed
2729,NCT03850717,Completed
2728,NCT03557775,Completed
2725,NCT00812097,Completed
2724,NCT02679690,Completed
2723,NCT03822182,Completed
2671,NCT02964429,Completed
2669,NCT03404349,Completed
2668,NCT01331980,Completed
2667,NCT02135302,Completed
2626,NCT00947232,Completed
2625,NCT03823872,Completed
2623,NCT00005575,Completed
2622,NCT00097006,Completed
2620,NCT03304782,Completed
2618,NCT00798876,Completed
2610,NCT01378195,Completed
2605,NCT00356122,Completed
2604,NCT00255216,Completed
2601,NCT01561924,Completed
2600,NCT00608283,Completed
2598,NCT03050840,Completed
2596,NCT01134653,Completed
2595,NCT02648204,Completed
2594,NCT01347762,Completed
2591,NCT02453230,Completed
2582,NCT02124824,Completed
2580,NCT01841840,Completed
2579,NCT00108797,Completed
2577,NCT01390870,Completed
2575,NCT00869609,Completed
2573,NCT00476021,Completed
2572,NCT00135720,Completed
2627,NCT04109443,Completed
2630,NCT03286283,Completed
2631,NCT00713479,Completed
2647,NCT03625492,Completed
2665,NCT03199313,Completed
2663,NCT01924273,Completed
2662,NCT00660322,Completed
2661,NCT00537303,Completed
2658,NCT00379782,Completed
2657,NCT01011829,Completed
2656,NCT02101515,Completed
2652,NCT00790595,Completed
2649,NCT00001887,Completed
2648,NCT02070068,Completed
2646,NCT00505908,Completed
2632,NCT03814980,Completed
2644,NCT03613714,Completed
2643,NCT01135992,Completed
2642,NCT03359421,Completed
2641,NCT03323723,Completed
2640,NCT03099954,Completed
2639,NCT03075670,Completed
2638,NCT03865199,Completed
2635,NCT00924898,Completed
2634,NCT03242577,Completed
2633,NCT02151435,Completed
2768,NCT00658476,Completed
2770,NCT02034513,Completed
2774,NCT00612040,Completed
2866,NCT01106456,Completed
2917,NCT01779804,Completed
2915,NCT01680341,Completed
2912,NCT00381992,Completed
2911,NCT03438227,Completed
2908,NCT01153490,Completed
2906,NCT02988245,Completed
2904,NCT03304548,Completed
2894,NCT01309217,Completed
2893,NCT01288534,Completed
2891,NCT00000408,Completed
2890,NCT00006181,Completed
2887,NCT00097279,Completed
2885,NCT01137669,Completed
2883,NCT02817009,Completed
2882,NCT00375089,Completed
2878,NCT01676116,Completed
2877,NCT02441348,Completed
2875,NCT01625546,Completed
2874,NCT00311519,Completed
2873,NCT01930149,Completed
2872,NCT02068430,Completed
2870,NCT01248208,Completed
2869,NCT03155880,Completed
2918,NCT01377857,Completed
2920,NCT00169754,Completed
2922,NCT00341159,Completed
2944,NCT03007134,Completed
2961,NCT00005311,Completed
2960,NCT02307565,Completed
2959,NCT04018573,Completed
2957,NCT01125397,Completed
2952,NCT02580032,Completed
2951,NCT00342875,Completed
2949,NCT02151877,Completed
2948,NCT01713530,Completed
2947,NCT00339430,Completed
2946,NCT00598793,Completed
2942,NCT00022750,Completed
2923,NCT01407146,Completed
2940,NCT02834624,Completed
2938,NCT00573898,Completed
2937,NCT01128374,Completed
2936,NCT01529138,Completed
2935,NCT00283751,Completed
2934,NCT01047709,Completed
2933,NCT01510418,Completed
2932,NCT00502788,Completed
2929,NCT01127490,Completed
2928,NCT00106366,Completed
2867,NCT02696148,Completed
2864,NCT00736190,Completed
2775,NCT02161913,Completed
2863,NCT00440232,Completed
2816,NCT02931435,Completed
2814,NCT00531518,Completed
2813,NCT00001571,Completed
2811,NCT00001060,Completed
2809,NCT00581516,Completed
2805,NCT01903876,Completed
2804,NCT01048632,Completed
2803,NCT01570309,Completed
2802,NCT01915069,Completed
2801,NCT00530426,Completed
2797,NCT00120224,Completed
2796,NCT03028233,Completed
2794,NCT00097617,Completed
2793,NCT00134680,Completed
2792,NCT02956408,Completed
2791,NCT01790386,Completed
2786,NCT00818896,Completed
2783,NCT01451762,Completed
2782,NCT01158508,Completed
2781,NCT02925481,Completed
2779,NCT04036344,Completed
2778,NCT02593032,Completed
2777,NCT02539433,Completed
2818,NCT02709135,Completed
2820,NCT00104182,Completed
2821,NCT02063451,Completed
2839,NCT00005781,Completed
2860,NCT00333151,Completed
2859,NCT01966094,Completed
2858,NCT03566706,Completed
2857,NCT01231165,Completed
2856,NCT02239146,Completed
2854,NCT01029288,Completed
2853,NCT02043977,Completed
2848,NCT02030600,Completed
2847,NCT00253734,Completed
2843,NCT03080090,Completed
2838,NCT04294303,Completed
2822,NCT00097084,Completed
2837,NCT02222246,Completed
2835,NCT01850615,Completed
2834,NCT02305381,Completed
2830,NCT01484717,Completed
2829,NCT00495209,Completed
2828,NCT02101619,Completed
2827,NCT00791895,Completed
2826,NCT01511198,Completed
2824,NCT00627185,Completed
2823,NCT00095082,Completed
2571,NCT01260441,Completed
2567,NCT00004992,Completed
2563,NCT01240174,Completed
2301,NCT01631747,Completed
