,NCTId,InterventionBrowseBranchAbbrev
6912,NCT03952949,All
3771,NCT03339245,All
6926,NCT01510327,All
6886,NCT03038594,All
9471,NCT04169321,All
8201,NCT03003949,All
1248,NCT02378415,All
6942,NCT01491763,All
6941,NCT01707030,All
1249,NCT02130323,All
8204,NCT04189523,All
6936,NCT03826303,All
1251,NCT01715220,All
6935,NCT04522973,All
4019,NCT02293655,All
1252,NCT01668069,All
3772,NCT00422643,All
6933,NCT01955382,All
1253,NCT01663558,All
6931,NCT03890666,All
1255,NCT01073124,All
6929,NCT02075801,All
6928,NCT04120363,All
8206,NCT00520208,All
1271,NCT00859105,All
3769,NCT00668928,All
6911,NCT00909857,All
6910,NCT01229748,All
1284,NCT01007188,All
6895,NCT01257581,All
6894,NCT02118454,All
3766,NCT03976869,All
1285,NCT00139581,All
1286,NCT02327208,All
1287,NCT00220779,All
6890,NCT03200886,All
1288,NCT03043300,All
1289,NCT03341754,All
6889,NCT00693121,All
4023,NCT00138593,All
3765,NCT01338506,All
1290,NCT00121147,All
3764,NCT01727895,All
1292,NCT00219323,All
6888,NCT00253643,All
1293,NCT02052310,All
1294,NCT00220740,All
8213,NCT01880372,All
3767,NCT04583072,All
1283,NCT02223338,All
1277,NCT01714479,All
1272,NCT00751127,All
4021,NCT04567511,All
1273,NCT02763020,All
1274,NCT02636348,All
6909,NCT04442620,All
1276,NCT01913925,All
6908,NCT04589676,All
8211,NCT01882439,All
9468,NCT04171817,All
8212,NCT01297062,All
4022,NCT00819169,All
1279,NCT01124903,All
6904,NCT02011789,All
1280,NCT01166815,All
6903,NCT01039363,All
1281,NCT04594109,All
6902,NCT02847117,All
1282,NCT02920398,All
7091,NCT04531592,All
1133,NCT03078751,All
7385,NCT00048932,All
9553,NCT04090775,All
9552,NCT04090970,All
8124,NCT02213029,All
7269,NCT03052010,All
7267,NCT02938975,All
9551,NCT04091022,All
8848,NCT01033942,All
7266,NCT01399138,All
9550,NCT04091061,All
7265,NCT01888848,All
9549,NCT04092101,All
7264,NCT02075307,All
9548,NCT04092387,All
7262,NCT01412866,All
9547,NCT04092777,All
8127,NCT01276600,All
7257,NCT01031927,All
9546,NCT04093050,All
7256,NCT00248300,All
9545,NCT04094363,All
7271,NCT02465307,All
7274,NCT01052103,All
7292,NCT01529034,All
3961,NCT03260920,All
9565,NCT04084561,All
8117,NCT03730259,All
7290,NCT03079999,All
9564,NCT04086875,All
9563,NCT04087096,All
9561,NCT04088123,All
7289,NCT03449667,All
9560,NCT04088175,All
3959,NCT00005014,All
7287,NCT00619463,All
7285,NCT03227861,All
7283,NCT02722356,All
8120,NCT00404274,All
7280,NCT02562872,All
9555,NCT04090528,All
7277,NCT03236012,All
3810,NCT00094107,All
7276,NCT03416348,All
9554,NCT04090684,All
8128,NCT01460940,All
8129,NCT00537043,All
7249,NCT01232881,All
9540,NCT04098744,All
7232,NCT03288233,All
1011,NCT03293901,All
7230,NCT02405026,All
1012,NCT02581748,All
1013,NCT01241513,All
8847,NCT02079480,All
3966,NCT03344458,All
1018,NCT02098499,All
1019,NCT01317667,All
7229,NCT04330326,All
9521,NCT04116112,All
7228,NCT01147900,All
3805,NCT02378740,All
9520,NCT04118036,All
1026,NCT03326596,All
1027,NCT00701259,All
7226,NCT00140361,All
1028,NCT00809627,All
3967,NCT00032890,All
1010,NCT02641158,All
7233,NCT01524133,All
9523,NCT04115644,All
3808,NCT00034294,All
7247,NCT01749215,All
9538,NCT04103385,All
7246,NCT01750268,All
9534,NCT04104321,All
9531,NCT04108858,All
7243,NCT03358563,All
8130,NCT00148031,All
9530,NCT04109222,All
3964,NCT00866788,All
1008,NCT00350077,All
7238,NCT01398319,All
9529,NCT04109924,All
7237,NCT01434173,All
1002,NCT01686282,All
1003,NCT03363464,All
1007,NCT03463577,All
3807,NCT00551200,All
7236,NCT02971072,All
9566,NCT04084210,All
9567,NCT04084093,All
1029,NCT03771196,All
7367,NCT01623492,All
7362,NCT02237196,All
8099,NCT00876226,All
3816,NCT00106431,All
7359,NCT02008877,All
9609,NCT04049669,All
7357,NCT00096720,All
7356,NCT01670877,All
7355,NCT03386539,All
7354,NCT00788398,All
9606,NCT04053868,All
9604,NCT04054687,All
9603,NCT04055012,All
7353,NCT03385304,All
7352,NCT03065101,All
8101,NCT03887793,All
9601,NCT04055623,All
7349,NCT00639795,All
7348,NCT02689713,All
8102,NCT02219399,All
9611,NCT04049331,All
3954,NCT00007631,All
7293,NCT00599508,All
7368,NCT00042510,All
8092,NCT03481049,All
9620,NCT04044521,All
7382,NCT00970944,All
3951,NCT03278626,All
3820,NCT00481143,All
3952,NCT00102466,All
7381,NCT00751946,All
7380,NCT03521154,All
7379,NCT02504931,All
7377,NCT02975596,All
9618,NCT04046549,All
7376,NCT00756600,All
9616,NCT04047420,All
8095,NCT04294966,All
8096,NCT03790358,All
9614,NCT04047836,All
3817,NCT01273896,All
7369,NCT01967680,All
9612,NCT04049227,All
8103,NCT01537068,All
7344,NCT02243774,All
9596,NCT04057365,All
7341,NCT01996826,All
7317,NCT00822692,All
9584,NCT04072445,All
8112,NCT02981160,All
7313,NCT00437021,All
7312,NCT04590963,All
7311,NCT01441167,All
7310,NCT04028180,All
7309,NCT04474093,All
9581,NCT04073212,All
9579,NCT04074343,All
7306,NCT01683409,All
7305,NCT01670825,All
9577,NCT04076813,All
8113,NCT00679666,All
9576,NCT04077190,All
7301,NCT03623022,All
9573,NCT04080531,All
7299,NCT03920137,All
8115,NCT04441307,All
3812,NCT01264887,All
8110,NCT01858311,All
7326,NCT01556581,All
3956,NCT00982644,All
8104,NCT04106882,All
7338,NCT03026556,All
3955,NCT02720510,All
9595,NCT04058145,All
7337,NCT00947596,All
7336,NCT01459107,All
7334,NCT02734238,All
7333,NCT01902810,All
3814,NCT03407625,All
3958,NCT02059564,All
3813,NCT00125138,All
7332,NCT02587351,All
9592,NCT04059523,All
9591,NCT04060849,All
7330,NCT00204477,All
9590,NCT04064190,All
7329,NCT01301053,All
8105,NCT02088177,All
3968,NCT04023604,All
7224,NCT00213096,All
7092,NCT04476901,All
1093,NCT00063778,All
7142,NCT01046825,All
7141,NCT00123968,All
9508,NCT04125420,All
7138,NCT00249080,All
1098,NCT02974244,All
3788,NCT00325429,All
1099,NCT01382095,All
1101,NCT02498301,All
9507,NCT04126070,All
1103,NCT04001803,All
7133,NCT01484184,All
3985,NCT02933502,All
7131,NCT02330081,All
3786,NCT00097071,All
7130,NCT02719860,All
1104,NCT00000157,All
8145,NCT01141049,All
7127,NCT04287478,All
9506,NCT04126096,All
1095,NCT00620867,All
1092,NCT02960568,All
1083,NCT00799058,All
8143,NCT03246113,All
7163,NCT00643188,All
1084,NCT01720277,All
3791,NCT00069446,All
7162,NCT04568330,All
1085,NCT00352729,All
7160,NCT02638051,All
8135,NCT01223404,All
3980,NCT00644332,All
1086,NCT00936715,All
8139,NCT03711500,All
7149,NCT01818869,All
1088,NCT01815268,All
3790,NCT00351832,All
7148,NCT03857360,All
3982,NCT00097123,All
7145,NCT02457663,All
9509,NCT04125290,All
7144,NCT03992274,All
1091,NCT02817841,All
1107,NCT01260324,All
7125,NCT04481048,All
1108,NCT03109002,All
1109,NCT01873417,All
9503,NCT04129060,All
7107,NCT00134784,All
1125,NCT02455024,All
7102,NCT02447848,All
3989,NCT01953588,All
3990,NCT03460743,All
7101,NCT02544061,All
1126,NCT04141228,All
8155,NCT00389493,All
7099,NCT01937338,All
1127,NCT03073343,All
1128,NCT01605864,All
1129,NCT03243305,All
7096,NCT01079247,All
1130,NCT00002402,All
7095,NCT03077126,All
1131,NCT01623544,All
7094,NCT04023084,All
8156,NCT00427128,All
1123,NCT03964649,All
7109,NCT00349622,All
3988,NCT04324359,All
1115,NCT01975818,All
8146,NCT00004084,All
8149,NCT00017199,All
1111,NCT02917057,All
8150,NCT00568308,All
7116,NCT02430506,All
3987,NCT01651247,All
1112,NCT02375503,All
1113,NCT02274389,All
1116,NCT01152918,All
8152,NCT01812005,All
7115,NCT00111163,All
1117,NCT02863458,All
9504,NCT04128995,All
3785,NCT03825484,All
1119,NCT00004986,All
7114,NCT02905981,All
7112,NCT00113737,All
1120,NCT04460911,All
3979,NCT00905125,All
8845,NCT04149639,All
1030,NCT04004715,All
1043,NCT02030990,All
3801,NCT01476423,All
7208,NCT01985269,All
9517,NCT04119024,All
1046,NCT02419443,All
8132,NCT03599193,All
7203,NCT02927496,All
3972,NCT00386542,All
7202,NCT02929121,All
3799,NCT00332852,All
7201,NCT02929134,All
7199,NCT03074799,All
1049,NCT02899247,All
7198,NCT03254628,All
1050,NCT03021824,All
1051,NCT02027155,All
7197,NCT03555669,All
1053,NCT02420041,All
7194,NCT03829358,All
3973,NCT00249782,All
7210,NCT01873196,All
7211,NCT01872390,All
1082,NCT01335412,All
1042,NCT02373189,All
1031,NCT01823276,All
7222,NCT00222547,All
9519,NCT04118153,All
7220,NCT00270725,All
1034,NCT03719391,All
7219,NCT00270764,All
7218,NCT00351702,All
3969,NCT01177176,All
1035,NCT00936845,All
7217,NCT00355043,All
1038,NCT03525184,All
7216,NCT00396500,All
3803,NCT03553576,All
7215,NCT00407394,All
8131,NCT00481182,All
1039,NCT03306602,All
7213,NCT01129089,All
7212,NCT01756469,All
8881,NCT03241732,All
7193,NCT03885973,All
9514,NCT04121858,All
7192,NCT03973593,All
1057,NCT03421561,All
7177,NCT00990106,All
3796,NCT01063959,All
3974,NCT02293694,All
8134,NCT00000273,All
7174,NCT02877732,All
1070,NCT02813356,All
7172,NCT03433183,All
7171,NCT02195427,All
1074,NCT00208156,All
3794,NCT00414947,All
3793,NCT00028353,All
7170,NCT01508130,All
1075,NCT00618956,All
1076,NCT04468360,All
7168,NCT02667353,All
1078,NCT01120509,All
1079,NCT00128479,All
9510,NCT04124939,All
7166,NCT03865680,All
9512,NCT04123574,All
7179,NCT00162461,All
1068,NCT04075578,All
1063,NCT01603264,All
9513,NCT04123041,All
1060,NCT01844804,All
7190,NCT04166370,All
1061,NCT01870986,All
1062,NCT01078246,All
7189,NCT04185597,All
7187,NCT04286243,All
7186,NCT04370977,All
7184,NCT02329639,All
1067,NCT02031991,All
1064,NCT00130676,All
3797,NCT02479620,All
1065,NCT01589978,All
7183,NCT01443078,All
7182,NCT02845349,All
1066,NCT03975790,All
7181,NCT01280162,All
7180,NCT02386878,All
2268,NCT02054624,All
9330,NCT04292119,All
8613,NCT01312181,All
5029,NCT02801747,All
2896,NCT03252223,All
5028,NCT00167648,All
5027,NCT03779191,All
8618,NCT02538614,All
2897,NCT04434664,All
4296,NCT01641796,All
5024,NCT00430196,All
3527,NCT01386424,All
5023,NCT02494687,All
2898,NCT01944306,All
4297,NCT00006286,All
2899,NCT04090879,All
2900,NCT04317924,All
5021,NCT01633567,All
2901,NCT04134923,All
9083,NCT04518059,All
5020,NCT04397055,All
2895,NCT03845283,All
8616,NCT03854032,All
5019,NCT00324675,All
2894,NCT01309217,All
5046,NCT00617825,All
5045,NCT04163627,All
2880,NCT01795586,All
8612,NCT01502761,All
9087,NCT04515576,All
2885,NCT01137669,All
5041,NCT03914365,All
9086,NCT04516213,All
2887,NCT00097279,All
5038,NCT02036502,All
4295,NCT01922856,All
2888,NCT03405792,All
5037,NCT02271932,All
5035,NCT03349775,All
9084,NCT04517734,All
5032,NCT02056535,All
2892,NCT04173884,All
2903,NCT00826839,All
8619,NCT01703507,All
2878,NCT01676116,All
8624,NCT04207060,All
2916,NCT02302950,All
4998,NCT01874951,All
4997,NCT00138723,All
4996,NCT01626729,All
4994,NCT04043689,All
4991,NCT01174173,All
2920,NCT00169754,All
4990,NCT01892631,All
8627,NCT01007552,All
4988,NCT02381340,All
2921,NCT03405129,All
4985,NCT03785678,All
2922,NCT00341159,All
8629,NCT01700036,All
4983,NCT02720484,All
3523,NCT00280826,All
4980,NCT02093091,All
2915,NCT01680341,All
2913,NCT01625923,All
2905,NCT02002182,All
5000,NCT02270164,All
5015,NCT04266938,All
9082,NCT04519957,All
8621,NCT04563520,All
2907,NCT00123786,All
8622,NCT03616171,All
5010,NCT03000998,All
8623,NCT04313504,All
3526,NCT04075162,All
2909,NCT01004952,All
5008,NCT01435941,All
4298,NCT00098748,All
2910,NCT02120560,All
5005,NCT00237367,All
5004,NCT03501407,All
2911,NCT03438227,All
5001,NCT00489151,All
4300,NCT03395119,All
5047,NCT01500083,All
2876,NCT04484363,All
4978,NCT02590198,All
3532,NCT01388439,All
2837,NCT02222246,All
5092,NCT04590521,All
8923,NCT01909752,All
5090,NCT00313144,All
2840,NCT02560038,All
9098,NCT04505410,All
8601,NCT04234568,All
8605,NCT00046813,All
2843,NCT03080090,All
4287,NCT01744548,All
5079,NCT04396431,All
2844,NCT02296840,All
8607,NCT00228046,All
5077,NCT03337438,All
4288,NCT01044095,All
4289,NCT03165591,All
5076,NCT01001221,All
5093,NCT03069092,All
4286,NCT01076816,All
2847,NCT00253734,All
3533,NCT01965756,All
2827,NCT00791895,All
9100,NCT04502407,All
5103,NCT03724487,All
4282,NCT02037282,All
2830,NCT01484717,All
5102,NCT01993251,All
2831,NCT02776917,All
5101,NCT00574587,All
8600,NCT00873366,All
4283,NCT00726661,All
5097,NCT00109161,All
3534,NCT00115973,All
9099,NCT04502706,All
5096,NCT00000788,All
2834,NCT02305381,All
2835,NCT01850615,All
4284,NCT01092572,All
9097,NCT04506294,All
5075,NCT03662412,All
9090,NCT04513899,All
5062,NCT02341326,All
5061,NCT00747643,All
8609,NCT03200366,All
9091,NCT04511338,All
2866,NCT01106456,All
5059,NCT00356200,All
2867,NCT02696148,All
2868,NCT02402803,All
5056,NCT00568854,All
3529,NCT01588158,All
5054,NCT00298922,All
4292,NCT02421367,All
2870,NCT01248208,All
5053,NCT00790478,All
2871,NCT01378546,All
2872,NCT02068430,All
5052,NCT01331486,All
2873,NCT01930149,All
2864,NCT00736190,All
2863,NCT00440232,All
2848,NCT02030600,All
2861,NCT04570475,All
2849,NCT01202994,All
8770,NCT00124280,All
2850,NCT03681769,All
5074,NCT04247087,All
2851,NCT04313088,All
2853,NCT02043977,All
5073,NCT04502589,All
5072,NCT01646463,All
2854,NCT01029288,All
9095,NCT04506567,All
5070,NCT00138411,All
4291,NCT03278808,All
5068,NCT01508676,All
2857,NCT01231165,All
2859,NCT01966094,All
5065,NCT00612287,All
2860,NCT00333151,All
4301,NCT00312169,All
2924,NCT02188381,All
4872,NCT00739024,All
9062,NCT04539821,All
2986,NCT01239095,All
8649,NCT01733017,All
4316,NCT03674775,All
2987,NCT04417361,All
3512,NCT01704573,All
9061,NCT04540120,All
4907,NCT01721473,All
4906,NCT00940784,All
4319,NCT04274907,All
2993,NCT03229356,All
2994,NCT03061188,All
4905,NCT01803464,All
3511,NCT01082237,All
4904,NCT03111810,All
2995,NCT02133599,All
3510,NCT01425099,All
4903,NCT02443220,All
4910,NCT04570449,All
2984,NCT00001043,All
4902,NCT00848523,All
8648,NCT01468987,All
3516,NCT00396253,All
4313,NCT04609514,All
2976,NCT01874964,All
3515,NCT01491607,All
4925,NCT01846182,All
2977,NCT03807817,All
2978,NCT03801863,All
4922,NCT00197223,All
4314,NCT03355794,All
3513,NCT03560271,All
4921,NCT02433210,All
2979,NCT03710161,All
4920,NCT00159458,All
4919,NCT03554785,All
2981,NCT04311294,All
8645,NCT00995696,All
4914,NCT00688298,All
2997,NCT00097877,All
2999,NCT01526239,All
2974,NCT02662023,All
3016,NCT00109668,All
3017,NCT01185041,All
3018,NCT02808143,All
4886,NCT02121782,All
3019,NCT00481754,All
4884,NCT04517006,All
9053,NCT04546763,All
8652,NCT04305457,All
4882,NCT03143049,All
3021,NCT01097785,All
8765,NCT00280748,All
3023,NCT00962806,All
4879,NCT02111512,All
4878,NCT04113811,All
9052,NCT04548648,All
8654,NCT01222689,All
8655,NCT00882583,All
4873,NCT00342524,All
4888,NCT01633177,All
9054,NCT04546581,All
3000,NCT01106170,All
3014,NCT00991185,All
4900,NCT03305497,All
3001,NCT00510614,All
3002,NCT00001703,All
3003,NCT01419652,All
4898,NCT02684071,All
4321,NCT01138254,All
3005,NCT03348345,All
9058,NCT04542304,All
4897,NCT02414529,All
3007,NCT02682784,All
3008,NCT01227590,All
4895,NCT03696290,All
9056,NCT04545047,All
8651,NCT03229057,All
9055,NCT04545957,All
3013,NCT01326026,All
4890,NCT01390649,All
9065,NCT04538963,All
2973,NCT00342446,All
4977,NCT01270113,All
2935,NCT00283751,All
2936,NCT01529138,All
2937,NCT01128374,All
4305,NCT02304263,All
4961,NCT03106363,All
2938,NCT00573898,All
3520,NCT03818737,All
4960,NCT02941601,All
8634,NCT02019667,All
2939,NCT04011748,All
2940,NCT02834624,All
4957,NCT02178410,All
9073,NCT04526665,All
2943,NCT01979211,All
4956,NCT01762995,All
2946,NCT00598793,All
2948,NCT01713530,All
2949,NCT02151877,All
4962,NCT03168698,All
4964,NCT00672204,All
4954,NCT02299115,All
4965,NCT04424823,All
2926,NCT03987581,All
4303,NCT00114699,All
4974,NCT02747732,All
8631,NCT00151047,All
2927,NCT03600103,All
2928,NCT00106366,All
4971,NCT02694978,All
3522,NCT00278928,All
2929,NCT01127490,All
9074,NCT04526509,All
4304,NCT03945162,All
4969,NCT00433173,All
2931,NCT00256217,All
4968,NCT02332993,All
2932,NCT00502788,All
4966,NCT02091323,All
2933,NCT01510418,All
4307,NCT04145141,All
2950,NCT03680495,All
8644,NCT01257802,All
4939,NCT03030508,All
4938,NCT01785004,All
3518,NCT03219359,All
4937,NCT04271462,All
3517,NCT00982228,All
2963,NCT00758628,All
2966,NCT01996072,All
4934,NCT00141908,All
4933,NCT03042182,All
4932,NCT00588471,All
2967,NCT00322257,All
4931,NCT04158830,All
2968,NCT00266058,All
4312,NCT03430973,All
2970,NCT01341275,All
4929,NCT00422799,All
4927,NCT03389581,All
2972,NCT00624767,All
2962,NCT00463060,All
8642,NCT03502681,All
8927,NCT02509117,All
8641,NCT02726438,All
4308,NCT04597437,All
4952,NCT03030599,All
9070,NCT04530500,All
2952,NCT02580032,All
4951,NCT04055688,All
4948,NCT03426891,All
2954,NCT03408483,All
4947,NCT03908255,All
8638,NCT00619671,All
2955,NCT03633708,All
2956,NCT00767039,All
9068,NCT04534322,All
2958,NCT03740490,All
4309,NCT01897896,All
4942,NCT02165644,All
2960,NCT02307565,All
8766,NCT04034004,All
5106,NCT00699777,All
2826,NCT01511198,All
5108,NCT02744846,All
5285,NCT03207711,All
5284,NCT02429375,All
5283,NCT03161795,All
2683,NCT03004443,All
8560,NCT02656212,All
5276,NCT00124358,All
9138,NCT04473430,All
4257,NCT01578967,All
5272,NCT02343263,All
2688,NCT04105166,All
9136,NCT04477642,All
5271,NCT01609348,All
9135,NCT04478617,All
5267,NCT02990377,All
8778,NCT04086264,All
5266,NCT00724438,All
2692,NCT02443142,All
5265,NCT02556996,All
2682,NCT01285362,All
2681,NCT03409003,All
2695,NCT01008280,All
2680,NCT00927862,All
5295,NCT03615469,All
4253,NCT00576693,All
5294,NCT03808740,All
3562,NCT01178320,All
4254,NCT01190254,All
9141,NCT04469920,All
2676,NCT00835289,All
5292,NCT01655043,All
2678,NCT00868309,All
2679,NCT01521117,All
5291,NCT03050814,All
5290,NCT00237952,All
5289,NCT04171921,All
3559,NCT04069832,All
4255,NCT00032344,All
8558,NCT04401904,All
5286,NCT03495388,All
9134,NCT04478695,All
5263,NCT04555239,All
5296,NCT00298155,All
2707,NCT02939287,All
5245,NCT02534376,All
2708,NCT01502124,All
8776,NCT00813423,All
5244,NCT01156701,All
9128,NCT04481919,All
3555,NCT01518478,All
2712,NCT02484950,All
2713,NCT00634842,All
5242,NCT02540512,All
2715,NCT01986894,All
2716,NCT04364074,All
4265,NCT02685826,All
5241,NCT02019524,All
5240,NCT00948597,All
8919,NCT00595231,All
5238,NCT04267978,All
8570,NCT02133846,All
5248,NCT01889446,All
4261,NCT02103335,All
5262,NCT00361010,All
5249,NCT00473317,All
2697,NCT01863719,All
3557,NCT03652740,All
5261,NCT00385762,All
5260,NCT02796352,All
8566,NCT02187055,All
2699,NCT00706576,All
5257,NCT01972464,All
5256,NCT02570672,All
9132,NCT04479514,All
5254,NCT00932295,All
2702,NCT01217840,All
5252,NCT04015778,All
3556,NCT01810354,All
5251,NCT01996384,All
9130,NCT04480086,All
2705,NCT00059267,All
2706,NCT01624194,All
2673,NCT00808210,All
8555,NCT03560232,All
2825,NCT01002118,All
2624,NCT00161226,All
9151,NCT04461795,All
5341,NCT03122301,All
2628,NCT00099723,All
9150,NCT04462770,All
5340,NCT03811847,All
2631,NCT00713479,All
8551,NCT01711359,All
5338,NCT04114526,All
2633,NCT02151435,All
5336,NCT02879006,All
9149,NCT04463394,All
2635,NCT00924898,All
2636,NCT03791814,All
5334,NCT03646084,All
2637,NCT04276558,All
3572,NCT02404012,All
5333,NCT00904046,All
4247,NCT00124514,All
2623,NCT00005575,All
2643,NCT01135992,All
5346,NCT00396812,All
2615,NCT03689530,All
5359,NCT01133275,All
5358,NCT04236804,All
9152,NCT04460872,All
3576,NCT04005924,All
5356,NCT02609529,All
5355,NCT02141113,All
4246,NCT03251794,All
5354,NCT00343005,All
8548,NCT04231851,All
2617,NCT02932579,All
8549,NCT01721057,All
5349,NCT00351416,All
5347,NCT01615055,All
2618,NCT00798876,All
2619,NCT02841280,All
3573,NCT01045707,All
5332,NCT01894451,All
5329,NCT02638090,All
5300,NCT01724489,All
2657,NCT01011829,All
5318,NCT00341250,All
5317,NCT01308814,All
5316,NCT02429934,All
8552,NCT01710358,All
2661,NCT00537303,All
2663,NCT01924273,All
2666,NCT00873964,All
8553,NCT03135249,All
5308,NCT02145949,All
2667,NCT02135302,All
5307,NCT04570293,All
9142,NCT04469530,All
3564,NCT02190253,All
5304,NCT03887390,All
2672,NCT03294538,All
8554,NCT00268242,All
8916,NCT03771586,All
9143,NCT04467723,All
5319,NCT01493349,All
9146,NCT04466098,All
5320,NCT00016653,All
5328,NCT01038323,All
4249,NCT02752035,All
5327,NCT02532010,All
2645,NCT01228214,All
5326,NCT03048500,All
5325,NCT02086630,All
2647,NCT03625492,All
5324,NCT00339339,All
8914,NCT02341638,All
9145,NCT04466644,All
2650,NCT03219177,All
5322,NCT03152409,All
8915,NCT01979601,All
8779,NCT03212677,All
2651,NCT02548117,All
2652,NCT00790595,All
3566,NCT02021604,All
5236,NCT04041687,All
2717,NCT03127358,All
9127,NCT04482712,All
2785,NCT02746874,All
2788,NCT01953120,All
5155,NCT04168203,All
4273,NCT02889809,All
5154,NCT02166294,All
5153,NCT03283657,All
2790,NCT02784834,All
2791,NCT01790386,All
2792,NCT02956408,All
2793,NCT00134680,All
5150,NCT02172040,All
3539,NCT00150046,All
5148,NCT00183989,All
3538,NCT00238498,All
5145,NCT01263418,All
4274,NCT00358917,All
8589,NCT01698983,All
2797,NCT00120224,All
8588,NCT02360644,All
5159,NCT03710356,All
2798,NCT02644057,All
5160,NCT01351805,All
2777,NCT02539433,All
8583,NCT04454424,All
4272,NCT03571750,All
2779,NCT04036344,All
5172,NCT02500589,All
5171,NCT01334281,All
8584,NCT01481779,All
5169,NCT01856205,All
8585,NCT02700698,All
8586,NCT00000798,All
5165,NCT04536350,All
2780,NCT03076216,All
5164,NCT01781936,All
9111,NCT04495257,All
8587,NCT01800318,All
2783,NCT01451762,All
3540,NCT00268957,All
8590,NCT00245453,All
5140,NCT02354287,All
9126,NCT04483206,All
5122,NCT01859858,All
8596,NCT03277573,All
5119,NCT02720471,All
5116,NCT00798538,All
4278,NCT03175640,All
2819,NCT03418649,All
8771,NCT03377855,All
5115,NCT02002403,All
2820,NCT00104182,All
4280,NCT00422448,All
5113,NCT01119521,All
2821,NCT02063451,All
5112,NCT03501082,All
2822,NCT00097084,All
2823,NCT00095082,All
5110,NCT01280968,All
5109,NCT02839785,All
3535,NCT01730911,All
2816,NCT02931435,All
3537,NCT00005766,All
2799,NCT04585230,All
4277,NCT00999986,All
5139,NCT00230568,All
9110,NCT04495283,All
5138,NCT04287361,All
2802,NCT01915069,All
5137,NCT02698891,All
2803,NCT01570309,All
5134,NCT02078284,All
8592,NCT04278235,All
2804,NCT01048632,All
8593,NCT03317795,All
5130,NCT03009045,All
5128,NCT01395784,All
2811,NCT00001060,All
9105,NCT04498520,All
5125,NCT01155869,All
2814,NCT00531518,All
2815,NCT02021175,All
9113,NCT04494698,All
5177,NCT00230477,All
5178,NCT03450135,All
8574,NCT03483441,All
2733,NCT03163849,All
5218,NCT02138838,All
9119,NCT04485767,All
2737,NCT03211156,All
2741,NCT00523042,All
9118,NCT04486313,All
5215,NCT00686426,All
2743,NCT00097552,All
5214,NCT04275180,All
2744,NCT03837860,All
2745,NCT00620750,All
4267,NCT03572595,All
5212,NCT04458545,All
8575,NCT02461706,All
2746,NCT01334554,All
8576,NCT02553161,All
5207,NCT01253408,All
9120,NCT04485559,All
3549,NCT00156520,All
2774,NCT00612040,All
5220,NCT02417506,All
5233,NCT01520298,All
5232,NCT00187928,All
8571,NCT03001024,All
3551,NCT01212978,All
2723,NCT03822182,All
5231,NCT03018106,All
5228,NCT02729103,All
4266,NCT02206425,All
5227,NCT01968694,All
3550,NCT01941277,All
5226,NCT01252251,All
2727,NCT03029702,All
5224,NCT04047251,All
5223,NCT01199666,All
2728,NCT03557775,All
5221,NCT02257372,All
2730,NCT01013870,All
2747,NCT02825251,All
3545,NCT02565420,All
5206,NCT04151186,All
5205,NCT00120302,All
8579,NCT01428258,All
2762,NCT01801670,All
9114,NCT04491175,All
3543,NCT02882620,All
5189,NCT02979197,All
8774,NCT01127633,All
2768,NCT00658476,All
2769,NCT01977989,All
2770,NCT02034513,All
5187,NCT01636466,All
3542,NCT02146781,All
2771,NCT01193777,All
5186,NCT01657760,All
8580,NCT01859000,All
2772,NCT00986115,All
8581,NCT00266864,All
2773,NCT01723059,All
5192,NCT01109524,All
9115,NCT04488055,All
5194,NCT01347112,All
2752,NCT02916433,All
2748,NCT00108758,All
5204,NCT00046306,All
2751,NCT03930745,All
5203,NCT03119363,All
8922,NCT03859011,All
8577,NCT00749944,All
5200,NCT01007630,All
5198,NCT01575860,All
2760,NCT00405912,All
5197,NCT00991978,All
5196,NCT03758742,All
2754,NCT02205528,All
4270,NCT02188368,All
5195,NCT01387178,All
2757,NCT03642769,All
9116,NCT04486716,All
3026,NCT00183963,All
8656,NCT00422097,All
5360,NCT02476877,All
8720,NCT00006018,All
4554,NCT01684722,All
3318,NCT03490045,All
3319,NCT03173950,All
4553,NCT01029483,All
8721,NCT00004930,All
4551,NCT04596904,All
3320,NCT00585689,All
3322,NCT03543735,All
4550,NCT01669915,All
8970,NCT04524351,All
3324,NCT00469339,All
8969,NCT03370614,All
3326,NCT03520387,All
4549,NCT03905928,All
3327,NCT00763698,All
3328,NCT01714102,All
4547,NCT03831165,All
8971,NCT04182334,All
4558,NCT02555904,All
8723,NCT02189889,All
3314,NCT01856907,All
4566,NCT02379221,All
3303,NCT03196297,All
4565,NCT02661334,All
3305,NCT04398628,All
8973,NCT02422485,All
4564,NCT03021616,All
3307,NCT01837498,All
3471,NCT02985801,All
8719,NCT00006264,All
3308,NCT00001908,All
3309,NCT03399370,All
4560,NCT01653678,All
3310,NCT01391858,All
3469,NCT00324155,All
3311,NCT01136642,All
3313,NCT03781115,All
4559,NCT01747447,All
8934,NCT03164967,All
3329,NCT00114621,All
3300,NCT00754390,All
3342,NCT00700804,All
3343,NCT00620763,All
4530,NCT03282916,All
8963,NCT00882557,All
8725,NCT00025389,All
4374,NCT02441998,All
4528,NCT04607642,All
3347,NCT00345475,All
8726,NCT00098670,All
4526,NCT01431924,All
8962,NCT04066894,All
3349,NCT01620489,All
3350,NCT01096771,All
4525,NCT01273077,All
3462,NCT00581061,All
