,NCTId,StdAge
2120,NCT03404531,Adult
2121,NCT03518294,Adult
2122,NCT03337217,Adult
2123,NCT00826735,Adult
2124,NCT02482675,Adult
2125,NCT03433807,Adult
2127,NCT04333615,Adult
2128,NCT04576949,Adult
2130,NCT01286870,Adult
2131,NCT00156013,Adult
2134,NCT02807285,Adult
2135,NCT02606006,Adult
2114,NCT00218179,Adult
2112,NCT01164644,Adult
2137,NCT00134901,Adult
2111,NCT02364570,Adult
2093,NCT00097838,Adult
2094,NCT00123825,Adult
2096,NCT02069782,Adult
2097,NCT03327831,Adult
2098,NCT01517945,Adult
2099,NCT03377621,Adult
2100,NCT01009905,Adult
2101,NCT03877497,Adult
2102,NCT00525083,Adult
2103,NCT03411278,Adult
2104,NCT00592371,Adult
2105,NCT04211545,Adult
2106,NCT02167386,Adult
2107,NCT00007735,Adult
2108,NCT01403428,Adult
2109,NCT04256265,Adult
2110,NCT01350336,Adult
2136,NCT02192034,Adult
2138,NCT01049776,Adult
2181,NCT03723603,Adult
2161,NCT04125537,Adult
2163,NCT03508739,Adult
2164,NCT02066948,Adult
2165,NCT04040894,Adult
2167,NCT04580004,Adult
2168,NCT02930941,Adult
2169,NCT03841838,Adult
2170,NCT00469625,Adult
2171,NCT03911141,Adult
2172,NCT04337138,Adult
2173,NCT03147742,Adult
2174,NCT00001101,Adult
2175,NCT00000938,Adult
2176,NCT00546858,Adult
2177,NCT01910519,Adult
2178,NCT01696409,Adult
2179,NCT00252213,Adult
2180,NCT03420638,Adult
2162,NCT02482610,Adult
2160,NCT03304990,Adult
2139,NCT04155047,Adult
2158,NCT02301455,Adult
2140,NCT01413555,Adult
2141,NCT01183637,Adult
2142,NCT00258479,Adult
2143,NCT00026611,Adult
2144,NCT02515578,Adult
2146,NCT00318734,Adult
2147,NCT00384241,Adult
2148,NCT04248023,Adult
2149,NCT00751179,Adult
2150,NCT02600845,Adult
2151,NCT04258397,Adult
2152,NCT00763308,Adult
2153,NCT00540852,Adult
2154,NCT03819686,Adult
2155,NCT00363038,Adult
2156,NCT00983463,Adult
2157,NCT00018551,Adult
1915,NCT01050959,Adult
1914,NCT02115724,Adult
1913,NCT03018119,Adult
1684,NCT01487811,Adult
1676,NCT03264131,Adult
1677,NCT00432510,Adult
1678,NCT03921294,Adult
1679,NCT00976833,Adult
1680,NCT00973674,Adult
1681,NCT02835235,Adult
1682,NCT04003454,Adult
1683,NCT01865123,Adult
1685,NCT02159092,Adult
1912,NCT02052544,Adult
1686,NCT03096418,Adult
1687,NCT01401244,Adult
1688,NCT03947593,Adult
1689,NCT00822263,Adult
1690,NCT00012701,Adult
1691,NCT02568202,Adult
1692,NCT02239926,Adult
1693,NCT01782898,Adult
1675,NCT02005198,Adult
1674,NCT03621826,Adult
1673,NCT01381016,Adult
1671,NCT01904500,Adult
1654,NCT00889772,Adult
1655,NCT01205776,Adult
1656,NCT01363037,Adult
1657,NCT04550455,Adult
1658,NCT02550886,Adult
1659,NCT01966718,Adult
1660,NCT01490658,Adult
1661,NCT03659656,Adult
1662,NCT04335812,Adult
1663,NCT03575468,Adult
1664,NCT00662415,Adult
1665,NCT00555750,Adult
1666,NCT02239627,Adult
1667,NCT04459455,Adult
1668,NCT01913353,Adult
1669,NCT04047121,Adult
1670,NCT03789721,Adult
1694,NCT00342927,Adult
1695,NCT00833963,Adult
1696,NCT00936000,Adult
1717,NCT00104455,Adult
1719,NCT01464099,Adult
1720,NCT01121276,Adult
1721,NCT03336567,Adult
1722,NCT03711916,Adult
1723,NCT03520426,Adult
1724,NCT02098603,Adult
1725,NCT01473953,Adult
1727,NCT00124696,Adult
1728,NCT00580749,Adult
1729,NCT03248141,Adult
1730,NCT01511393,Adult
1731,NCT01497600,Adult
1732,NCT03511937,Adult
1733,NCT03529214,Adult
1734,NCT04073940,Adult
1735,NCT01511185,Adult
1736,NCT02186626,Adult
1718,NCT00218127,Adult
1716,NCT00873223,Adult
1697,NCT01605773,Adult
1715,NCT01682902,Adult
1698,NCT02742532,Adult
1699,NCT00211614,Adult
1700,NCT03224416,Adult
1701,NCT01950572,Adult
1702,NCT04201028,Adult
1703,NCT00384579,Adult
1704,NCT00384371,Adult
1705,NCT00301444,Adult
1706,NCT00245882,Adult
1707,NCT00160472,Adult
1708,NCT04417673,Adult
1709,NCT01632995,Adult
1710,NCT01125553,Adult
1711,NCT00783497,Adult
1712,NCT02672735,Adult
1713,NCT03642847,Adult
1714,NCT01846312,Adult
1653,NCT03814096,Adult
1652,NCT01574677,Adult
1651,NCT01043510,Adult
1585,NCT02723617,Adult
1587,NCT00183872,Adult
1588,NCT00342771,Adult
1589,NCT02877147,Adult
1590,NCT04419883,Adult
1592,NCT02873013,Adult
1593,NCT01492517,Adult
1594,NCT04274153,Adult
1595,NCT03820414,Adult
1596,NCT00832871,Adult
1597,NCT00320970,Adult
1598,NCT01378780,Adult
1599,NCT00116428,Adult
1600,NCT00786786,Adult
1601,NCT02323438,Adult
1602,NCT00128375,Adult
1603,NCT02963935,Adult
1604,NCT01634126,Adult
1586,NCT03276247,Adult
1584,NCT02858973,Adult
1606,NCT02060513,Adult
1583,NCT01524146,Adult
1563,NCT04316819,Adult
1566,NCT04098250,Adult
1568,NCT02209259,Adult
1569,NCT04127058,Adult
1570,NCT00485134,Adult
1571,NCT02846116,Adult
1572,NCT01618591,Adult
1573,NCT02703051,Adult
1574,NCT01557868,Adult
1575,NCT03068949,Adult
1576,NCT01207167,Adult
1577,NCT01334541,Adult
1578,NCT00672074,Adult
1579,NCT02296164,Adult
1580,NCT00378131,Adult
1581,NCT00267358,Adult
1582,NCT01724619,Adult
1605,NCT02142712,Adult
1607,NCT02195544,Adult
1650,NCT01329679,Adult
1629,NCT01809639,Adult
1631,NCT01927276,Adult
1632,NCT04504019,Adult
1633,NCT02964481,Adult
1634,NCT02443090,Adult
1635,NCT00001853,Adult
1636,NCT01273220,Adult
1637,NCT03334175,Adult
1638,NCT03338803,Adult
1639,NCT00632346,Adult
1641,NCT00585104,Adult
1642,NCT01640171,Adult
1643,NCT02610374,Adult
1644,NCT02188329,Adult
1646,NCT01596998,Adult
1647,NCT01489644,Adult
1648,NCT04604145,Adult
1649,NCT02556112,Adult
1630,NCT04407195,Adult
1628,NCT00722124,Adult
1608,NCT03588364,Adult
1626,NCT01336361,Adult
1609,NCT03293654,Adult
1610,NCT03593356,Adult
1611,NCT02555527,Adult
1612,NCT00715026,Adult
1613,NCT00785304,Adult
1614,NCT04540081,Adult
1615,NCT01582802,Adult
1616,NCT03866434,Adult
1617,NCT01847560,Adult
1618,NCT02596399,Adult
1619,NCT01555554,Adult
1620,NCT01725087,Adult
1621,NCT04049162,Adult
1622,NCT04337762,Adult
1623,NCT04559698,Adult
1624,NCT03512301,Adult
1625,NCT00606658,Adult
1737,NCT01262339,Adult
1738,NCT03642691,Adult
1739,NCT03054597,Adult
1849,NCT00573599,Adult
1851,NCT00416364,Adult
1852,NCT02779231,Adult
1853,NCT00620334,Adult
1854,NCT02608853,Adult
1855,NCT01617109,Adult
1856,NCT00037219,Adult
1857,NCT01268189,Adult
1858,NCT00855153,Adult
1859,NCT00464386,Adult
1860,NCT00356837,Adult
1861,NCT00137319,Adult
1862,NCT00137254,Adult
1863,NCT00137215,Adult
1864,NCT00137202,Adult
1865,NCT00137163,Adult
1866,NCT02856802,Adult
1867,NCT01317784,Adult
1850,NCT00417001,Adult
1848,NCT00814905,Adult
1869,NCT02873299,Adult
1846,NCT01088178,Adult
1828,NCT00852904,Adult
1829,NCT01516255,Adult
1831,NCT00889616,Adult
1832,NCT01150279,Adult
1833,NCT03105973,Adult
1834,NCT03791580,Adult
1835,NCT01349725,Adult
1836,NCT00415415,Adult
1837,NCT01554644,Adult
1838,NCT00350337,Adult
1839,NCT02922127,Adult
1840,NCT03825783,Adult
1841,NCT01953016,Adult
1842,NCT00296088,Adult
1843,NCT03272048,Adult
1844,NCT03775954,Adult
1845,NCT01099605,Adult
1868,NCT00888745,Adult
1870,NCT02341079,Adult
1826,NCT02676635,Adult
1893,NCT03126331,Adult
1895,NCT00269555,Adult
1896,NCT02651714,Adult
1897,NCT03149510,Adult
1898,NCT01881503,Adult
1899,NCT03118297,Adult
1900,NCT00417573,Adult
1901,NCT02116205,Adult
1902,NCT02579057,Adult
1903,NCT00753480,Adult
1904,NCT02392364,Adult
1905,NCT00000418,Adult
1906,NCT01813227,Adult
1907,NCT01591655,Adult
1908,NCT00118898,Adult
1909,NCT01149759,Adult
1910,NCT01545232,Adult
1911,NCT01545570,Adult
1894,NCT01339390,Adult
1892,NCT00361673,Adult
1871,NCT02115919,Adult
1891,NCT03480854,Adult
1872,NCT01790477,Adult
1873,NCT01591408,Adult
1874,NCT00402129,Adult
1875,NCT00142636,Adult
1876,NCT01502345,Adult
1877,NCT02682667,Adult
1878,NCT03257436,Adult
1879,NCT01830712,Adult
1880,NCT01402973,Adult
1881,NCT01295684,Adult
1882,NCT01293617,Adult
1883,NCT01283672,Adult
1884,NCT00942695,Adult
1885,NCT00942656,Adult
1886,NCT00942513,Adult
1888,NCT00659672,Adult
1890,NCT00366301,Adult
1827,NCT02997345,Adult
1825,NCT00097461,Adult
1740,NCT04349072,Adult
1760,NCT02300844,Adult
1762,NCT02995915,Adult
1763,NCT01576601,Adult
1765,NCT00056589,Adult
1766,NCT01228058,Adult
1767,NCT01900834,Adult
1768,NCT01423383,Adult
1769,NCT03851744,Adult
1770,NCT02568306,Adult
1771,NCT01561950,Adult
1772,NCT00137670,Adult
1773,NCT01563445,Adult
1775,NCT04526002,Adult
1776,NCT00531661,Adult
1777,NCT02015156,Adult
1778,NCT00101751,Adult
1779,NCT03377569,Adult
1780,NCT02958085,Adult
1761,NCT02639832,Adult
1759,NCT02870231,Adult
1782,NCT02047084,Adult
1758,NCT01691378,Adult
1741,NCT03095807,Adult
1742,NCT01781949,Adult
1743,NCT03763591,Adult
1744,NCT03015207,Adult
1745,NCT01569841,Adult
1746,NCT01772602,Adult
1747,NCT00841165,Adult
1748,NCT00931476,Adult
1749,NCT01988532,Adult
1750,NCT04136951,Adult
1751,NCT03576755,Adult
1752,NCT00519402,Adult
1753,NCT01111201,Adult
1754,NCT02915237,Adult
1755,NCT00620282,Adult
1756,NCT00095446,Adult
1757,NCT00264901,Adult
1781,NCT01846858,Adult
1783,NCT01018238,Adult
1823,NCT01809288,Adult
1804,NCT01943084,Adult
1806,NCT00333268,Adult
1807,NCT00333203,Adult
1808,NCT01520038,Adult
1809,NCT03570320,Adult
1810,NCT03542435,Adult
1811,NCT03403621,Adult
1812,NCT03973177,Adult
1813,NCT02235961,Adult
1814,NCT00995917,Adult
1815,NCT00127699,Adult
1816,NCT04146545,Adult
1817,NCT03301298,Adult
1818,NCT01561352,Adult
1819,NCT01293604,Adult
1820,NCT02415621,Adult
1821,NCT00325533,Adult
1822,NCT00833716,Adult
1805,NCT00591448,Adult
1803,NCT04063709,Adult
1784,NCT01321944,Adult
1802,NCT02586597,Adult
1785,NCT00494052,Adult
1786,NCT02015546,Adult
1787,NCT02056639,Adult
1788,NCT00681200,Adult
1789,NCT01932996,Adult
1790,NCT03131544,Adult
1791,NCT01075165,Adult
1792,NCT00871468,Adult
1793,NCT04478110,Adult
1794,NCT00065130,Adult
1795,NCT01561937,Adult
1796,NCT02269514,Adult
1797,NCT01603342,Adult
1798,NCT03775668,Adult
1799,NCT00995410,Adult
1800,NCT01436240,Adult
1801,NCT03979209,Adult
3717,NCT00736775,Adult
3271,NCT00796705,Adult
3719,NCT00528840,Adult
5695,NCT04475172,Adult
5687,NCT00722800,Adult
5688,NCT00302042,Adult
5689,NCT01343654,Adult
5690,NCT04540952,Adult
5691,NCT02244463,Adult
5692,NCT00101868,Adult
5693,NCT03707080,Adult
5694,NCT03789097,Adult
5696,NCT02994108,Adult
5751,NCT03860077,Adult
5697,NCT04330235,Adult
5698,NCT03089684,Adult
5699,NCT01646541,Adult
5700,NCT01794949,Adult
5701,NCT01837524,Adult
5702,NCT03052530,Adult
5703,NCT04241471,Adult
5704,NCT04240483,Adult
5686,NCT00788346,Adult
5685,NCT03933085,Adult
5684,NCT02175329,Adult
5683,NCT00923936,Adult
5662,NCT02287428,Adult
5665,NCT03231579,Adult
5666,NCT01674075,Adult
5667,NCT02836288,Adult
5668,NCT00080366,Adult
5670,NCT02262832,Adult
5671,NCT00275587,Adult
5672,NCT03813628,Adult
5673,NCT04296942,Adult
5674,NCT03913676,Adult
5675,NCT00958061,Adult
5676,NCT00081354,Adult
5677,NCT00681993,Adult
5678,NCT04087304,Adult
5679,NCT00722761,Adult
5680,NCT03350217,Adult
5682,NCT04535180,Adult
5705,NCT01278355,Adult
5706,NCT00341757,Adult
5707,NCT03267563,Adult
5731,NCT02789215,Adult
5733,NCT02602223,Adult
5734,NCT02739464,Adult
5735,NCT01987830,Adult
5736,NCT02147522,Adult
5737,NCT00989183,Adult
5738,NCT00876434,Adult
5739,NCT00339573,Adult
5740,NCT04418518,Adult
5741,NCT01014533,Adult
5742,NCT00774371,Adult
5743,NCT03716505,Adult
5744,NCT01860352,Adult
5745,NCT02796859,Adult
5746,NCT01322568,Adult
5747,NCT02188563,Adult
5748,NCT00000362,Adult
5749,NCT02427061,Adult
5732,NCT04394247,Adult
5730,NCT03080493,Adult
5708,NCT01091857,Adult
5729,NCT01195220,Adult
5709,NCT00326495,Adult
5710,NCT02206893,Adult
5711,NCT02958267,Adult
5712,NCT03249779,Adult
5713,NCT03834025,Adult
5714,NCT00001781,Adult
5715,NCT02000739,Adult
5717,NCT03723928,Adult
5718,NCT00440336,Adult
5720,NCT04428632,Adult
5721,NCT01574937,Adult
5723,NCT03928067,Adult
5724,NCT00655967,Adult
5725,NCT04432272,Adult
5726,NCT00599209,Adult
5727,NCT01906437,Adult
5728,NCT03775096,Adult
5661,NCT03226054,Adult
3720,NCT00584051,Adult
5659,NCT01836445,Adult
5591,NCT03552978,Adult
5593,NCT03478878,Adult
5594,NCT02600819,Adult
5596,NCT00536185,Adult
5597,NCT03071744,Adult
5598,NCT00821236,Adult
5599,NCT02829554,Adult
5600,NCT04170803,Adult
5601,NCT03733080,Adult
5602,NCT01134510,Adult
5604,NCT00401414,Adult
5605,NCT02759185,Adult
5606,NCT01769430,Adult
5607,NCT02265120,Adult
5608,NCT02475707,Adult
5609,NCT03786120,Adult
5610,NCT00682773,Adult
5611,NCT03259893,Adult
5592,NCT03625349,Adult
5590,NCT02851706,Adult
5613,NCT01152684,Adult
5589,NCT03158740,Adult
5570,NCT01458132,Adult
5571,NCT02360007,Adult
5572,NCT02440061,Adult
5573,NCT01034579,Adult
5574,NCT03478865,Adult
5575,NCT02546479,Adult
5576,NCT02359994,Adult
5578,NCT03505567,Adult
5580,NCT03194906,Adult
5581,NCT03671655,Adult
5582,NCT02364518,Adult
5583,NCT03612271,Adult
5584,NCT02070328,Adult
5585,NCT01380795,Adult
5586,NCT00923728,Adult
5587,NCT01221038,Adult
5588,NCT00001536,Adult
5612,NCT01694784,Adult
5614,NCT01591733,Adult
5658,NCT01365819,Adult
5637,NCT03822403,Adult
5639,NCT03326401,Adult
5640,NCT02393365,Adult
5641,NCT03579225,Adult
5642,NCT04103164,Adult
5645,NCT02655458,Adult
5646,NCT01145209,Adult
5647,NCT02442739,Adult
5648,NCT03048786,Adult
5649,NCT03114410,Adult
5650,NCT04251208,Adult
5651,NCT02683187,Adult
5652,NCT04603521,Adult
5653,NCT01177579,Adult
5654,NCT00785200,Adult
5655,NCT02489396,Adult
5656,NCT02795806,Adult
5657,NCT02792426,Adult
5638,NCT02255162,Adult
5636,NCT00680693,Adult
5615,NCT02494167,Adult
5635,NCT00823381,Adult
5616,NCT01602913,Adult
5617,NCT00339300,Adult
5618,NCT03759236,Adult
5619,NCT02237885,Adult
5620,NCT01291277,Adult
5621,NCT01031342,Adult
5622,NCT01006824,Adult
5623,NCT00573924,Adult
5624,NCT01847495,Adult
5625,NCT01955408,Adult
5627,NCT00352924,Adult
5628,NCT03746769,Adult
5629,NCT00076557,Adult
5631,NCT04132700,Adult
5632,NCT03440450,Adult
5633,NCT03098082,Adult
5634,NCT00958022,Adult
5750,NCT00417742,Adult
5753,NCT00237094,Adult
5934,NCT03121027,Adult
5879,NCT03486561,Adult
5870,NCT01105091,Adult
5871,NCT03250338,Adult
5872,NCT00221507,Adult
5873,NCT01435512,Adult
5875,NCT03406104,Adult
5876,NCT02139397,Adult
5877,NCT01941862,Adult
5878,NCT00392873,Adult
5880,NCT02236663,Adult
5754,NCT00208988,Adult
5881,NCT02844543,Adult
5882,NCT01513668,Adult
5883,NCT01337063,Adult
5884,NCT02749968,Adult
5885,NCT01988402,Adult
5886,NCT01830725,Adult
5887,NCT01709786,Adult
5888,NCT01628224,Adult
5869,NCT01829997,Adult
5868,NCT01231945,Adult
5867,NCT04227405,Adult
5866,NCT00004025,Adult
5846,NCT00291161,Adult
5847,NCT01793090,Adult
5848,NCT00778414,Adult
5849,NCT02297126,Adult
5850,NCT03164616,Adult
5852,NCT00808353,Adult
5853,NCT00341107,Adult
5854,NCT00043706,Adult
5855,NCT03293524,Adult
5858,NCT01128166,Adult
5859,NCT02759328,Adult
5860,NCT00005493,Adult
5861,NCT01241253,Adult
5862,NCT01247974,Adult
5863,NCT00370214,Adult
5864,NCT00664898,Adult
5865,NCT03157531,Adult
5889,NCT01477710,Adult
5890,NCT01477450,Adult
5891,NCT00811954,Adult
5913,NCT01458561,Adult
5915,NCT01292876,Adult
5916,NCT01239680,Adult
5917,NCT01205646,Adult
5918,NCT01177488,Adult
5920,NCT04021342,Adult
5921,NCT02139722,Adult
5922,NCT03662308,Adult
5923,NCT01803048,Adult
5924,NCT03341000,Adult
5925,NCT01881815,Adult
5926,NCT01750203,Adult
5927,NCT02798458,Adult
5928,NCT01672541,Adult
5929,NCT00270439,Adult
5930,NCT04169412,Adult
5931,NCT01213914,Adult
5932,NCT02181062,Adult
5914,NCT01434004,Adult
5912,NCT01518491,Adult
5892,NCT01947179,Adult
5911,NCT01773655,Adult
5893,NCT03453554,Adult
5894,NCT02253654,Adult
5896,NCT01845636,Adult
5897,NCT03030794,Adult
5898,NCT00951171,Adult
5899,NCT04302181,Adult
5900,NCT03433261,Adult
5901,NCT02807623,Adult
5902,NCT02632422,Adult
5903,NCT02325414,Adult
5904,NCT02307916,Adult
5905,NCT02198833,Adult
5906,NCT02006433,Adult
5907,NCT01928849,Adult
5908,NCT01882244,Adult
5909,NCT01832714,Adult
5910,NCT01794078,Adult
5845,NCT01480219,Adult
5844,NCT00778544,Adult
5843,NCT01003262,Adult
5777,NCT00273910,Adult
5779,NCT00721149,Adult
5780,NCT00595166,Adult
5781,NCT00338845,Adult
5782,NCT00098384,Adult
5783,NCT00156351,Adult
5784,NCT03067649,Adult
5785,NCT03634527,Adult
5786,NCT02454010,Adult
5787,NCT02368145,Adult
5788,NCT04603794,Adult
5789,NCT02284685,Adult
5790,NCT03361384,Adult
5791,NCT02769078,Adult
5792,NCT02483650,Adult
5793,NCT03913715,Adult
5794,NCT01378065,Adult
5795,NCT02185599,Adult
5778,NCT01841983,Adult
5776,NCT01480193,Adult
5798,NCT01365975,Adult
5775,NCT04504604,Adult
5755,NCT01191788,Adult
5756,NCT01995812,Adult
5758,NCT02236390,Adult
5759,NCT03848221,Adult
5760,NCT01874886,Adult
5761,NCT03711747,Adult
5762,NCT02874573,Adult
5763,NCT00100399,Adult
5764,NCT00923247,Adult
5765,NCT03184025,Adult
5766,NCT04028960,Adult
5767,NCT02044484,Adult
5768,NCT02281760,Adult
5769,NCT03266003,Adult
5771,NCT03882437,Adult
5773,NCT02559219,Adult
5774,NCT03336255,Adult
5796,NCT00299481,Adult
5799,NCT01328197,Adult
5842,NCT01627314,Adult
5821,NCT01387282,Adult
5823,NCT00622193,Adult
5824,NCT01387269,Adult
5825,NCT00219817,Adult
5826,NCT04515069,Adult
5827,NCT04181034,Adult
5829,NCT00525954,Adult
5830,NCT04316429,Adult
5831,NCT00140634,Adult
5832,NCT04463264,Adult
5833,NCT04132739,Adult
5834,NCT04495634,Adult
5835,NCT01659411,Adult
5836,NCT02081391,Adult
5838,NCT02140177,Adult
5839,NCT02412982,Adult
5840,NCT02830945,Adult
5841,NCT02796651,Adult
5822,NCT01280344,Adult
5820,NCT01395914,Adult
5800,NCT00694551,Adult
5819,NCT00651794,Adult
5801,NCT01073579,Adult
5802,NCT03198156,Adult
5803,NCT00341952,Adult
5804,NCT02175030,Adult
5805,NCT01967654,Adult
5806,NCT03980808,Adult
5807,NCT04173806,Adult
5809,NCT02553291,Adult
5810,NCT00792519,Adult
5811,NCT03581565,Adult
5812,NCT03111550,Adult
5813,NCT04358549,Adult
5814,NCT03194685,Adult
5815,NCT04378101,Adult
5816,NCT02496962,Adult
5817,NCT03654053,Adult
5818,NCT01272284,Adult
5569,NCT02938130,Adult
5568,NCT01992874,Adult
5567,NCT02907983,Adult
5319,NCT01493349,Adult
5309,NCT03843021,Adult
5310,NCT03206164,Adult
5311,NCT03610555,Adult
5313,NCT04562948,Adult
5314,NCT04533386,Adult
5315,NCT00588692,Adult
5316,NCT02429934,Adult
5317,NCT01308814,Adult
5321,NCT03718585,Adult
5566,NCT00473642,Adult
5322,NCT03152409,Adult
5323,NCT02132715,Adult
5324,NCT00339339,Adult
5325,NCT02086630,Adult
5326,NCT03048500,Adult
5328,NCT01038323,Adult
5329,NCT02638090,Adult
5330,NCT00526994,Adult
5308,NCT02145949,Adult
5307,NCT04570293,Adult
5306,NCT03678207,Adult
5304,NCT03887390,Adult
5287,NCT04197674,Adult
5288,NCT01836237,Adult
5289,NCT04171921,Adult
5290,NCT00237952,Adult
5291,NCT03050814,Adult
5292,NCT01655043,Adult
5293,NCT03255265,Adult
5294,NCT03808740,Adult
5295,NCT03615469,Adult
5296,NCT00298155,Adult
5297,NCT04040010,Adult
5298,NCT04323774,Adult
5299,NCT03475420,Adult
5300,NCT01724489,Adult
5301,NCT00613873,Adult
5302,NCT01382524,Adult
5303,NCT04113421,Adult
5331,NCT04586387,Adult
5332,NCT01894451,Adult
5333,NCT00904046,Adult
5356,NCT02609529,Adult
5358,NCT04236804,Adult
5359,NCT01133275,Adult
5360,NCT02476877,Adult
5361,NCT02368301,Adult
5362,NCT03451630,Adult
5363,NCT03756454,Adult
5364,NCT01702311,Adult
5365,NCT02774330,Adult
5366,NCT03116243,Adult
5367,NCT00341627,Adult
5368,NCT02529280,Adult
5369,NCT02954978,Adult
5370,NCT02201212,Adult
5371,NCT03529422,Adult
5372,NCT04431063,Adult
5373,NCT04294095,Adult
5375,NCT02771925,Adult
5357,NCT02486120,Adult
5355,NCT02141113,Adult
5334,NCT03646084,Adult
5354,NCT00343005,Adult
5335,NCT04399889,Adult
5336,NCT02879006,Adult
5338,NCT04114526,Adult
5339,NCT03465813,Adult
5340,NCT03811847,Adult
5341,NCT03122301,Adult
5343,NCT00437827,Adult
5344,NCT03153397,Adult
5345,NCT01143194,Adult
5346,NCT00396812,Adult
5347,NCT01615055,Adult
5348,NCT03864302,Adult
5349,NCT00351416,Adult
5350,NCT03683147,Adult
5351,NCT03279913,Adult
5352,NCT01786850,Adult
5353,NCT03880812,Adult
5286,NCT03495388,Adult
5285,NCT03207711,Adult
5284,NCT02429375,Adult
5215,NCT00686426,Adult
5217,NCT03666247,Adult
5219,NCT03451461,Adult
5220,NCT02417506,Adult
5221,NCT02257372,Adult
5222,NCT04184843,Adult
5223,NCT01199666,Adult
5224,NCT04047251,Adult
5225,NCT00203710,Adult
5226,NCT01252251,Adult
5227,NCT01968694,Adult
5228,NCT02729103,Adult
5229,NCT00340405,Adult
5230,NCT04356274,Adult
5231,NCT03018106,Adult
5232,NCT00187928,Adult
5235,NCT00645047,Adult
5236,NCT04041687,Adult
5216,NCT03844867,Adult
5214,NCT04275180,Adult
5238,NCT04267978,Adult
5212,NCT04458545,Adult
5195,NCT01387178,Adult
5196,NCT03758742,Adult
5197,NCT00991978,Adult
5198,NCT01575860,Adult
5199,NCT04334278,Adult
5200,NCT01007630,Adult
5201,NCT00010491,Adult
5202,NCT00230646,Adult
5203,NCT03119363,Adult
5204,NCT00046306,Adult
5205,NCT00120302,Adult
5206,NCT04151186,Adult
5207,NCT01253408,Adult
5208,NCT03989063,Adult
5209,NCT01639079,Adult
5210,NCT03308565,Adult
5211,NCT04518670,Adult
5237,NCT04446468,Adult
5239,NCT04609995,Adult
5283,NCT03161795,Adult
5261,NCT00385762,Adult
5264,NCT01072019,Adult
5266,NCT00724438,Adult
5267,NCT02990377,Adult
5268,NCT03780413,Adult
5269,NCT04250779,Adult
5270,NCT03354416,Adult
5271,NCT01609348,Adult
5273,NCT00130377,Adult
5274,NCT00339534,Adult
5275,NCT04073667,Adult
5276,NCT00124358,Adult
5277,NCT03177447,Adult
5278,NCT03806257,Adult
5279,NCT02624674,Adult
5280,NCT00339742,Adult
5281,NCT01182298,Adult
5282,NCT01444378,Adult
5263,NCT04555239,Adult
5260,NCT02796352,Adult
5240,NCT00948597,Adult
5259,NCT01624389,Adult
5241,NCT02019524,Adult
5242,NCT02540512,Adult
5243,NCT03743337,Adult
5244,NCT01156701,Adult
5245,NCT02534376,Adult
5246,NCT01893112,Adult
5247,NCT04421755,Adult
5248,NCT01889446,Adult
5249,NCT00473317,Adult
5250,NCT02075151,Adult
5251,NCT01996384,Adult
5252,NCT04015778,Adult
5253,NCT00010504,Adult
5254,NCT00932295,Adult
5255,NCT03856320,Adult
5257,NCT01972464,Adult
5258,NCT02479737,Adult
5376,NCT02452853,Adult
5377,NCT00248092,Adult
5379,NCT01733030,Adult
5497,NCT02866721,Adult
5499,NCT01677195,Adult
5500,NCT02286141,Adult
5501,NCT00498355,Adult
5502,NCT03538639,Adult
5503,NCT03532776,Adult
5504,NCT04011059,Adult
5505,NCT03716440,Adult
5506,NCT03487692,Adult
5509,NCT00926250,Adult
5510,NCT00340600,Adult
5511,NCT01040949,Adult
5512,NCT04567238,Adult
5514,NCT03152760,Adult
5515,NCT02759744,Adult
5516,NCT02986802,Adult
5518,NCT01110005,Adult
5519,NCT01553461,Adult
5498,NCT03451773,Adult
5496,NCT01528878,Adult
5521,NCT03175536,Adult
5495,NCT00156390,Adult
5474,NCT04564599,Adult
5475,NCT02045459,Adult
5476,NCT02594202,Adult
5477,NCT02926040,Adult
5479,NCT02192931,Adult
5480,NCT00837148,Adult
5481,NCT02139436,Adult
5482,NCT00841269,Adult
5484,NCT03750838,Adult
5485,NCT03551080,Adult
5487,NCT02067039,Adult
5488,NCT00595504,Adult
5489,NCT01333865,Adult
5490,NCT02040142,Adult
5491,NCT03501420,Adult
5492,NCT04027946,Adult
5494,NCT04266093,Adult
5520,NCT02307929,Adult
5522,NCT01243437,Adult
5472,NCT04297761,Adult
5545,NCT02408159,Adult
5547,NCT01956058,Adult
5549,NCT02236273,Adult
5550,NCT04145323,Adult
5551,NCT01957501,Adult
5552,NCT01448291,Adult
5553,NCT03253744,Adult
5554,NCT01147120,Adult
5555,NCT01211418,Adult
5556,NCT02927821,Adult
5557,NCT01462552,Adult
5559,NCT03429322,Adult
5560,NCT01157117,Adult
5561,NCT03579108,Adult
5562,NCT01611194,Adult
5563,NCT01084733,Adult
5564,NCT01991249,Adult
5565,NCT00738725,Adult
5546,NCT04492592,Adult
5542,NCT02346162,Adult
5523,NCT03478852,Adult
5541,NCT01402674,Adult
5524,NCT03517397,Adult
5525,NCT01443728,Adult
5526,NCT00164294,Adult
5527,NCT04592978,Adult
5528,NCT02592070,Adult
5529,NCT04396873,Adult
5530,NCT04036006,Adult
5531,NCT02362425,Adult
5532,NCT00441077,Adult
5533,NCT00223080,Adult
5534,NCT02339493,Adult
5535,NCT01466088,Adult
5536,NCT02243033,Adult
