,NCTId,StdAge
5537,NCT03860818,Adult
5538,NCT01160458,Adult
5539,NCT03839589,Adult
5540,NCT00628615,Adult
5473,NCT03944616,Adult
5470,NCT01063153,Adult
5380,NCT03681353,Adult
5404,NCT01921309,Adult
5407,NCT03795233,Adult
5408,NCT02853617,Adult
5409,NCT01751048,Adult
5410,NCT03542084,Adult
5411,NCT04313049,Adult
5412,NCT04429789,Adult
5413,NCT01847300,Adult
5415,NCT00948701,Adult
5416,NCT02919306,Adult
5417,NCT03431831,Adult
5418,NCT02031328,Adult
5419,NCT01647399,Adult
5420,NCT03815214,Adult
5421,NCT03590509,Adult
5422,NCT03782480,Adult
5423,NCT02182115,Adult
5424,NCT03658499,Adult
5406,NCT00636779,Adult
5402,NCT01973608,Adult
5426,NCT04308356,Adult
5401,NCT03327883,Adult
5381,NCT01282021,Adult
5382,NCT00741091,Adult
5383,NCT02781675,Adult
5384,NCT02152397,Adult
5385,NCT01607541,Adult
5386,NCT01846793,Adult
5387,NCT01438775,Adult
5389,NCT02876588,Adult
5390,NCT01844492,Adult
5391,NCT00305097,Adult
5392,NCT00352573,Adult
5393,NCT03438682,Adult
5395,NCT03224507,Adult
5396,NCT03956810,Adult
5398,NCT00814502,Adult
5399,NCT00178802,Adult
5400,NCT01235793,Adult
5425,NCT02021617,Adult
5427,NCT03056625,Adult
5469,NCT01879033,Adult
5449,NCT02352480,Adult
5451,NCT01966302,Adult
5452,NCT00788944,Adult
5453,NCT00662051,Adult
5454,NCT02076152,Adult
5455,NCT02626949,Adult
5456,NCT01868672,Adult
5457,NCT01937468,Adult
5458,NCT02024672,Adult
5459,NCT02974582,Adult
5460,NCT00992264,Adult
5462,NCT03429985,Adult
5463,NCT04561050,Adult
5464,NCT02828280,Adult
5465,NCT00032513,Adult
5466,NCT00710606,Adult
5467,NCT00244361,Adult
5468,NCT01477762,Adult
5450,NCT02234011,Adult
5448,NCT01698177,Adult
5428,NCT00860002,Adult
5447,NCT02194088,Adult
5429,NCT00339495,Adult
5430,NCT01442493,Adult
5431,NCT02641353,Adult
5432,NCT03551184,Adult
5433,NCT01480167,Adult
5434,NCT04217902,Adult
5435,NCT00753012,Adult
5436,NCT00106041,Adult
5437,NCT04160975,Adult
5439,NCT04482361,Adult
5440,NCT02530619,Adult
5441,NCT02854657,Adult
5442,NCT02488915,Adult
5443,NCT00391365,Adult
5444,NCT00473239,Adult
5445,NCT00381524,Adult
5446,NCT01912833,Adult
5933,NCT00628498,Adult
5935,NCT00397696,Adult
5193,NCT03674216,Adult
6415,NCT01625221,Adult
6407,NCT00108862,Adult
6408,NCT03516773,Adult
6409,NCT02525432,Adult
6410,NCT00937170,Adult
6411,NCT02438592,Adult
6412,NCT03783702,Adult
6413,NCT04329754,Adult
6414,NCT01418014,Adult
6416,NCT03311126,Adult
6469,NCT02381054,Adult
6417,NCT00999804,Adult
6418,NCT00756652,Adult
6419,NCT02968355,Adult
6420,NCT02977039,Adult
6421,NCT04408105,Adult
6422,NCT03872895,Adult
6424,NCT00021814,Adult
6425,NCT01251523,Adult
6406,NCT00168090,Adult
6405,NCT01083654,Adult
6403,NCT03417752,Adult
6402,NCT02232659,Adult
6383,NCT02145299,Adult
6384,NCT04180020,Adult
6386,NCT03205865,Adult
6388,NCT02195570,Adult
6389,NCT00000174,Adult
6390,NCT02490579,Adult
6391,NCT01355679,Adult
6392,NCT03750292,Adult
6393,NCT02294357,Adult
6394,NCT00912132,Adult
6395,NCT03857672,Adult
6396,NCT02658877,Adult
6397,NCT03106116,Adult
6398,NCT03953300,Adult
6399,NCT01658618,Adult
6400,NCT02112058,Adult
6401,NCT00031499,Adult
6426,NCT04306705,Adult
6427,NCT03756545,Adult
6428,NCT04117607,Adult
6449,NCT04070833,Adult
6451,NCT00782353,Adult
6452,NCT02924467,Adult
6453,NCT04579198,Adult
6454,NCT02761551,Adult
6455,NCT04219540,Adult
6456,NCT02461771,Adult
6457,NCT02473926,Adult
6458,NCT01098292,Adult
6459,NCT02273206,Adult
6460,NCT02276118,Adult
6461,NCT00856999,Adult
6462,NCT03733626,Adult
6463,NCT03630588,Adult
6464,NCT00002309,Adult
6465,NCT04338334,Adult
6466,NCT01850940,Adult
6467,NCT01118026,Adult
6450,NCT02814825,Adult
6448,NCT00451867,Adult
6429,NCT01875653,Adult
6447,NCT01786603,Adult
6430,NCT00642057,Adult
6431,NCT02507882,Adult
6432,NCT02134847,Adult
6433,NCT03400436,Adult
6434,NCT02991664,Adult
6435,NCT02888912,Adult
6436,NCT04182529,Adult
6437,NCT00032448,Adult
6438,NCT02784106,Adult
6439,NCT02601820,Adult
6440,NCT00549796,Adult
6441,NCT02897414,Adult
6442,NCT01744899,Adult
6443,NCT03552263,Adult
6444,NCT01098279,Adult
6445,NCT01678495,Adult
6446,NCT00481689,Adult
6382,NCT00048321,Adult
6381,NCT03214549,Adult
6380,NCT01266122,Adult
6311,NCT04186533,Adult
6313,NCT02346994,Adult
6314,NCT01674049,Adult
6315,NCT01541761,Adult
6316,NCT01454674,Adult
6317,NCT01264757,Adult
6319,NCT00671944,Adult
6320,NCT00622050,Adult
6321,NCT00565149,Adult
6322,NCT01497678,Adult
6323,NCT00005879,Adult
6324,NCT00154622,Adult
6325,NCT04510844,Adult
6326,NCT02338024,Adult
6327,NCT02780414,Adult
6328,NCT00779220,Adult
6329,NCT02755285,Adult
6331,NCT04477083,Adult
6312,NCT03577223,Adult
6309,NCT04385251,Adult
6333,NCT04374591,Adult
6308,NCT04225598,Adult
6291,NCT03892746,Adult
6292,NCT03796884,Adult
6293,NCT03663361,Adult
6294,NCT03347552,Adult
6295,NCT02955394,Adult
6296,NCT02953860,Adult
6297,NCT01871909,Adult
6298,NCT01843686,Adult
6299,NCT01326104,Adult
6300,NCT01119326,Adult
6301,NCT00728325,Adult
6302,NCT00508586,Adult
6303,NCT00352391,Adult
6304,NCT02388880,Adult
6305,NCT03494738,Adult
6306,NCT01948947,Adult
6307,NCT01727856,Adult
6332,NCT04414904,Adult
6334,NCT04326517,Adult
6379,NCT00587392,Adult
6358,NCT02927288,Adult
6360,NCT03255681,Adult
6361,NCT00590681,Adult
6362,NCT00088283,Adult
6363,NCT03832049,Adult
6365,NCT01403649,Adult
6366,NCT00458510,Adult
6367,NCT03776994,Adult
6368,NCT01984983,Adult
6369,NCT00028145,Adult
6370,NCT01807546,Adult
6371,NCT02703948,Adult
6372,NCT00996281,Adult
6373,NCT04396717,Adult
6374,NCT02394600,Adult
6375,NCT02752672,Adult
6377,NCT01523080,Adult
6378,NCT02634502,Adult
6359,NCT01987388,Adult
6357,NCT01880463,Adult
6335,NCT04278495,Adult
6356,NCT04584554,Adult
6337,NCT04213664,Adult
6339,NCT03831321,Adult
6340,NCT03795545,Adult
6341,NCT03795532,Adult
6342,NCT03763539,Adult
6343,NCT02665520,Adult
6344,NCT02932475,Adult
6345,NCT01065064,Adult
6346,NCT02635971,Adult
6347,NCT03486353,Adult
6348,NCT04603911,Adult
6349,NCT03005145,Adult
6350,NCT02919267,Adult
6351,NCT01892397,Adult
6352,NCT02626611,Adult
6353,NCT00482612,Adult
6354,NCT01886326,Adult
6468,NCT01824082,Adult
6470,NCT00904579,Adult
5936,NCT04261842,Adult
6594,NCT01326481,Adult
6586,NCT04576507,Adult
6587,NCT01446224,Adult
6588,NCT04134273,Adult
6589,NCT04596644,Adult
6590,NCT01158950,Adult
6591,NCT03798184,Adult
6592,NCT02848469,Adult
6593,NCT00341003,Adult
6595,NCT01533155,Adult
6471,NCT03059095,Adult
6596,NCT01381406,Adult
6597,NCT04531579,Adult
6598,NCT03992183,Adult
6599,NCT03547869,Adult
6600,NCT02383472,Adult
6601,NCT01692067,Adult
6603,NCT01171638,Adult
6604,NCT00984698,Adult
6585,NCT01403233,Adult
6584,NCT01175291,Adult
6583,NCT03905642,Adult
6582,NCT00341120,Adult
6565,NCT02676479,Adult
6566,NCT04306549,Adult
6567,NCT01534819,Adult
6568,NCT03738774,Adult
6569,NCT00525837,Adult
6570,NCT01267877,Adult
6571,NCT02049151,Adult
6572,NCT00813943,Adult
6573,NCT03259386,Adult
6574,NCT00777296,Adult
6575,NCT02083679,Adult
6576,NCT00689221,Adult
6577,NCT03828019,Adult
6578,NCT02917798,Adult
6579,NCT02043158,Adult
6580,NCT00157586,Adult
6581,NCT01684748,Adult
6605,NCT00795678,Adult
6606,NCT00623090,Adult
6608,NCT00202449,Adult
6631,NCT02831257,Adult
6633,NCT01630980,Adult
6634,NCT03551483,Adult
6637,NCT00254072,Adult
6639,NCT01535326,Adult
6640,NCT03869671,Adult
6641,NCT02382822,Adult
6642,NCT03885700,Adult
6643,NCT00342992,Adult
6644,NCT01739803,Adult
6645,NCT02187224,Adult
6646,NCT00884988,Adult
6647,NCT01032044,Adult
6648,NCT01969864,Adult
6649,NCT01265381,Adult
6650,NCT03593187,Adult
6651,NCT01706211,Adult
6652,NCT04169529,Adult
6632,NCT02387320,Adult
6630,NCT03033602,Adult
6609,NCT04045938,Adult
6629,NCT04168450,Adult
6610,NCT01543997,Adult
6611,NCT02832401,Adult
6612,NCT02144441,Adult
6613,NCT03598816,Adult
6614,NCT02693444,Adult
6615,NCT04130984,Adult
6616,NCT03250156,Adult
6617,NCT04044326,Adult
6618,NCT02036931,Adult
6619,NCT01509573,Adult
6620,NCT00342355,Adult
6622,NCT04261738,Adult
6623,NCT02132793,Adult
6625,NCT01662973,Adult
6626,NCT00710502,Adult
6627,NCT03167658,Adult
6628,NCT04549532,Adult
6564,NCT02611648,Adult
6563,NCT02172859,Adult
6562,NCT04562779,Adult
6492,NCT03244475,Adult
6494,NCT04304833,Adult
6496,NCT04520984,Adult
6497,NCT03259646,Adult
6499,NCT01301638,Adult
6500,NCT03924674,Adult
6501,NCT02260778,Adult
6502,NCT01787175,Adult
6503,NCT04154462,Adult
6504,NCT00840658,Adult
6505,NCT00790374,Adult
6506,NCT00742222,Adult
6507,NCT04522258,Adult
6508,NCT04419948,Adult
6509,NCT01935102,Adult
6511,NCT02597881,Adult
6512,NCT03726463,Adult
6513,NCT01205178,Adult
6493,NCT01045564,Adult
6491,NCT01697267,Adult
6516,NCT01853384,Adult
6490,NCT02508480,Adult
6472,NCT00000152,Adult
6473,NCT00847912,Adult
6474,NCT04341948,Adult
6475,NCT04246281,Adult
6476,NCT03322891,Adult
6477,NCT02232711,Adult
6478,NCT04445116,Adult
6479,NCT02050789,Adult
6480,NCT04373967,Adult
6481,NCT02875535,Adult
6482,NCT03524482,Adult
6483,NCT01492348,Adult
6484,NCT04372329,Adult
6485,NCT03645551,Adult
6486,NCT01451359,Adult
6487,NCT03381885,Adult
6489,NCT02294318,Adult
6514,NCT01465607,Adult
6517,NCT02207803,Adult
6561,NCT04200352,Adult
6540,NCT00382057,Adult
6542,NCT00756444,Adult
6543,NCT01987908,Adult
6544,NCT03503695,Adult
6545,NCT02634879,Adult
6546,NCT00513643,Adult
6547,NCT03539315,Adult
6548,NCT02889640,Adult
6549,NCT02524613,Adult
6550,NCT04495686,Adult
6552,NCT00341861,Adult
6553,NCT04392557,Adult
6555,NCT02378090,Adult
6556,NCT01647919,Adult
6557,NCT02349945,Adult
6558,NCT00424294,Adult
6559,NCT00339937,Adult
6560,NCT00340977,Adult
6541,NCT01420016,Adult
6539,NCT00648544,Adult
6518,NCT02248090,Adult
6538,NCT03889392,Adult
6519,NCT03820921,Adult
6520,NCT03867812,Adult
6521,NCT04032171,Adult
6522,NCT04032158,Adult
6523,NCT03862924,Adult
6524,NCT01969903,Adult
6525,NCT03848806,Adult
6526,NCT03069144,Adult
6527,NCT02845700,Adult
6530,NCT04041284,Adult
6531,NCT03965091,Adult
6532,NCT03893825,Adult
6533,NCT03813238,Adult
6534,NCT04545385,Adult
6535,NCT00337688,Adult
6536,NCT01746979,Adult
6537,NCT00916656,Adult
6290,NCT03295695,Adult
6289,NCT03600324,Adult
6288,NCT00518713,Adult
6057,NCT02339220,Adult
6049,NCT02605876,Adult
6050,NCT02574546,Adult
6051,NCT02535949,Adult
6052,NCT02506192,Adult
6053,NCT02391025,Adult
6054,NCT02378025,Adult
6055,NCT02357836,Adult
6056,NCT02353026,Adult
6058,NCT02318979,Adult
6287,NCT01335009,Adult
6059,NCT02317640,Adult
6060,NCT02303964,Adult
6061,NCT02240329,Adult
6062,NCT02187198,Adult
6063,NCT02168114,Adult
6064,NCT02104713,Adult
6065,NCT02058680,Adult
6066,NCT02041715,Adult
6048,NCT02611375,Adult
6047,NCT02634944,Adult
6046,NCT02657135,Adult
6045,NCT02679560,Adult
6026,NCT03230903,Adult
6028,NCT03197896,Adult
6029,NCT03197675,Adult
6030,NCT03150511,Adult
6031,NCT03123224,Adult
6032,NCT03110302,Adult
6033,NCT03097978,Adult
6034,NCT03082638,Adult
6035,NCT03078530,Adult
6037,NCT02988401,Adult
6038,NCT02960516,Adult
6039,NCT02935621,Adult
6040,NCT02922894,Adult
6041,NCT02881944,Adult
6042,NCT02871349,Adult
6043,NCT02773056,Adult
6044,NCT02721680,Adult
6067,NCT02025179,Adult
6068,NCT02023996,Adult
6069,NCT02019927,Adult
6090,NCT01645722,Adult
6092,NCT01633892,Adult
6093,NCT01593072,Adult
6094,NCT01584037,Adult
6095,NCT01566877,Adult
6096,NCT01564407,Adult
6097,NCT01547325,Adult
6098,NCT01525680,Adult
6099,NCT01518881,Adult
6100,NCT01502319,Adult
6101,NCT01501656,Adult
6102,NCT01466127,Adult
6103,NCT01459172,Adult
6104,NCT01448694,Adult
6105,NCT01447407,Adult
6106,NCT01447186,Adult
6107,NCT01433302,Adult
6108,NCT01419613,Adult
6091,NCT01638481,Adult
6089,NCT01648166,Adult
6070,NCT02011542,Adult
6088,NCT01673594,Adult
6071,NCT02006368,Adult
6072,NCT01943825,Adult
6073,NCT01879696,Adult
6074,NCT01857128,Adult
6075,NCT01847469,Adult
6076,NCT01845740,Adult
6077,NCT01828983,Adult
6078,NCT01822301,Adult
6079,NCT01820455,Adult
6080,NCT01810276,Adult
6081,NCT01763931,Adult
6082,NCT01760785,Adult
6083,NCT01758224,Adult
6084,NCT01751737,Adult
6085,NCT01728753,Adult
6086,NCT01714349,Adult
6087,NCT01701388,Adult
6025,NCT03258658,Adult
6024,NCT03266965,Adult
6023,NCT03276195,Adult
5959,NCT00962403,Adult
5961,NCT04073225,Adult
5962,NCT00902603,Adult
5963,NCT01559688,Adult
5964,NCT02949115,Adult
5965,NCT01078909,Adult
5966,NCT00847574,Adult
5967,NCT02632552,Adult
5968,NCT02367521,Adult
5969,NCT03763747,Adult
5970,NCT02477124,Adult
5971,NCT04162847,Adult
5972,NCT03029884,Adult
5973,NCT01871051,Adult
5974,NCT04589611,Adult
5975,NCT04587583,Adult
5976,NCT04571008,Adult
5977,NCT04517994,Adult
5960,NCT04120584,Adult
5958,NCT00183833,Adult
5979,NCT04512105,Adult
5957,NCT02267187,Adult
5937,NCT03736356,Adult
5939,NCT00643721,Adult
5940,NCT00323921,Adult
5941,NCT00633087,Adult
5942,NCT03725332,Adult
5943,NCT01673828,Adult
5944,NCT01564524,Adult
5946,NCT04210076,Adult
5947,NCT00542204,Adult
5949,NCT01011348,Adult
5950,NCT03526146,Adult
5951,NCT01652079,Adult
5952,NCT00480779,Adult
5953,NCT01537081,Adult
5954,NCT00506389,Adult
5955,NCT04255953,Adult
5956,NCT02253147,Adult
5978,NCT04515212,Adult
5980,NCT04363164,Adult
6022,NCT03366844,Adult
6002,NCT03789396,Adult
6004,NCT03763643,Adult
6005,NCT03719495,Adult
6006,NCT03708276,Adult
6007,NCT03686813,Adult
6008,NCT03673371,Adult
6010,NCT03621085,Adult
6011,NCT03615196,Adult
6012,NCT03552705,Adult
6013,NCT03551678,Adult
6014,NCT03535688,Adult
6015,NCT03530163,Adult
6016,NCT03463239,Adult
6017,NCT03423394,Adult
6018,NCT03418129,Adult
6019,NCT03402035,Adult
6020,NCT03390335,Adult
6021,NCT03387553,Adult
6003,NCT03769259,Adult
6001,NCT03803332,Adult
5981,NCT04356859,Adult
6000,NCT03851406,Adult
5982,NCT04293016,Adult
5983,NCT04275973,Adult
5984,NCT04249544,Adult
5985,NCT04232670,Adult
5986,NCT04171115,Adult
5987,NCT04144257,Adult
5988,NCT04140708,Adult
5989,NCT04136548,Adult
5990,NCT04051242,Adult
5991,NCT04024878,Adult
5992,NCT04001790,Adult
5993,NCT03984487,Adult
5994,NCT03927404,Adult
5995,NCT03921658,Adult
5996,NCT03900845,Adult
5997,NCT03898271,Adult
5999,NCT03861390,Adult
6109,NCT01390064,Adult
6110,NCT01373489,Adult
6111,NCT01372644,Adult
6220,NCT03030716,Adult
6222,NCT02675426,Adult
6223,NCT02706951,Adult
6224,NCT04458350,Adult
6225,NCT00989170,Adult
6226,NCT01885806,Adult
6227,NCT04182659,Adult
6228,NCT02706847,Adult
6229,NCT04562012,Adult
6230,NCT00321932,Adult
6232,NCT01303367,Adult
6233,NCT01092416,Adult
6234,NCT01905618,Adult
6235,NCT02815852,Adult
6236,NCT02775773,Adult
6237,NCT02604238,Adult
6238,NCT02503319,Adult
6239,NCT02305186,Adult
6221,NCT02629159,Adult
6219,NCT02797769,Adult
6241,NCT04573920,Adult
6218,NCT01226433,Adult
6199,NCT03693924,Adult
6200,NCT02666742,Adult
6201,NCT01055990,Adult
6202,NCT00036647,Adult
6203,NCT00372073,Adult
6205,NCT01656889,Adult
6206,NCT04517396,Adult
6207,NCT00046475,Adult
6208,NCT00870285,Adult
6209,NCT00851799,Adult
6210,NCT00004045,Adult
6211,NCT01942837,Adult
6212,NCT02481310,Adult
6214,NCT03113786,Adult
6215,NCT03787485,Adult
6216,NCT01463254,Adult
6217,NCT01334190,Adult
6240,NCT02421666,Adult
6242,NCT04573478,Adult
6196,NCT01076504,Adult
6265,NCT01290601,Adult
6267,NCT01080716,Adult
6268,NCT01032382,Adult
6269,NCT00992693,Adult
6270,NCT00868946,Adult
6271,NCT00703924,Adult
6272,NCT00623168,Adult
6273,NCT00606580,Adult
6274,NCT00490230,Adult
6275,NCT00468858,Adult
6278,NCT00370682,Adult
6280,NCT00349713,Adult
6281,NCT00337181,Adult
6282,NCT00298610,Adult
6283,NCT00287469,Adult
6284,NCT02310334,Adult
6285,NCT00162981,Adult
6286,NCT02156271,Adult
6266,NCT01083576,Adult
6264,NCT01435135,Adult
6243,NCT02630043,Adult
6263,NCT01536795,Adult
6245,NCT01294982,Adult
6246,NCT03883477,Adult
6247,NCT04360486,Adult
6248,NCT04333459,Adult
6249,NCT04302766,Adult
6250,NCT04283513,Adult
6251,NCT04203186,Adult
6252,NCT02864901,Adult
6253,NCT02491606,Adult
6254,NCT02488980,Adult
6255,NCT02488902,Adult
6256,NCT02483260,Adult
6257,NCT02080767,Adult
6258,NCT01933685,Adult
6259,NCT01931358,Adult
6261,NCT01790659,Adult
6262,NCT01769612,Adult
6198,NCT02903355,Adult
6195,NCT01249625,Adult
6112,NCT01353040,Adult
6132,NCT01041534,Adult
6134,NCT00986986,Adult
6135,NCT00975559,Adult
6136,NCT00972439,Adult
6137,NCT00911248,Adult
6138,NCT00904423,Adult
6139,NCT00896649,Adult
6140,NCT00870545,Adult
6141,NCT00853528,Adult
6142,NCT00852644,Adult
6143,NCT00851253,Adult
6144,NCT00839696,Adult
6145,NCT00815672,Adult
6146,NCT00807820,Adult
6147,NCT00763009,Adult
6148,NCT00760708,Adult
6149,NCT00749203,Adult
6150,NCT00743821,Adult
6133,NCT01000077,Adult
6131,NCT01075035,Adult
6152,NCT00720096,Adult
6130,NCT01077089,Adult
6113,NCT01353027,Adult
6114,NCT01345591,Adult
6115,NCT01339208,Adult
6116,NCT01322503,Adult
6117,NCT01320059,Adult
6118,NCT01310192,Adult
6119,NCT01305811,Adult
6120,NCT01299142,Adult
6121,NCT01281267,Adult
6122,NCT01269164,Adult
6123,NCT01265433,Adult
6124,NCT01264471,Adult
6125,NCT01212731,Adult
6126,NCT01155024,Adult
6127,NCT01140373,Adult
6128,NCT01118208,Adult
6129,NCT01111682,Adult
6151,NCT00742001,Adult
6153,NCT00716469,Adult
6194,NCT04560946,Adult
6174,NCT00404170,Adult
6176,NCT00340158,Adult
6177,NCT00337961,Adult
6178,NCT00308113,Adult
6179,NCT00256724,Adult
6180,NCT00253994,Adult
6181,NCT00206453,Adult
6182,NCT00186108,Adult
6183,NCT00122369,Adult
6184,NCT00083525,Adult
6185,NCT00116090,Adult
6186,NCT00921557,Adult
6187,NCT00494975,Adult
6188,NCT00962637,Adult
6189,NCT02063230,Adult
6190,NCT03418857,Adult
6191,NCT01873573,Adult
6192,NCT03821402,Adult
6175,NCT00386620,Adult
6173,NCT00405678,Adult
6154,NCT00714727,Adult
6172,NCT00409968,Adult
6155,NCT00656019,Adult
6156,NCT00653783,Adult
6157,NCT00647790,Adult
6158,NCT00636441,Adult
6159,NCT00636090,Adult
6160,NCT00591864,Adult
6161,NCT00589966,Adult
6162,NCT00583752,Adult
6163,NCT00583024,Adult
6164,NCT00582569,Adult
6165,NCT00582140,Adult
6166,NCT00541164,Adult
6167,NCT00527982,Adult
6168,NCT00426959,Adult
6169,NCT00419510,Adult
6170,NCT00411632,Adult
6171,NCT00410059,Adult
5194,NCT01347112,Adult
5660,NCT00489931,Adult
5192,NCT01109524,Adult
4209,NCT03356340,Adult
4201,NCT03726320,Adult
4202,NCT01228344,Adult
4203,NCT04047147,Adult
4204,NCT03945981,Adult
4205,NCT04006119,Adult
4206,NCT00339638,Adult
4207,NCT04295538,Adult
4208,NCT02976831,Adult
4210,NCT01701349,Adult
4267,NCT03572595,Adult
4211,NCT02322333,Adult
4212,NCT03004157,Adult
4213,NCT01530867,Adult
4214,NCT02316353,Adult
4215,NCT02135276,Adult
4216,NCT02282748,Adult
4217,NCT04258722,Adult
4218,NCT04315311,Adult
4200,NCT00768248,Adult
4199,NCT02137512,Adult
4198,NCT00088504,Adult
4197,NCT02720653,Adult
4179,NCT00959764,Adult
4180,NCT03008837,Adult
4181,NCT04200443,Adult
4182,NCT03137264,Adult
4183,NCT00680069,Adult
4184,NCT02004691,Adult
4185,NCT02197689,Adult
4186,NCT04357730,Adult
4187,NCT01795547,Adult
4188,NCT04423458,Adult
4189,NCT00101790,Adult
4190,NCT02564055,Adult
4191,NCT03765593,Adult
4192,NCT03093662,Adult
4193,NCT01967394,Adult
4194,NCT00200057,Adult
4195,NCT03604705,Adult
4219,NCT02572323,Adult
4220,NCT02245178,Adult
4222,NCT01074151,Adult
4246,NCT03251794,Adult
4248,NCT03957577,Adult
4249,NCT02752035,Adult
4250,NCT01617161,Adult
4251,NCT04180423,Adult
4252,NCT00321971,Adult
4253,NCT00576693,Adult
4255,NCT00032344,Adult
4256,NCT00391664,Adult
4257,NCT01578967,Adult
4258,NCT00339651,Adult
4259,NCT04484090,Adult
4260,NCT02708264,Adult
4261,NCT02103335,Adult
4262,NCT04213508,Adult
4263,NCT01401842,Adult
4264,NCT01480999,Adult
4265,NCT02685826,Adult
4247,NCT00124514,Adult
4244,NCT00615407,Adult
4223,NCT01611233,Adult
4243,NCT00308061,Adult
4224,NCT02880644,Adult
4225,NCT03474029,Adult
4226,NCT00475202,Adult
4227,NCT04132557,Adult
4228,NCT02755818,Adult
4229,NCT02716909,Adult
4230,NCT01654926,Adult
4231,NCT03172962,Adult
4233,NCT02068937,Adult
4234,NCT03521817,Adult
4235,NCT04526418,Adult
4236,NCT00332709,Adult
4237,NCT02100904,Adult
4238,NCT03713320,Adult
4239,NCT00089947,Adult
4240,NCT00120471,Adult
4242,NCT00000173,Adult
4178,NCT04536298,Adult
4177,NCT03352115,Adult
4175,NCT02655354,Adult
4111,NCT01181323,Adult
4113,NCT04368988,Adult
4114,NCT02840877,Adult
4115,NCT00302861,Adult
4116,NCT02236598,Adult
4117,NCT01271023,Adult
4118,NCT00235300,Adult
4119,NCT03314129,Adult
4120,NCT03209895,Adult
4121,NCT01816516,Adult
4122,NCT00856856,Adult
4123,NCT04171466,Adult
4124,NCT01523977,Adult
4125,NCT04139928,Adult
4126,NCT04427800,Adult
4127,NCT04422873,Adult
4129,NCT00385697,Adult
4130,NCT03777020,Adult
4112,NCT03606655,Adult
4110,NCT04009291,Adult
4132,NCT00520143,Adult
4109,NCT04131296,Adult
4091,NCT02669420,Adult
4092,NCT02807454,Adult
4093,NCT02113475,Adult
4094,NCT03422276,Adult
4095,NCT01560026,Adult
4097,NCT01889797,Adult
4098,NCT02887183,Adult
4099,NCT02512926,Adult
4100,NCT02616640,Adult
4101,NCT03870334,Adult
4102,NCT03892889,Adult
4103,NCT01353677,Adult
4104,NCT03289676,Adult
4105,NCT01537367,Adult
4106,NCT00117689,Adult
4107,NCT02804750,Adult
4108,NCT00691587,Adult
4131,NCT04336579,Adult
4133,NCT04554966,Adult
4174,NCT03264521,Adult
4155,NCT02299726,Adult
4157,NCT00005007,Adult
4158,NCT02842853,Adult
4159,NCT00703846,Adult
4160,NCT00100581,Adult
4161,NCT03042117,Adult
4162,NCT00979238,Adult
4163,NCT01166919,Adult
4164,NCT03499860,Adult
4165,NCT01928953,Adult
4166,NCT03401385,Adult
4167,NCT00134979,Adult
4168,NCT01336764,Adult
4169,NCT03180723,Adult
4170,NCT00822367,Adult
4171,NCT00081640,Adult
4172,NCT02564042,Adult
4173,NCT03372746,Adult
4156,NCT01694849,Adult
4154,NCT00857376,Adult
4134,NCT02961751,Adult
4153,NCT00974259,Adult
4136,NCT03400514,Adult
4137,NCT03378219,Adult
4138,NCT04514653,Adult
4139,NCT00364026,Adult
4140,NCT02354482,Adult
4141,NCT00164658,Adult
4142,NCT00075283,Adult
4143,NCT02893150,Adult
4144,NCT01110200,Adult
4145,NCT00135798,Adult
4146,NCT04000971,Adult
4147,NCT02923193,Adult
4148,NCT03055858,Adult
4149,NCT04477304,Adult
4150,NCT00000861,Adult
4151,NCT02664610,Adult
4152,NCT00407147,Adult
4266,NCT02206425,Adult
4268,NCT03968848,Adult
4454,NCT00657917,Adult
4396,NCT00662571,Adult
4388,NCT00221416,Adult
4389,NCT03404986,Adult
4390,NCT01296698,Adult
4391,NCT03714711,Adult
4392,NCT02344576,Adult
4393,NCT03351088,Adult
4394,NCT02519868,Adult
4395,NCT01040832,Adult
4397,NCT04569344,Adult
4269,NCT03337139,Adult
4399,NCT04293536,Adult
4401,NCT01817244,Adult
4402,NCT03579329,Adult
4403,NCT00360087,Adult
4404,NCT04266821,Adult
4406,NCT04204018,Adult
4407,NCT02170532,Adult
4408,NCT04334707,Adult
4387,NCT01811316,Adult
4386,NCT03185871,Adult
4385,NCT02351544,Adult
4383,NCT01223313,Adult
