,NCTId,ConditionBrowseBranchAbbrev
8712,NCT01834794,All
2905,NCT02002182,All
2942,NCT00022750,All
2941,NCT01276678,All
2904,NCT03304548,All
2856,NCT02239146,All
8693,NCT03868930,All
8682,NCT02352103,All
2819,NCT03418649,All
2930,NCT03399500,All
8730,NCT04178577,All
2832,NCT02606396,All
2933,NCT01510418,All
2932,NCT00502788,All
2908,NCT01153490,All
2826,NCT01511198,All
8727,NCT00085124,All
2827,NCT00791895,All
8690,NCT00410904,All
2934,NCT01047709,All
2828,NCT02101619,All
2829,NCT00495209,All
2909,NCT01004952,All
8714,NCT00072995,All
2910,NCT02120560,All
2911,NCT03438227,All
8680,NCT01902225,All
2859,NCT01966094,All
2931,NCT00256217,All
8679,NCT02513563,All
2820,NCT00104182,All
8729,NCT04542642,All
8691,NCT00118157,All
2821,NCT02063451,All
2822,NCT00097084,All
2857,NCT01231165,All
2935,NCT00283751,All
2912,NCT00381992,All
2823,NCT00095082,All
2907,NCT00123786,All
8728,NCT03722316,All
8681,NCT00963807,All
8725,NCT00025389,All
2824,NCT00627185,All
2835,NCT01850615,All
2863,NCT00440232,All
2959,NCT04018573,All
2810,NCT03375099,All
2799,NCT04585230,All
8739,NCT02496780,All
8687,NCT00870207,All
2952,NCT02580032,All
8674,NCT00764517,All
2951,NCT00342875,All
2927,NCT03600103,All
8723,NCT02189889,All
2896,NCT03252223,All
2800,NCT04318925,All
2867,NCT02696148,All
2838,NCT04294303,All
2855,NCT03325777,All
8711,NCT02973399,All
2837,NCT02222246,All
2854,NCT01029288,All
2953,NCT00074685,All
2798,NCT02644057,All
2795,NCT04426318,All
2793,NCT00134680,All
8697,NCT00515255,All
2831,NCT02776917,All
2853,NCT02043977,All
8740,NCT01954576,All
2794,NCT00097617,All
2957,NCT01125397,All
2895,NCT03845283,All
2868,NCT02402803,All
2956,NCT00767039,All
8696,NCT03614949,All
2955,NCT03633708,All
8673,NCT00944060,All
2796,NCT03028233,All
2801,NCT00530426,All
2950,NCT03680495,All
2915,NCT01680341,All
2945,NCT03843437,All
8689,NCT02520115,All
2806,NCT00221923,All
8694,NCT00435617,All
2946,NCT00598793,All
8736,NCT03315663,All
2807,NCT04052815,All
2808,NCT04221815,All
8676,NCT01515475,All
2809,NCT00581516,All
8734,NCT02958969,All
8724,NCT00039468,All
8716,NCT03602014,All
2899,NCT04090879,All
8677,NCT03071406,All
8737,NCT03126981,All
2898,NCT01944306,All
8738,NCT02896010,All
2914,NCT04115228,All
2865,NCT04479761,All
2949,NCT02151877,All
8695,NCT03705325,All
2928,NCT00106366,All
2803,NCT01570309,All
2848,NCT02030600,All
2864,NCT00736190,All
2836,NCT01581905,All
8688,NCT04159896,All
2913,NCT01625923,All
2947,NCT00339430,All
2804,NCT01048632,All
2897,NCT04434664,All
8675,NCT00885963,All
2948,NCT01713530,All
2686,NCT01699906,All
2766,NCT00769262,All
2515,NCT01910454,All
8896,NCT01846468,All
2506,NCT01349088,All
2507,NCT03120585,All
8895,NCT04233918,All
2508,NCT02129608,All
8893,NCT01664624,All
2509,NCT01329406,All
2510,NCT01744821,All
2511,NCT02185300,All
8892,NCT01748994,All
2512,NCT04574167,All
2513,NCT01498705,All
8891,NCT00773617,All
2514,NCT00636454,All
2516,NCT03310528,All
2576,NCT00299949,All
2517,NCT02868021,All
2518,NCT04129567,All
8890,NCT03422367,All
2520,NCT03136029,All
2521,NCT04163614,All
2522,NCT00646204,All
8889,NCT00178048,All
2523,NCT00499746,All
2524,NCT01079234,All
8888,NCT03383848,All
2525,NCT04029220,All
8886,NCT02522923,All
2526,NCT04397900,All
8884,NCT02624193,All
2505,NCT01165411,All
8897,NCT01797159,All
2504,NCT02011685,All
2503,NCT02308735,All
2479,NCT02941809,All
8903,NCT00122486,All
2480,NCT00907959,All
2481,NCT02529150,All
2482,NCT02703909,All
2483,NCT03337113,All
2484,NCT01985763,All
2485,NCT00222963,All
8902,NCT00122512,All
2486,NCT00203996,All
2487,NCT01748890,All
2488,NCT00653029,All
2489,NCT01514279,All
8901,NCT00570440,All
2490,NCT03014037,All
2491,NCT03702283,All
2492,NCT01751152,All
2493,NCT02413125,All
8900,NCT01594632,All
2494,NCT03707626,All
2496,NCT04521595,All
2497,NCT03195205,All
8899,NCT01721798,All
2498,NCT01107301,All
2499,NCT04063670,All
2500,NCT01453894,All
2501,NCT03012555,All
2502,NCT02404896,All
8898,NCT04004325,All
2527,NCT00340171,All
2528,NCT02768103,All
8883,NCT00331058,All
8870,NCT02318186,All
2553,NCT01404858,All
8868,NCT02679729,All
2555,NCT01364428,All
2556,NCT00262249,All
8867,NCT03095391,All
2557,NCT03597620,All
8866,NCT01104701,All
2558,NCT01871545,All
2559,NCT00729690,All
8864,NCT01496378,All
2560,NCT00001037,All
2561,NCT00891033,All
8863,NCT02926677,All
2562,NCT01595178,All
2563,NCT01240174,All
8861,NCT00967083,All
2565,NCT00411892,All
2566,NCT02877394,All
8859,NCT01045421,All
2567,NCT00004992,All
8858,NCT02206607,All
2570,NCT01598896,All
2571,NCT01260441,All
8857,NCT03454022,All
2572,NCT00135720,All
8856,NCT03905720,All
2574,NCT00758693,All
2575,NCT00869609,All
8855,NCT00769951,All
2552,NCT03196999,All
2550,NCT00973440,All
2529,NCT00781586,All
2549,NCT01161810,All
2530,NCT02464410,All
2531,NCT01222585,All
8882,NCT01882010,All
8881,NCT03241732,All
2532,NCT01858051,All
2533,NCT02944370,All
2534,NCT01142908,All
8880,NCT03600532,All
2535,NCT01462526,All
2536,NCT00010816,All
8879,NCT01764698,All
2537,NCT04433546,All
8878,NCT01021644,All
2538,NCT01015820,All
2539,NCT01366027,All
2540,NCT00056810,All
8877,NCT02734667,All
2541,NCT00007618,All
2542,NCT01611948,All
8876,NCT02085473,All
2543,NCT01268670,All
2544,NCT01513473,All
8874,NCT01216891,All
2545,NCT04277780,All
8873,NCT00759746,All
2546,NCT01238445,All
2547,NCT03548883,All
8871,NCT01137006,All
2548,NCT04346511,All
2478,NCT00135109,All
2477,NCT03702270,All
2475,NCT01871896,All
8941,NCT01511107,All
2402,NCT02141178,All
8938,NCT03890029,All
2403,NCT03960970,All
8937,NCT03434769,All
2404,NCT00675506,All
2405,NCT01858519,All
2406,NCT00000455,All
2407,NCT02055222,All
8935,NCT03635905,All
2408,NCT01770184,All
2409,NCT01364805,All
8934,NCT03164967,All
2410,NCT00267631,All
2411,NCT00682669,All
2412,NCT02277314,All
2413,NCT00013442,All
2414,NCT00436865,All
2415,NCT01822171,All
8933,NCT02217007,All
2416,NCT01957085,All
2417,NCT01049048,All
2418,NCT02435771,All
8932,NCT03951064,All
2419,NCT00102817,All
2420,NCT00123578,All
8930,NCT02497937,All
2421,NCT02265250,All
8929,NCT01128621,All
2422,NCT02660086,All
2401,NCT00313404,All
2400,NCT01951209,All
8928,NCT00555425,All
8942,NCT01566461,All
8955,NCT02290223,All
2380,NCT01333917,All
8953,NCT04606966,All
2381,NCT00012883,All
2382,NCT00798551,All
8952,NCT04157270,All
2383,NCT01376778,All
8951,NCT03197454,All
2384,NCT00224913,All
8950,NCT03900949,All
8949,NCT02459327,All
2387,NCT01040663,All
2388,NCT00528931,All
2389,NCT01396044,All
8948,NCT04571502,All
2390,NCT00680706,All
8947,NCT03762161,All
2391,NCT01658800,All
2392,NCT03800628,All
8946,NCT01743976,All
2393,NCT02219321,All
2394,NCT02828111,All
8944,NCT03869970,All
2395,NCT03731351,All
2396,NCT00404872,All
2397,NCT00943904,All
8943,NCT03935048,All
2398,NCT04469036,All
2399,NCT02840097,All
2423,NCT00461162,All
2426,NCT03908879,All
2474,NCT01599923,All
8912,NCT03356639,All
2451,NCT04352764,All
8911,NCT00248612,All
2452,NCT02861131,All
2453,NCT02187913,All
8910,NCT02391727,All
2454,NCT03333109,All
8909,NCT03609671,All
2455,NCT04233164,All
2456,NCT00341692,All
2457,NCT01153555,All
2458,NCT00642213,All
8908,NCT00323635,All
2459,NCT00005245,All
2460,NCT04016584,All
8907,NCT00148902,All
2461,NCT02288702,All
2462,NCT00378950,All
2463,NCT03742258,All
2464,NCT00071448,All
2466,NCT00186862,All
2467,NCT03426137,All
2468,NCT04496804,All
8906,NCT02564341,All
2469,NCT02298192,All
2470,NCT00018876,All
2471,NCT00590161,All
2472,NCT03313271,All
2473,NCT00643812,All
8904,NCT00120770,All
2450,NCT03664765,All
2449,NCT00274417,All
8927,NCT02509117,All
8914,NCT02341638,All
2427,NCT02738749,All
2428,NCT03737370,All
8926,NCT02470754,All
2429,NCT01689025,All
2430,NCT01559649,All
2432,NCT04122378,All
8925,NCT04068662,All
2433,NCT03379558,All
2434,NCT04533425,All
2436,NCT03615235,All
8924,NCT03808675,All
2437,NCT00481507,All
8923,NCT01909752,All
2438,NCT00797615,All
2439,NCT02517996,All
2440,NCT02289313,All
8922,NCT03859011,All
2441,NCT01416766,All
2442,NCT00004727,All
8921,NCT03687086,All
2443,NCT03479905,All
2444,NCT02411396,All
8920,NCT02165735,All
2445,NCT01862536,All
2446,NCT00115830,All
8919,NCT00595231,All
8917,NCT04154670,All
8915,NCT01979601,All
2448,NCT00734344,All
8854,NCT01994473,All
2577,NCT01390870,All
2765,NCT04135443,All
2706,NCT01624194,All
2698,NCT01049828,All
2699,NCT00706576,All
2700,NCT00880256,All
8790,NCT03300297,All
2701,NCT01564563,All
2702,NCT01217840,All
8789,NCT03947983,All
2703,NCT03826290,All
8788,NCT02431494,All
2704,NCT02824705,All
8787,NCT01457339,All
2705,NCT00059267,All
8786,NCT03395314,All
8785,NCT04123223,All
8784,NCT03750409,All
2578,NCT04510168,All
2707,NCT02939287,All
2708,NCT01502124,All
2709,NCT03982979,All
8783,NCT02061423,All
2710,NCT03023163,All
2711,NCT02110381,All
8782,NCT03135756,All
2712,NCT02484950,All
8781,NCT03199079,All
2713,NCT00634842,All
2714,NCT01569607,All
8778,NCT04086264,All
8777,NCT02146326,All
2716,NCT04364074,All
8791,NCT03385486,All
2697,NCT01863719,All
2696,NCT03307356,All
8792,NCT03283553,All
2674,NCT02080429,All
2676,NCT00835289,All
8802,NCT01647438,All
2677,NCT01417182,All
8801,NCT03912350,All
2678,NCT00868309,All
2679,NCT01521117,All
2680,NCT00927862,All
2681,NCT03409003,All
8800,NCT00589459,All
2682,NCT01285362,All
8799,NCT03170206,All
2683,NCT03004443,All
2684,NCT01681862,All
8798,NCT01992432,All
8660,NCT00828100,All
2687,NCT01300078,All
8797,NCT03158038,All
2688,NCT04105166,All
2689,NCT01322997,All
8796,NCT03852030,All
2691,NCT00850135,All
2692,NCT02443142,All
8795,NCT00183339,All
2693,NCT00342732,All
8794,NCT02150681,All
2694,NCT01386528,All
2695,NCT01008280,All
8793,NCT01992341,All
8775,NCT01616797,All
2717,NCT03127358,All
2718,NCT01829256,All
2742,NCT03156283,All
2743,NCT00097552,All
2744,NCT03837860,All
2745,NCT00620750,All
2746,NCT01334554,All
2747,NCT02825251,All
2748,NCT00108758,All
8761,NCT01825252,All
2749,NCT03990350,All
8760,NCT01513343,All
8759,NCT00983892,All
2751,NCT03930745,All
2753,NCT02763917,All
8758,NCT03564522,All
2754,NCT02205528,All
2755,NCT00102037,All
2756,NCT00520611,All
8757,NCT00596284,All
2757,NCT03642769,All
8756,NCT02487485,All
2758,NCT04346615,All
8755,NCT00903695,All
8754,NCT03183050,All
2760,NCT00405912,All
2761,NCT01044927,All
8753,NCT04458194,All
2762,NCT01801670,All
2763,NCT01059487,All
2764,NCT00005525,All
8752,NCT02819141,All
8762,NCT04481568,All
2741,NCT00523042,All
8774,NCT01127633,All
2740,NCT01395368,All
2719,NCT00775216,All
2720,NCT01916538,All
8772,NCT02041923,All
2721,NCT00753922,All
8771,NCT03377855,All
2722,NCT00340249,All
2723,NCT03822182,All
8770,NCT00124280,All
2724,NCT02679690,All
2726,NCT03577990,All
8769,NCT02754557,All
2727,NCT03029702,All
2729,NCT03850717,All
2730,NCT01013870,All
8768,NCT02559869,All
2731,NCT00440596,All
2732,NCT03295994,All
8767,NCT03354585,All
2733,NCT03163849,All
8766,NCT04034004,All
2734,NCT00366639,All
8765,NCT00280748,All
2735,NCT04559191,All
2736,NCT00154427,All
8764,NCT03261661,All
2737,NCT03211156,All
2738,NCT03338114,All
2739,NCT02330042,All
8763,NCT04179721,All
2673,NCT00808210,All
2672,NCT03294538,All
8803,NCT01921179,All
2601,NCT01561924,All
2602,NCT00169806,All
8836,NCT02325128,All
2603,NCT02027324,All
8835,NCT00624520,All
2604,NCT00255216,All
2605,NCT00356122,All
2606,NCT03824093,All
2607,NCT04388605,All
8833,NCT02445794,All
2608,NCT00352651,All
2609,NCT03794856,All
8832,NCT03995667,All
2610,NCT01378195,All
2611,NCT02311777,All
2612,NCT02698761,All
2613,NCT03432897,All
8831,NCT03727815,All
2614,NCT02429505,All
8830,NCT02823262,All
2615,NCT03689530,All
8829,NCT02871921,All
2617,NCT02932579,All
2618,NCT00798876,All
8828,NCT04363242,All
2619,NCT02841280,All
2620,NCT03304782,All
2621,NCT03050554,All
8827,NCT02853149,All
2622,NCT00097006,All
8837,NCT03784846,All
2600,NCT00608283,All
2624,NCT00161226,All
8838,NCT03235219,All
8851,NCT01835223,All
2579,NCT00108797,All
2580,NCT01841840,All
2581,NCT03925038,All
8850,NCT01435603,All
2582,NCT02124824,All
2583,NCT04562649,All
8849,NCT02043496,All
8848,NCT01033942,All
2585,NCT04322149,All
2586,NCT03301753,All
8845,NCT04149639,All
2587,NCT03997422,All
8844,NCT00859053,All
2588,NCT02414178,All
8843,NCT00400803,All
2589,NCT01770717,All
2590,NCT02643914,All
8842,NCT03592771,All
2592,NCT02069353,All
2593,NCT00427154,All
2594,NCT01347762,All
2595,NCT02648204,All
8841,NCT02117336,All
2596,NCT01134653,All
2597,NCT03066999,All
8840,NCT00960765,All
2598,NCT03050840,All
2599,NCT03028298,All
2623,NCT00005575,All
8826,NCT01671475,All
2671,NCT02964429,All
2647,NCT03625492,All
8813,NCT01671332,All
2649,NCT00001887,All
2650,NCT03219177,All
8812,NCT01265953,All
2651,NCT02548117,All
2652,NCT00790595,All
2653,NCT01447771,All
2654,NCT02281747,All
8811,NCT02696291,All
2655,NCT02332694,All
8810,NCT03136094,All
2656,NCT02101515,All
2657,NCT01011829,All
2658,NCT00379782,All
8808,NCT00866411,All
2659,NCT03970642,All
2660,NCT03340233,All
2661,NCT00537303,All
8807,NCT02535572,All
2662,NCT00660322,All
8806,NCT01693874,All
2663,NCT01924273,All
2664,NCT04113733,All
2665,NCT03199313,All
2666,NCT00873964,All
8805,NCT01214655,All
2668,NCT01331980,All
8804,NCT01659814,All
2670,NCT04399941,All
8814,NCT01932242,All
2646,NCT00505908,All
2625,NCT03823872,All
8815,NCT02290639,All
8825,NCT02899988,All
2626,NCT00947232,All
2627,NCT04109443,All
8824,NCT04030962,All
2628,NCT00099723,All
2629,NCT00167440,All
8823,NCT04407767,All
2630,NCT03286283,All
8822,NCT02905929,All
2631,NCT00713479,All
2632,NCT03814980,All
2633,NCT02151435,All
8821,NCT03137082,All
2634,NCT03242577,All
8820,NCT01330420,All
8819,NCT01448447,All
2635,NCT00924898,All
2636,NCT03791814,All
2637,NCT04276558,All
8818,NCT01314599,All
2639,NCT03075670,All
2640,NCT03099954,All
2641,NCT03323723,All
2642,NCT03359421,All
8817,NCT00104156,All
2643,NCT01135992,All
8816,NCT02787434,All
2644,NCT03613714,All
2645,NCT01228214,All
2984,NCT00001043,All
6863,NCT00760851,All
2985,NCT01316783,All
8405,NCT03781154,All
8411,NCT03649958,All
3517,NCT00982228,All
3518,NCT03219359,All
8410,NCT00484640,All
3520,NCT03818737,All
3521,NCT01212289,All
8409,NCT01253161,All
3522,NCT00278928,All
3523,NCT00280826,All
8408,NCT01324999,All
8407,NCT02708069,All
3527,NCT01386424,All
8406,NCT04372823,All
3528,NCT00266461,All
3529,NCT01588158,All
3489,NCT00184054,All
8404,NCT00361075,All
8403,NCT00458211,All
3530,NCT03009968,All
3531,NCT01072123,All
8402,NCT03461783,All
3532,NCT01388439,All
8401,NCT00599794,All
3533,NCT01965756,All
3534,NCT00115973,All
3535,NCT01730911,All
8400,NCT02309580,All
3536,NCT02561286,All
3537,NCT00005766,All
3538,NCT00238498,All
3515,NCT01491607,All
3514,NCT00451022,All
3513,NCT03560271,All
8412,NCT03832933,All
3490,NCT01648140,All
3491,NCT00256789,All
3492,NCT01509690,All
8421,NCT00553319,All
3493,NCT03231592,All
3494,NCT00581269,All
3495,NCT02122445,All
8420,NCT02944578,All
3497,NCT01502592,All
3498,NCT03686618,All
3499,NCT04420156,All
8419,NCT02121652,All
3500,NCT04434352,All
3501,NCT01230021,All
3502,NCT01276782,All
3503,NCT00579150,All
8418,NCT00914108,All
3504,NCT02989701,All
8417,NCT01824511,All
3505,NCT02021149,All
3506,NCT02352389,All
3507,NCT01439477,All
3508,NCT00119574,All
8416,NCT02874989,All
3509,NCT00380380,All
8414,NCT01162369,All
3510,NCT01425099,All
3511,NCT01082237,All
3512,NCT01704573,All
3540,NCT00268957,All
8399,NCT01838356,All
3541,NCT00252109,All
3568,NCT00657826,All
8382,NCT03342872,All
3570,NCT00999154,All
3571,NCT04262791,All
8380,NCT03458013,All
3572,NCT02404012,All
3573,NCT01045707,All
8379,NCT01511432,All
3574,NCT04598295,All
3575,NCT00846573,All
8377,NCT01891383,All
8376,NCT02149823,All
8375,NCT01626417,All
3581,NCT01162122,All
3582,NCT01256203,All
8374,NCT02973594,All
3583,NCT04428112,All
3584,NCT01506544,All
8373,NCT03929939,All
3585,NCT01586858,All
8372,NCT01431027,All
3586,NCT00396032,All
3587,NCT00486902,All
3588,NCT03860259,All
8371,NCT03249103,All
3590,NCT00773279,All
8370,NCT01226277,All
3592,NCT03361800,All
3593,NCT00001162,All
3594,NCT02026297,All
3569,NCT00847288,All
3567,NCT00492596,All
8398,NCT02706964,All
8383,NCT01081080,All
3542,NCT02146781,All
8397,NCT02037568,All
3543,NCT02882620,All
3544,NCT03520530,All
8396,NCT02693327,All
3545,NCT02565420,All
3547,NCT02969369,All
8395,NCT03921242,All
3548,NCT02158884,All
3549,NCT00156520,All
3550,NCT01941277,All
3552,NCT03736486,All
8394,NCT00002381,All
8393,NCT02808598,All
3554,NCT01410669,All
3555,NCT01518478,All
3556,NCT01810354,All
8392,NCT00002009,All
8391,NCT02860442,All
8390,NCT00496483,All
3560,NCT01117168,All
3561,NCT03251989,All
8388,NCT04300049,All
3562,NCT01178320,All
3563,NCT03786471,All
8387,NCT00504023,All
3564,NCT02190253,All
3565,NCT01566500,All
3566,NCT02021604,All
8422,NCT00069433,All
8423,NCT00006172,All
2986,NCT01239095,All
8453,NCT01032590,All
3417,NCT00072813,All
3418,NCT02180139,All
8458,NCT02399215,All
3419,NCT03060291,All
3420,NCT00339235,All
8457,NCT02621944,All
3422,NCT02607124,All
8456,NCT01280500,All
3423,NCT01613833,All
3424,NCT03338257,All
8455,NCT00496366,All
3426,NCT00917501,All
8454,NCT01001429,All
3428,NCT01852955,All
3430,NCT01375686,All
3488,NCT03201159,All
3431,NCT01938222,All
8452,NCT02295540,All
3432,NCT02997293,All
3433,NCT03225131,All
3434,NCT04526158,All
8451,NCT03233555,All
3435,NCT04377204,All
3436,NCT02775461,All
3437,NCT03723655,All
3438,NCT03177941,All
8450,NCT03677739,All
3439,NCT01128764,All
8449,NCT03937687,All
3440,NCT00758615,All
8459,NCT04309370,All
3416,NCT00187018,All
8461,NCT00566670,All
3415,NCT01440634,All
3395,NCT03643783,All
3396,NCT01597596,All
8473,NCT00642590,All
3397,NCT00300534,All
3398,NCT03974061,All
8472,NCT03533829,All
3399,NCT01740596,All
3400,NCT01817660,All
8471,NCT01258244,All
3401,NCT00646451,All
8470,NCT00731588,All
3404,NCT01152580,All
8469,NCT00760383,All
8468,NCT02415751,All
3405,NCT03022929,All
8467,NCT01582451,All
3406,NCT01923389,All
3407,NCT01058148,All
8466,NCT00574769,All
3408,NCT03465072,All
8465,NCT00408200,All
3409,NCT02465463,All
3410,NCT02861898,All
3411,NCT03187080,All
8464,NCT00581295,All
3412,NCT04408352,All
8463,NCT01244568,All
3414,NCT00485251,All
8462,NCT03900754,All
8448,NCT04253483,All
3441,NCT03184792,All
3442,NCT04552691,All
8433,NCT01552213,All
3466,NCT01997723,All
8432,NCT01698112,All
3467,NCT02775565,All
3468,NCT00366587,All
8431,NCT01436214,All
3469,NCT00324155,All
3470,NCT00572039,All
8430,NCT02808702,All
3471,NCT02985801,All
3472,NCT02367287,All
3473,NCT01766102,All
3474,NCT00050856,All
3476,NCT01831765,All
8428,NCT03613038,All
3477,NCT04345562,All
3478,NCT00013910,All
8427,NCT01280591,All
3479,NCT00308958,All
3480,NCT00506597,All
3481,NCT02341950,All
3482,NCT01636999,All
8426,NCT00462683,All
3483,NCT00359411,All
3484,NCT00487760,All
3485,NCT02880540,All
8425,NCT01495858,All
3486,NCT01215721,All
8424,NCT01729299,All
3487,NCT01482962,All
3465,NCT00542581,All
3464,NCT00311506,All
8447,NCT04294264,All
8435,NCT02802774,All
3444,NCT03027440,All
8446,NCT04357964,All
3445,NCT01764685,All
8445,NCT01527955,All
3446,NCT00358761,All
3447,NCT03217201,All
8444,NCT00120614,All
3448,NCT00238472,All
3449,NCT03891381,All
8443,NCT00775788,All
3450,NCT00675584,All
3451,NCT01780129,All
8442,NCT01135095,All
3453,NCT01045447,All
8441,NCT00621530,All
3454,NCT00137696,All
8440,NCT04247555,All
8439,NCT02511301,All
3455,NCT01284127,All
8438,NCT02527980,All
3457,NCT03282669,All
3458,NCT00566995,All
3459,NCT03161470,All
8437,NCT00679289,All
3460,NCT00465192,All
3461,NCT01586767,All
8436,NCT03333252,All
3462,NCT00581061,All
3463,NCT00493051,All
8369,NCT01096628,All
3595,NCT02021344,All
8368,NCT02366754,All
3732,NCT03059004,All
8307,NCT04208685,All
8306,NCT04567394,All
3724,NCT04240288,All
3725,NCT01558479,All
8305,NCT03367845,All
3726,NCT01519999,All
3727,NCT00528606,All
8304,NCT00380068,All
3728,NCT00249405,All
3729,NCT02191137,All
8303,NCT00026221,All
8301,NCT01468896,All
3730,NCT00459316,All
3731,NCT01786993,All
3733,NCT00353574,All
3596,NCT00443313,All
8300,NCT00917007,All
3734,NCT02814552,All
3735,NCT00101673,All
3736,NCT02391948,All
8299,NCT03383666,All
3738,NCT03256344,All
3739,NCT04545320,All
8298,NCT01130506,All
3740,NCT02253550,All
8297,NCT04206787,All
3741,NCT02347202,All
3743,NCT04461353,All
3744,NCT00330369,All
3745,NCT03588741,All
3723,NCT02057705,All
3722,NCT01346527,All
3721,NCT01444911,All
8308,NCT02429479,All
3695,NCT03107468,All
3696,NCT00335790,All
3697,NCT00368134,All
3699,NCT00110240,All
8317,NCT03717233,All
3700,NCT00729937,All
3701,NCT01742117,All
8316,NCT02037750,All
8314,NCT03404219,All
3704,NCT00102388,All
3705,NCT01813266,All
8313,NCT00032760,All
3706,NCT02824276,All
3707,NCT02673229,All
3708,NCT00233337,All
8312,NCT00004375,All
3709,NCT00762060,All
8311,NCT04097353,All
3710,NCT00312845,All
3711,NCT01733394,All
3712,NCT01272232,All
3714,NCT00294723,All
8310,NCT03482440,All
3715,NCT00539175,All
3717,NCT00736775,All
8309,NCT04188106,All
3718,NCT00232076,All
3719,NCT00528840,All
3720,NCT00584051,All
3746,NCT02987257,All
8296,NCT00529308,All
3747,NCT00860886,All
8287,NCT00605189,All
3773,NCT00454779,All
3774,NCT04023357,All
8286,NCT03817931,All
3775,NCT03636477,All
3776,NCT00087529,All
8285,NCT00055861,All
3777,NCT00486018,All
3778,NCT00485836,All
3779,NCT03445403,All
3780,NCT00094055,All
3781,NCT02392078,All
8284,NCT00089154,All
3782,NCT03969329,All
3783,NCT02752282,All
8283,NCT00783172,All
3784,NCT01713777,All
3786,NCT00097071,All
3787,NCT01547351,All
3788,NCT00325429,All
8282,NCT02387281,All
3789,NCT01591681,All
3790,NCT00351832,All
3791,NCT00069446,All
8281,NCT02551640,All
3792,NCT00893815,All
3793,NCT00028353,All
3795,NCT01899976,All
3796,NCT01063959,All
8280,NCT01910402,All
3772,NCT00422643,All
3771,NCT03339245,All
3748,NCT04335929,All
3770,NCT04538495,All
8295,NCT02835729,All
3749,NCT03869515,All
8294,NCT03280836,All
3750,NCT00166088,All
3751,NCT03418870,All
3752,NCT00517166,All
8293,NCT00861627,All
3753,NCT03284541,All
3754,NCT03834142,All
8292,NCT01709110,All
3755,NCT00724906,All
3756,NCT01404910,All
3757,NCT00219557,All
8291,NCT00760279,All
3758,NCT03421626,All
3759,NCT03966755,All
8290,NCT00608036,All
3760,NCT04082338,All
3761,NCT02376751,All
3762,NCT03935828,All
8289,NCT00308386,All
3763,NCT01685034,All
8288,NCT00751270,All
3764,NCT01727895,All
3765,NCT01338506,All
3766,NCT03976869,All
3767,NCT04583072,All
3768,NCT03850223,All
3769,NCT00668928,All
8318,NCT04362189,All
3694,NCT04285489,All
3693,NCT03218787,All
3621,NCT03814798,All
8357,NCT01196169,All
3623,NCT00114010,All
3624,NCT00064870,All
3625,NCT00016510,All
3626,NCT01188070,All
3627,NCT01004133,All
8355,NCT00002251,All
3628,NCT00733096,All
8354,NCT03672240,All
3631,NCT02587520,All
3632,NCT00978627,All
3633,NCT03830307,All
3634,NCT03555266,All
3635,NCT02271139,All
8353,NCT00704912,All
3636,NCT00633373,All
8352,NCT02028286,All
3637,NCT00336232,All
8351,NCT01306201,All
3639,NCT04274894,All
3640,NCT03304912,All
8350,NCT02558855,All
8349,NCT01435616,All
3641,NCT00459615,All
8348,NCT01527617,All
3643,NCT00936897,All
8347,NCT01506206,All
3644,NCT00518882,All
3645,NCT00318422,All
3622,NCT04141605,All
8358,NCT00007527,All
8346,NCT03848312,All
3620,NCT00440648,All
3597,NCT04570579,All
3598,NCT02511054,All
8367,NCT03774186,All
3599,NCT01171027,All
3600,NCT04496466,All
3602,NCT01533480,All
8366,NCT04548596,All
3603,NCT00727636,All
8365,NCT00947206,All
3604,NCT04306445,All
3605,NCT02847728,All
3606,NCT04002830,All
8364,NCT04474405,All
3607,NCT00339703,All
3608,NCT01539720,All
8363,NCT01046214,All
3609,NCT03966053,All
3610,NCT00035100,All
3611,NCT04371887,All
8362,NCT01783327,All
3612,NCT00420719,All
3614,NCT01707524,All
8361,NCT02541032,All
3615,NCT02239328,All
3616,NCT02720497,All
8360,NCT00074802,All
3617,NCT03148496,All
3619,NCT00007579,All
8359,NCT00271921,All
3646,NCT00258869,All
8345,NCT02349555,All
8321,NCT01637129,All
8333,NCT01928719,All
3671,NCT01512095,All
3672,NCT00321295,All
8332,NCT01928758,All
3673,NCT01463410,All
3674,NCT00613730,All
8330,NCT00767806,All
3675,NCT01925794,All
3676,NCT03790137,All
8329,NCT00418314,All
8328,NCT01185990,All
3678,NCT01199172,All
3679,NCT00084136,All
3680,NCT01182311,All
3681,NCT01411891,All
8325,NCT00760474,All
3682,NCT00389675,All
3683,NCT02060799,All
8324,NCT01506323,All
3684,NCT00684021,All
8323,NCT00308971,All
3685,NCT03571893,All
3686,NCT03650556,All
3687,NCT00347412,All
3688,NCT02629289,All
8322,NCT01219647,All
3689,NCT03812263,All
3690,NCT04468776,All
3691,NCT00294242,All
3692,NCT02469532,All
3670,NCT00232115,All
3669,NCT01951417,All
3647,NCT01070056,All
8334,NCT04060030,All
8344,NCT04427527,All
3648,NCT00053742,All
8343,NCT03737318,All
3650,NCT03739021,All
3651,NCT04135404,All
3652,NCT00028340,All
8342,NCT00713050,All
3653,NCT01917994,All
3654,NCT00491842,All
8341,NCT02955537,All
3655,NCT03992469,All
3656,NCT01668667,All
8339,NCT03574584,All
3657,NCT00718588,All
3658,NCT00260156,All
